form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00830166,SB29.4137,,,ORG,Aca Gas,,,,,,18300 Collins Ave,,Sunny Isles Beach,FL,33160,P2024,,2024-09-09,55.43,,Travel,002,C00727164,CARLA SPALDING FOR CONGRESS,,,,,,,H,FL,25,,,,,,,,
SB29,C00830166,SB29.4121,,,ORG,Bella Luna,,,,,,19575 Biscayne Blvd,Ste 1097,Aventura,FL,33180,P2024,,2024-07-31,158.32,,Meeting Expense,002,C00727164,CARLA SPALDING FOR CONGRESS,,,,,,,H,FL,25,,,,,,,,
SB29,C00830166,SB29.4144,,,ORG,Blaze Pizza,,,,,,2146 N Federal Hwy,,Boca Raton,FL,33431,P2024,,2024-09-29,42.64,,Meeting Expense,002,C00727164,CARLA SPALDING FOR CONGRESS,,,,,,,H,FL,25,,,,,,,,
SB29,C00830166,SB29.4135,,,ORG,Dunkin Donuts,,,,,,1911 S Federal Hwy,,Delray Beach,FL,33483,P2024,,2024-09-09,7.25,,Meeting Expense,002,C00727164,CARLA SPALDING FOR CONGRESS,,,,,,,H,FL,25,,,,,,,,
SB29,C00830166,SB29.4133,,,ORG,El Camino,,,,,,5377 Town Cener Rd,Ste 100,Boca Raton,FL,33486,P2024,,2024-08-28,100.02,,Meeting Expense,002,C00727164,CARLA SPALDING FOR CONGRESS,,,,,,,H,FL,25,,,,,,,,
SB29,C00830166,SB29.4139,,,ORG,Flanigans,,,,,,45 S Federal Hwy,,Boca Raton,FL,33432,P2024,,2024-09-24,45.23,,Meeting Expense,002,C00727164,CARLA SPALDING FOR CONGRESS,,,,,,,H,FL,25,,,,,,,,
SB29,C00830166,SB29.4127,,,ORG,Giant 134,,,,,,2109 Griffin Rd,,Dania,FL,33312,P2024,,2024-08-12,78.60,,Travel,002,C00727164,CARLA SPALDING FOR CONGRESS,,,,,,,H,FL,25,,,,,,,,
SB29,C00830166,SB29.4125,,,ORG,Golden Krust,,,,,,12518 W Sunrise Blvd,,Sunrise,FL,33323,P2024,,2024-08-12,13.62,,Meeting Expense,002,C00727164,CARLA SPALDING FOR CONGRESS,,,,,,,H,FL,25,,,,,,,,
SB29,C00830166,SB29.4143,,,ORG,Golden Krust,,,,,,12518 W Sunrise Blvd,,Sunrise,FL,33323,P2024,,2024-08-12,44.72,,Meeting Expense,002,C00727164,CARLA SPALDING FOR CONGRESS,,,,,,,H,FL,25,,,,,,,,
SB29,C00830166,SB29.4148,,,ORG,Marathon,,,,,,3975 N Federal Highway,,Boca Raton,FL,33431,P2024,,2024-08-15,59.98,,Travel,002,C00727164,CARLA SPALDING FOR CONGRESS,,,,,,,H,FL,25,,,,,,,,
SB29,C00830166,SB29.4149,,,ORG,New Vista,,,,,,655 Avenida Roberto H Todd,Ste 104,San Juan,PR,00907,P2024,,2024-08-28,3000.00,,Campaign Consulting,001,C00727164,CARLA SPALDING FOR CONGRESS,,,,,,,H,FL,25,,,,,,,,
SB29,C00830166,SB29.4146,,,IND,,Riese,Alex,,,,9561 Cypress Park Way,,Boynton Beach,FL,33472,P2024,,2024-08-22,1000.00,,Strategic Consulting,001,C00727164,CARLA SPALDING FOR CONGRESS,,,,,,,H,FL,25,,,,,,,,
SB29,C00830166,SB29.4131,,,ORG,Taj Express,,,,,,1320 NW 2nd Ave,,Boca Raton,FL,33432,P2024,,2024-08-20,110.74,,Meeting Expense,002,C00727164,CARLA SPALDING FOR CONGRESS,,,,,,,H,FL,25,,,,,,,,
SB29,C00830166,SB29.4123,,,ORG,Taste Rite,,,,,,8648 NW 44th St,,Sunrise,FL,33351,P2024,,2024-07-31,45.30,,Meeting Expense,002,C00727164,CARLA SPALDING FOR CONGRESS,,,,,,,H,FL,25,,,,,,,,
SB29,C00830166,SB29.4129,,,ORG,The Terrace Grill,,,,,,299 N Federal Highway,,Ft Lauderdale,FL,33301,P2024,,2024-08-19,21.19,,Meeting Expense,002,C00727164,CARLA SPALDING FOR CONGRESS,,,,,,,H,FL,25,,,,,,,,
SB29,C00830166,SB29.4141,,,ORG,The Woods,,,,,,129 Soundings Ave,,Jupiter,FL,33477,P2024,,2024-09-26,94.53,,Meeting Expense,002,C00727164,CARLA SPALDING FOR CONGRESS,,,,,,,H,FL,25,,,,,,,,
