form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00123612,48358956,,,COM,Terry Austin for House of Delegates,,,,,,Post Office Box 398,,Buchanan,VA,24066,,,2023-01-09,500.00,0.00,011 - Political Contribution,011,,,,Austin,Terry,,VA Del.,,,,,,,,,,,,011 - Political Contribution
SB29,C00123612,48359568,,,COM,Cosgrove for Senate,,,,,,P.O. Box 15483,,Chesapeake,VA,23328,,,2023-01-09,500.00,0.00,011 - Political Contribution,011,,,,Cosgrove,John,,VA Sen.,Jr.,,,,,,,,,,,011 - Political Contribution
SB29,C00123612,48359569,,,COM,Friends of Janet Howell,,,,,,Post Office Box 2608,,Reston,VA,20195,,,2023-01-09,500.00,0.00,011 - Political Contribution,011,,,,Howell,Janet,,VA Sen.,,,,,,,,,,,,011 - Political Contribution
SB29,C00123612,48359570,,,COM,Friends of Barry D Knight,,,,,,1852 Mill Landing Road,,Virginia Beach,VA,23457,,,2023-01-09,500.00,0.00,011 - Political Contribution,011,,,,Knight,Barry,,VA Del.,,,,,,,,,,,,011 - Political Contribution
SB29,C00123612,48359571,,,COM,Marsden for Senate,,,,,,Post Office Box 10889,,Burke,VA,22009,,,2023-01-09,500.00,0.00,011 - Political Contribution,011,,,,Marsden,David,,VA Sen.,,,,,,,,,,,,011 - Political Contribution
SB29,C00123612,48359572,,,COM,Friends of Monty Mason,,,,,,PO Box 232,,Williamsburg,VA,23187,,,2023-01-09,500.00,0.00,011 - Political Contribution,011,,,,Mason,T. Montgomery,,VA Sen.,,,,,,,,,,,,011 - Political Contribution
SB29,C00123612,48359573,,,COM,Mike Mullin for Virginia,,,,,,PO Box 14011,,Newport News,VA,23608,,,2023-01-09,500.00,0.00,011 - Political Contribution,011,,,,Mullin,Michael,,VA Del.,,,,,,,,,,,,011 - Political Contribution
SB29,C00123612,48359574,,,COM,Friends of Tommy Norment,,,,,,Post Office Box 6205,,Williamsburg,VA,23188,,,2023-01-09,500.00,0.00,011 - Political Contribution,011,,,,Norment,Thomas,,VA Sen.,Jr.,,,,,,,,,,,011 - Political Contribution
SB29,C00123612,48542442,,,COM,Wichita Regional Chamber PAC,,,,,,350 W. Douglas Avenue,,Wichita,KS,67202,,,2023-03-27,2000.00,0.00,011 - Political Contribution,011,,,,,,,,,,,,,,,,,,,011 - Political Contribution
SB29,C00123612,48542447,,,COM,Kansas Chamber of Commerce PAC,,,,,,534 S. Kansas St.,Suite 1400,Topeka,KS,66603,,,2023-03-27,500.00,0.00,011 - Political Contribution,011,,,,,,,,,,,,,,,,,,,011 - Political Contribution
