form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00758433,SB21B.5017,,,ORG,Cardmember Service,,,,,,PO Box 1423,,Charlotte,NC,28201,O2024,Other,2024-01-03,3933.86,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00758433,SB21B.5017.0,SB21B.5017,SB21B,ORG,Cafe Berlin,,,,,,322 Massachusetts Ave NE,,Washington,DC,20002,O2023,Other,2023-07-16,229.30,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5017.3,SB21B.5017,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,O2023,Other,2023-11-30,77.00,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5017.4,SB21B.5017,SB21B,ORG,Cafe Berlin,,,,,,322 Massachusetts Ave NE,,Washington,DC,20002,O2023,Other,2023-12-14,231.26,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5017.5,SB21B.5017,SB21B,ORG,Capital Grille,,,,,,601 Pennsylvania Ave NW,,Washington,DC,20004,O2023,Other,2023-12-15,510.30,,Event Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5017.6,SB21B.5017,SB21B,ORG,Capital Grille,,,,,,601 Pennsylvania Ave NW,,Washington,DC,20004,O2023,Other,2023-12-15,2642.05,,Event Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5023,,,ORG,Cardmember Service,,,,,,PO Box 1423,,Charlotte,NC,28201,O2024,Other,2024-03-07,6693.14,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00758433,SB21B.5023.0,SB21B.5023,SB21B,ORG,Capital Grille,,,,,,601 Pennsylvania Ave NW,,Washington,DC,20004,O2023,Other,2023-12-16,314.90,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5023.1,SB21B.5023,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,O2023,Other,2023-12-31,45.50,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5023.2,SB21B.5023,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,O2023,Other,2023-12-31,329.50,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5023.3,SB21B.5023,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,O2024,Other,2024-01-31,128.60,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5023.4,SB21B.5023,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,O2024,Other,2024-01-31,82.00,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5023.6,SB21B.5023,SB21B,ORG,Cafe Berlin,,,,,,322 Massachusetts Ave NE,,Washington,DC,20002,O2024,Other,2024-02-04,172.00,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5023.7,SB21B.5023,SB21B,ORG,Harry's Reserve,,,,,,909 New Jersey Ave SE,,Washington,DC,20003,O2024,Other,2024-02-05,571.01,,Event Beverages,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5023.9,SB21B.5023,SB21B,ORG,Capital Grille,,,,,,601 Pennsylvania Ave NW,,Washington,DC,20004,O2024,Other,2024-02-05,377.48,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5023.10,SB21B.5023,SB21B,ORG,American Airlines,,,,,,PO Box 619616,,DFW Airport,TX,75261,O2024,Other,2024-02-07,4213.00,,Airfare,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5023.11,SB21B.5023,SB21B,ORG,Pacci's,,,,,,106 13th St SE,,Washington,DC,20003,O2024,Other,2024-02-14,399.37,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5018,,,ORG,Les Williamson LLC,,,,,,PO Box 60148,,Washington,DC,20039,O2024,Other,2024-01-02,300.00,,Compliance Consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00758433,SB21B.5020,,,ORG,Les Williamson LLC,,,,,,PO Box 60148,,Washington,DC,20039,O2024,Other,2024-02-02,608.27,,Compliance Consulting/Filing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00758433,SB21B.5019,,,CAN,,MANN,TRACEY ROBERT,,,,PO BOX 1084,,SALINA,KS,67402,O2024,Other,2024-01-03,1360.83,,Travel Reimbursement,002,,,H0KS01123,,,,,,H,KS,01,,,,,,,,
SB21B,C00758433,SB21B.5019.0,SB21B.5019,SB21B,CAN,,MANN,TRACEY ROBERT,,,,PO BOX 1084,,SALINA,KS,67402,,,2023-12-04,243.66,,Mileage Reimbursement,,,,H0KS01123,,,,,,H,KS,01,,,,,,,X,
SB21B,C00758433,SB21B.5019.1,SB21B.5019,SB21B,ORG,Book and Fox,,,,,,37 E 50th St,,New York,NY,10022,,,2023-12-01,276.67,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5019.4,SB21B.5019,SB21B,ORG,NYC Taxi,,,,,,330 Butler St,,Brooklyn,NY,11217,,,2023-12-01,203.50,,Taxi,,,,,,,,,,,,,,,,,,,X,
