form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00437244,18204156,,,CCM,Melanie For New Mexico,,,,,,PO Box 51493,,Albuquerque,NM,87181,P2024,,2024-06-03,1000.00,0.00,,011,C00765099,Melanie For New Mexico,H2NM01144,Stansbury,Melanie,,Rep.,Dr.,H,NM,01,,,,,,,,
SB23,C00437244,18204166,,,CCM,Katherine Clark For Congress,,,,,,PO Box 159,,Belmont,MA,02478,P2024,,2024-06-04,1000.00,0.00,,011,C00541888,Katherine Clark For Congress,H4MA05084,Clark,Katherine,,Rep.,,H,MA,05,,,,,,,,
SB23,C00437244,18204178,,,PAC,AMERICAN CONSERVATION COALITION PAC,,,,,,421 Office Park Drive,,Birmingham,AL,35223,,,2024-06-04,500.00,0.00,2024,011,,,,,,,,,,,,,,,,,,,2024
SB23,C00437244,18206483,,,CCM,Joe Morelle For Congress,,,,,,P.O. Box 90914,,Rochester,NY,14609,P2024,,2024-06-10,500.00,0.00,,011,C00675108,Joe Morelle For Congress,H8NY25105,Morelle,Joseph,,Rep.,,H,NY,25,,,,,,,,
SB23,C00437244,18247404,,,COM,Jacky Rosen Victory Fund,,,,,,PO Box 15854,,Washington,DC,20003,,,2024-06-17,1000.00,0.00,Rosen for Nevada - 2024 General,011,,,,,,,,,,,,,,,,,,,Rosen for Nevada - 2024 General
SB23,C00437244,18247405,,,CCM,Rosen for Nevada,,,,,,PO BOX 27195,,Las Vegas,NV,89126,G2024,,2024-06-17,1000.00,0.00,Jacky Rosen Victory Fund,011,C00606939,Rosen for Nevada,S8NV00156,,,,,,S,NV,,,,,,,,X,(Memo Entry)
SB23,C00437244,18247406,,,CCM,John Curtis for Utah,,,,,,"370 East South Temple, Suite 580",,Salt Lake City,UT,84111,P2024,,2024-06-17,1500.00,0.00,,011,C00647339,John Curtis for Utah,H8UT03238,Curtis,John,,Rep.,,H,UT,03,,,,,,,,
SB23,C00437244,18250322,,,CCM,Graves For Congress,,,,,,2345 Grand Blvd,Ste 2400,Kansas City,MO,64108,P2024,,2024-06-26,2000.00,0.00,,011,C00359034,Graves For Congress,H0MO06073,Graves,Samuel,,Rep.,Jr.,H,MO,06,,,,,,,,
SB23,C00437244,18250328,,,CCM,Mark Takano For Congress,,,,,,PO Box 5214,,Riverside,CA,92517,G2024,,2024-06-26,1000.00,0.00,,011,C00498667,Mark Takano For Congress,H2CA43245,Takano,Mark,,Rep.,,H,CA,39,,,,,,,,
SB23,C00437244,18344267,,,CCM,Tammy Baldwin for Senate,,,,,,"499 South Capitol Street, SW",Suite 422,Washington,DC,20003,P2024,,2024-06-10,1000.00,0.00,,011,C00326801,Tammy Baldwin for Senate,,,,,,,S,WI,,,,,,,,,
