form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00437244,18108107,,,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,89033,P2024,,2024-04-02,1000.00,0.00,,011,C00668228,Nevadans For Steven Horsford,H2NV04011,Horsford,Steven,,Rep.,,H,NV,04,,,,,,,,
SB23,C00437244,18109628,,,COM,Casey Keystone Victory Fund,,,,,,PO Box 58746,,Philadelphia,PA,19102,,,2024-04-04,2000.00,0.00,2024 Primary,011,,,,,,,,,,,,,,,,,,,2024 Primary
SB23,C00437244,18109629,,,CCM,Bob Casey For Senate Inc,,,,,,PO Box 58746,,Philadelphia,PA,19102,P2024,,2024-04-04,2000.00,0.00,Casey Keystone Victory Fund,011,C00431056,Bob Casey For Senate Inc,S6PA00217,Casey,Bob,,Sen.,Jr.,S,PA,,,,,,,,X,(Memo Entry)
SB23,C00437244,18109642,,,CCM,Mikie Sherrill For Congress,,,,,,P.O. Box 43032,,Montclair,NJ,07043,P2024,,2024-04-04,1000.00,0.00,,011,C00640003,Mikie Sherrill For Congress,H8NJ11142,Sherrill,Mikie,,Rep.,,H,NJ,11,,,,,,,,
SB23,C00437244,18109645,,,CCM,Jim Justice For U.S. Senate,,,,,,3501 MacCorkle Ave Se,Num 131,Charleston,WV,25304,P2024,,2024-04-04,2500.00,0.00,,011,C00839100,Jim Justice For U.S. Senate,S4WV00332,Justice,James,,Gov.,,S,WV,,,,,,,,,
SB23,C00437244,18149529,,,PAC,SUPPORTING HOUSE PROBLEM SOLVERS - SHP PAC,,,,,,412 First Street SE,Suite 100,Washington,DC,20003,,,2024-04-11,1000.00,0.00,2024,011,,,,,,,,,,,,,,,,,,,2024
SB23,C00437244,18149531,,,PTY,DSCC,,,,,,120 MARYLAND AVE NE,,WASHINGTON,DC,20002,,,2024-04-11,1000.00,0.00,2024,011,C00042366,,,,,,,,,,,,,,,,,,2024
SB23,C00437244,18155035,,,CCM,Garbarino For Congress,,,,,,PO Box 101,,Bayport,NY,11705,P2024,,2024-04-25,1000.00,0.00,,011,C00729954,Garbarino For Congress,H0NY02234,Garbarino,Andrew,,Rep.,,H,NY,02,,,,,,,,
SB23,C00437244,18155036,,,CCM,Mann For Congress,,,,,,PO Box 1084,,Salina,KS,67402,P2024,,2024-04-25,1000.00,0.00,,011,C00460659,Mann For Congress,H0KS01123,Mann,Tracey,,,,H,KS,01,,,,,,,,
SB23,C00437244,18155038,,,COM,Emmer Victory Committee,,,,,,5827 Colfax Ave,,Alexandria,VA,22311,,,2024-04-25,1000.00,0.00,2024,011,,,,,,,,,,,,,,,,,,,2024
