form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00409730,16593213C,16593213,SA11C,PAC,AMERICA NEEDS NEW INNOVATION AND ENERGY PAC,,,,,,1 Park Row,Ste 5,Providence,RI,029031235,,,2023-12-14,5000.00,0.00,Conduit Contribution,,C00540062,AMERICA NEEDS NEW INNOVATION AND ENERGY PAC,,,,,,,,,,,,,,,,X,Earmarked by Humana Inc. PAC
SB23,C00409730,16551424C,16551424,SA11C,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,,,2023-12-07,1000.00,0.00,Conduit Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,X,Earmarked by Elevance Health PAC (Formerly Anthem PAC)
SB23,C00409730,16569457C,16569457,SA11C,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,,,2023-12-11,1000.00,0.00,Conduit Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,X,Earmarked by DEMOCRATIC TURNOUT PROJECT PAC
SB23,C00409730,16591212C,16591212,SA11C,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,,,2023-12-13,1500.00,0.00,Conduit Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,X,Earmarked by STRICKLAND FOR WASHINGTON
SB23,C00409730,16593221C,16593221,SA11C,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,,,2023-12-14,2500.00,0.00,Conduit Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,X,Earmarked by Humana Inc. PAC
SB23,C00409730,16620695C,16620695,SA11C,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,,,2023-12-19,1000.00,0.00,Conduit Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,X,Earmarked by HOULAPAC
SB23,C00409730,16569461C,16569461,SA11C,CCM,Angie Craig For Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,,,2023-12-11,1000.00,0.00,Conduit Contribution,,C00575209,,,Craig,Angela,,,,H,MN,02,,,,,,,X,Earmarked by DEMOCRATIC TURNOUT PROJECT PAC
SB23,C00409730,500399011,,,CCM,BLAZAKIS FOR CONGRESS,,,,,,PO Box 309,,Lambertville,NJ,085300309,P2024,,2023-12-20,5000.00,0.00,Contribution,,C00847715,,,BLAZAKIS,JASON,,,,H,NJ,07,,,,,,,,
SB23,C00409730,16593220C,16593220,SA11C,PAC,BLUE NEVADA PAC,,,,,,4904 Camino Al Norte,Unit 336664,North Las Vegas,NV,890338879,,,2023-12-14,2500.00,0.00,Conduit Contribution,,C00707232,BLUE NEVADA PAC,,,,,,,,,,,,,,,,X,Earmarked by Humana Inc. PAC
SB23,C00409730,16569443C,16569443,SA11C,CCM,Caraveo For Congress,,,,,,PO Box 953,,Eastlake,CO,806140953,,,2023-12-11,1000.00,0.00,Conduit Contribution,,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,X,Earmarked by DEMOCRATIC TURNOUT PROJECT PAC
