form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00255752,ADD216577E16180FEFC,,,CCM,Aaron Bean For Congress,,,,,,2640A MITCHAM DRIVE,,TALLAHASSEE,FL,32308,P2024,,2024-02-16,2000.00,,2024 Primary,011,C00816983,,H2FL04211,Bean,Aaron,P.,,,H,FL,04,,,,,,,,
SB23,C00255752,510264C992FF02C5C3B,,,CCM,Anthony Portantino For Congress,,,,,,12501 Imperial Hwy,Ste 200,Norwalk,CA,90650,P2024,,2024-02-22,2500.00,,2024 Primary,011,C00832279,,H4CA30180,Portantino,Anthony,J.,,,H,CA,30,,,,,,,,
SB23,C00255752,58E4118578F6F8DD72A,,,CCM,Austin Scott For Congress Inc,,,,,,PO Box 2530,,Tifton,GA,31793,P2024,,2024-02-08,1000.00,,2024 Primary,011,C00482737,,H0GA08099,Scott,Austin,,,,H,GA,08,,,,,,,,
SB23,C00255752,63036AD82E7875DC434,,,CCM,Balderson For Congress,,,,,,4679 Winterset Dr,,Columbus,OH,432208113,P2024,,2024-02-05,1000.00,,2024 Primary,011,C00662650,,H8OH12180,Balderson,Troy,,,,H,OH,12,,,,,,,,
SB23,C00255752,574E6F59B0A9EFFF854,,,CCM,Beth Van Duyne For Congress,,,,,,PO Box 630167,,Irving,TX,75063,P2024,,2024-02-08,2500.00,,2024 Primary,011,C00714865,,H0TX24209,Van Duyne,Elizabeth,Ann,,,H,TX,24,,,,,,,,
SB23,C00255752,652BE0C739A39F7C044,,,CCM,Brittany Pettersen For Colorado,,,,,,PO Box 150887,,Lakewood,CO,80215,P2024,,2024-02-21,2500.00,,2024 Primary,011,C00637215,,H8CO07045,Pettersen,Brittany,L.,,,H,CO,07,,,,,,,,
SB23,C00255752,DA01A32DC4BBB8751C0,,,CCM,Brittany Pettersen For Colorado,,,,,,PO Box 150887,,Lakewood,CO,80215,G2024,,2024-02-21,3500.00,,2024 General,011,C00637215,,H8CO07045,Pettersen,Brittany,L.,,,H,CO,07,,,,,,,,
SB23,C00255752,A9BB2FC77AA2FD778DF,,,CCM,Castor For Congress,,,,,,"301 W PLATT STREET, #385",,TAMPA,FL,33606,P2024,,2024-02-08,1000.00,,2024 Primary,011,C00410761,,H6FL11126,Castor,Katherine,Anne,,,H,FL,14,,,,,,,,
SB23,C00255752,A267C535E5B75E397DC,,,CCM,Citizens For Boyle,,,,,,PO Box 14310,,Philadelphia,PA,19115,P2024,,2024-02-28,2500.00,,2024 Primary,011,C00543363,,H4PA13199,Boyle,Brendan,Francis,,,H,PA,02,,,,,,,,
SB23,C00255752,ADD63EE75E3428AC896,,,CCM,Claudia Tenney For Congress,,,,,,PO Box 378,,Victor,NY,14564,G2024,,2024-02-08,1000.00,,2024 General,011,C00632828,,H4NY22051,Tenney,Claudia,,,,H,NY,24,,,,,,,,
SB23,C00255752,5F7F642697F35B1B40D,,,CCM,Claudia Tenney For Congress,,,,,,PO Box 378,,Victor,NY,14564,P2024,,2024-02-08,1500.00,,2024 Primary,011,C00632828,,H4NY22051,Tenney,Claudia,,,,H,NY,24,,,,,,,,
SB23,C00255752,50796546A246AD00149,,,PAC,Cool PAC,,,,,,610 S Boulevard,,Tampa,FL,33606,O2023,Contribution,2024-02-23,-2000.00,,2023 Contribution - check lost/uncashed,011,C00525592,Cool PAC,,,,,,,,,,,,,,,,,
SB23,C00255752,93F271C20E1D60BC4AB,,,PAC,Cool PAC,,,,,,610 S Boulevard,,Tampa,FL,33606,O2024,Contribution,2024-02-28,2000.00,,2024 Contribution,011,C00525592,Cool PAC,,,,,,,,,,,,,,,,,
SB23,C00255752,79BD6A180B51DCACF78,,,CCM,Dan Newhouse For Congress,,,,,,PO Box 10949,,Yakima,WA,989091949,P2024,,2024-02-08,1500.00,,2024 Primary,011,C00559393,,H4WA04104,Newhouse,Daniel,Milton,,,H,WA,04,,,,,,,,
SB23,C00255752,4BEAE1F45238BA8353D,,,CCM,Diana For Congress,,,,,,PO Box 7208,,Kingsport,TN,37664,G2024,,2024-02-08,1500.00,,2024 General,011,C00741090,,H0TN01118,Harshbarger,Diana,Lynn,,,H,TN,01,,,,,,,,
SB23,C00255752,EE66043EB272AFB9FE6,,,CCM,Diana For Congress,,,,,,PO Box 7208,,Kingsport,TN,37664,P2024,,2024-02-08,1000.00,,2024 Primary,011,C00741090,,H0TN01118,Harshbarger,Diana,Lynn,,,H,TN,01,,,,,,,,
SB23,C00255752,EC475DEFB1ED3FAC160,,,CCM,Fischbach For Congress,,,,,,PO Box 190,,Litchfield,MN,55355,P2024,,2024-02-08,1000.00,,2024 Primary,011,C00717959,,H0MN07091,Fischbach,Michelle,L.,,,H,MN,07,,,,,,,,
SB23,C00255752,09C093431418CC5AF1B,,,CCM,Friends Of Glenn Thompson,,,,,,400 N Michael St,,Saint Marys,PA,15857,P2024,,2024-02-05,1500.00,,2024 Primary,011,C00444620,,H8PA05071,Thompson,Glenn,W.,,,H,PA,15,,,,,,,,
