form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00377143,500329300,,,CCM,Susan Wild for Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,P2024,,2023-03-12,1000.00,0.00,Contribution,011,C00658567,,,Wild,Susan,,,,H,PA,07,,,,,,,,
SB23,C00377143,500338350,,,CCM,Wiley Nickel for Congress,,,,,,514 Daniels St,# 286,Raleigh,NC,276051317,P2024,,2023-06-24,1000.00,0.00,Contribution,011,C00763045,,,Nickel,Wiley,,,,H,NC,13,,,,,,,,
SB23,C00377143,500329301,,,CCM,Dr Kim Schrier for Congress,,,,,,PO Box 2728,,Issaquah,WA,980270125,P2024,,2023-03-25,1000.00,0.00,Contribution,011,C00652628,,,Schrier,Kim,,Dr.,,H,WA,08,,,,,,,,
SB23,C00377143,500329302,,,CCM,Wiley Nickel for Congress,,,,,,514 Daniels St,# 286,Raleigh,NC,276051317,P2024,,2023-03-25,1000.00,0.00,Contribution,011,C00763045,,,Nickel,Wiley,,,,H,NC,13,,,,,,,,
SB23,C00377143,500338272,,,CCM,Lisa Blunt Rochester for Congress,,,,,,PO Box 9767,,Wilmington,DE,198090767,P2024,,2023-06-08,1000.00,0.00,Contribution,011,C00590778,,,Blunt Rochester,Lisa,,,,H,DE,00,,,,,,,,
SB23,C00377143,500329303,,,CCM,Gabe Vasquez for Congress,,,,,,PO Box L,,Mesilla,NM,880464612,P2024,,2023-03-25,1000.00,0.00,Contribution,011,C00789404,,,Vasquez,Gabriel,,,,H,NM,02,,,,,,,,
SB23,C00377143,500338273,,,CCM,Landsman for Congress,,,,,,PO Box 413,,Cincinnati,OH,452010413,P2024,,2023-06-08,1000.00,0.00,Contribution,011,C00800276,,,Landsman,Greg,,,,H,OH,01,,,,,,,,
SB23,C00377143,500338274,,,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,P2024,,2023-06-20,1000.00,0.00,Contribution,011,C00815290,,,Ryan,Patrick,,,,H,NY,18,,,,,,,,
SB23,C00377143,500329305,,,CCM,Cartwright for Congress,,,,,,PO Box 414,,Scranton,PA,185010414,P2024,,2023-03-25,1000.00,0.00,Contribution,011,C00509968,,,Cartwright,Matthew,A.,,,H,PA,08,,,,,,,,
SB23,C00377143,500342135,,,PAC,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2023-03-31,1000.00,0.00,Credit Card Payment - See Below,,,American Express,,,,,,,,,,,,,,,,,
SB23,C00377143,500341070,500342135,SB23,CCM,Barbara Lee for U.S. Senate,,,,,,PO Box 6787,,Oakland,CA,946030787,P2024,,2023-03-31,1000.00,0.00,Contribution,,C00833608,,,Lee,Barbara,,,,S,CA,00,,,,,,,X,*
SB23,C00377143,500338365,,,CCM,Emilia Sykes for Congress,,,,,,PO Box 1347,,Akron,OH,443091347,P2024,,2023-06-24,1000.00,0.00,Contribution,011,C00801274,,,Sykes,Emilia,,,,H,OH,13,,,,,,,,
SB23,C00377143,500338275,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,P2024,,2023-06-20,1000.00,0.00,Contribution,011,C00839597,,,Allred,Colin,,,,S,TX,00,,,,,,,,
SB23,C00377143,500338276,,,PAC,Equality PAC,,,,,,PO Box 15337,,Washington,DC,200030337,,,2023-06-13,5000.00,0.00,2023 Contribution,011,C00550970,Equality PAC,,,,,,,,,,,,,,,,,
SB23,C00377143,500329307,,,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,P2024,,2023-03-28,1000.00,0.00,Contribution,011,C00815290,,,Ryan,Patrick,,,,H,NY,18,,,,,,,,
SB23,C00377143,500338367,,,CCM,Janelle Bynum for Congress,,,,,,10121 SE Sunnyside Rd,Ste 300,Clackamas,OR,970155713,P2024,,2023-06-24,2000.00,0.00,Contribution,011,C00843425,,,Bynum,Janelle,,,,H,OR,05,,,,,,,,
SB23,C00377143,500338358,,,CCM,Marie for Congress,,,,,,PO Box 1164,,Washougal,WA,986710926,P2024,,2023-06-24,1000.00,0.00,Contribution,011,C00806174,,,Gluesenkamp Perez,Marie,,,,H,WA,03,,,,,,,,
SB23,C00377143,500338368,,,CCM,Don Davis for NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,P2024,,2023-06-27,1000.00,0.00,Contribution,011,C00795211,,,Davis,Don,,,,H,NC,01,,,,,,,,
SB23,C00377143,500338349,,,CCM,Chris Deluzio for Congress,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,P2024,,2023-06-20,1000.00,0.00,Contribution,011,C00787648,,,Deluzio,Christopher,,,,H,PA,17,,,,,,,,
SB23,C00377143,500338369,,,CCM,Susan Wild for Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,P2024,,2023-06-29,1000.00,0.00,Contribution,011,C00658567,,,Wild,Susan,,,,H,PA,07,,,,,,,,
SB23,C00377143,500329299,,,CCM,Susie Lee for Congress,,,,,,5130 S Fort Apache Rd,Ste 215 Pmb 382,Las Vegas,NV,891481732,P2024,,2023-03-12,1000.00,0.00,Contribution,011,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,,
