form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00344325,18449586,,,CCM,Glenn F. Ivey for Congress,,,,,,PO Box 85,,Bladensburg,MD,20710,G2024,,2024-10-28,1000.00,0.00,Contribution,011,C00792283,Glenn F. Ivey for Congress,H2MD04315,Ivey,Glenn,F.,Rep.,,H,MD,04,,,,,,,,Contribution
SB23,C00344325,18449588,,,CCM,Elfreth for Maryland,,,,,,PO Box 5935,,Annapolis,MD,21403,G2024,,2024-10-28,1000.00,0.00,Contribution,011,C00855353,Elfreth for Maryland,H4MD03156,Elfreth,Sarah,Kelly,Ms.,,H,MD,03,,,,,,,,Contribution
SB23,C00344325,18449589,,,CCM,Brian Fitzpatrick for All of Us,,,,,,PO Box 939,,Langhorne,PA,19047,G2024,,2024-10-28,500.00,0.00,Contribution,011,C00607416,Brian Fitzpatrick for All of Us,H6PA08277,Fitzpatrick,Brian,,Rep.,,H,PA,01,,,,,,,,Contribution
SB23,C00344325,18449590,,,CCM,Titus for Congress,,,,,,PO Box 72454,,Las Vegas,NV,89170,G2024,,2024-10-28,2500.00,0.00,Contribution,011,C00499467,Titus for Congress,H8NV03036,Titus,Dina,,Rep.,,H,NV,01,,,,,,,,Contribution
SB23,C00344325,18449591,,,CCM,Montanans for Tester,,,,,,PO Box 1135,,Helena,MT,59624,G2024,,2024-10-28,2500.00,0.00,Contribution,011,C00412304,Montanans for Tester,S6MT00162,Tester,R. Jon,,Sen.,,S,MT,,,,,,,,,Contribution
SB23,C00344325,18449592,,,CCM,Alsobrooks for Senate,,,,,,"1101 Mercantile Ln, Ste 100",,Upper Marlboro,MD,20774,G2024,,2024-10-28,2500.00,0.00,Contribution,011,C00840017,Alsobrooks for Senate,S4MD00327,Alsobrooks,Angela,,Ms.,,S,MD,,,,,,,,,Contribution
SB23,C00344325,18449593,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,75360,G2024,,2024-10-28,2500.00,0.00,Contribution,011,C00839597,Colin Allred for Senate,S4TX00722,Allred,Colin,,Rep.,,S,TX,,,,,,,,,Contribution
SB23,C00344325,18449594,,,CCM,Amish for Arizona,,,,,,PO Box 7070,,Phoenix,AZ,85011,G2024,,2024-10-28,1000.00,0.00,Contribution,011,C00836502,Amish for Arizona,H4AZ01194,Shah,Amish,,Dr.,,H,AZ,01,,,,,,,,Contribution
SB23,C00344325,18449595,,,CCM,Adam Gray for Congress,,,,,,"400 Capitol Mall, Suite 2400",,Sacramento,CA,95814,G2024,,2024-10-28,1000.00,0.00,Contribution,011,C00801431,Adam Gray for Congress,H2CA13115,Gray,Adam,,Mr.,,H,CA,13,,,,,,,,Contribution
SB23,C00344325,18449596,,,CCM,Derek Tran for Congress,,,,,,"10441 Stanford Avenue, #395",,Garden Grove,CA,92842,G2024,,2024-10-28,2500.00,0.00,Contribution,011,C00851790,Derek Tran for Congress,H4CA45170,Tran,Derek,,Mr.,,H,CA,45,,,,,,,,Contribution
SB23,C00344325,18449597,,,CCM,Dave Min for Congress,,,,,,PO Box 5959,,Irvine,CA,92616,G2024,,2024-10-28,2500.00,0.00,Contribution,011,C00831537,Dave Min for Congress,H4CA47085,Min,Dave,,CA Sen.,,H,CA,47,,,,,,,,Contribution
SB23,C00344325,18449599,,,CCM,Vargas for Congress,,,,,,PO Box 746,,Boys Town,NE,68010,G2024,,2024-10-28,2500.00,0.00,Contribution,011,C00784371,Vargas for Congress,H2NE02132,Vargas,Anthony,,NE Sen.,,H,NE,02,,,,,,,,Contribution
SB23,C00344325,18449600,,,CCM,Committee to Elect Jared Golden,,,,,,PO Box 7108,,Lewiston,ME,04240,G2024,,2024-10-28,1000.00,0.00,Contribution,011,C00653816,Committee to Elect Jared Golden,H8ME02185,Golden,Jared,,Rep.,,H,ME,02,,,,,,,,Contribution
SB23,C00344325,18449602,,,CCM,Hertel for Michigan,,,,,,PO Box 16037,,Lansing,MI,48901,G2024,,2024-10-28,2500.00,0.00,Contribution,011,C00844480,Hertel for Michigan,H4MI07210,Hertel,Curtis,,Mr.,Jr.,H,MI,07,,,,,,,,Contribution
SB23,C00344325,18449603,,,CCM,Janelle Bynum for Congress,,,,,,"10121 SE Sunnyside Rd, #300",,Clackamas,OR,97015,G2024,,2024-10-28,2500.00,0.00,Contribution,011,C00843425,Janelle Bynum for Congress,H4OR05304,Bynum,Janelle,,Rep.,,H,OR,05,,,,,,,,Contribution
