form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00433672,SB29.4702,,,CCM,ARTBA PAC,,,,,,250 E. St. SW Suite 900,,Washington,DC,20024,,,2023-08-29,2000.00,,Political Contribution,,,ARTBA PAC,,,,,,,,,,,,,,,,,
SB29,C00433672,SB29.4712,,,IND,,Building Together PAC,Building Together PA,,,,PO Box 2101,,Jenkintown,PA,19046,,,2023-10-04,2500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00433672,SB29.4711,,,IND,,Carey for Congress,Carey for Congress,,,,211 S. 5th Street,,Columbus,OH,43215,,,2023-09-25,3300.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00433672,SB29.4695,,,CCM,Consulting Engineers PAC,,,,,,1001 Congress Avenue,Suite 200,Austin,TX,78701,,,2023-07-24,8850.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00433672,SB29.4710,,,IND,,Cornell Robertson County Eng,Cornell Robertson,,,,P.O. Box 163144,,Columbus,OH,43216,,,2023-09-25,2500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00433672,SB29.4700,,,IND,,David Linder Campaign Fund,David Linder Campaig,,,,PO Box 471,,West Columbia,TX,77486,,,2023-08-02,500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00433672,SB29.4708,,,CCM,Friends for Ginther,,,,,,545 E. Town St.,,Columbus,OH,43215,,,2023-09-21,2500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00433672,SB29.4706,,,CCM,Friends of Pat Stefano,,,,,,P.O. Box 412,,Harrisburg,PA,17108,,,2023-09-15,1000.00,,Political Contribution,,,Friends of Pat Stefano,,,,,,,,,,,,,,,,,
SB29,C00433672,SB29.4704,,,CCM,Friends of Sara Innamorato,,,,,,P.O. Box 40393,,Pittsburgh,PA,15201,,,2023-09-15,1000.00,,Political Contribution,,,Friends of Sara Innamorato,,Friends of Sara Innamorato,Friends of Sara Inna,,,,,,,,,,,,,,
SB29,C00433672,SB29.4691,,,CCM,Friends of Vincent A. Vicities,,,,,,14 Crestvue Dr.,,Uniontown,PA,15401,,,2023-07-05,300.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00433672,SB29.4701,,,COM,Jay Costa for State Senate,,,,,,314 Newport Road,,Pittsburgh,PA,15221,,,2023-08-21,2500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00433672,SB29.4715,,,CCM,Jean Enright Port Campaign,,,,,,"One East 11th Street, Suite 600",,Riviera Beach,FL,33404,,,2023-12-18,1000.00,,Political Contribution,,,Jean Enright Port Campaign,,,,,,,,,,,,,,,,,
SB29,C00433672,SB29.4713,,,IND,,John Whitmire Campaign,John Whitmire,,,,P.O. Box 41964,,Houston,TX,77241,,,2023-11-30,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00433672,SB29.4693,,,CCM,Langerholc for Senate,,,,,,311 Salmon Ave.,,Johnstown,PA,15904,,,2023-07-11,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00433672,SB29.4709,,,CCM,Langerholc for Senate,,,,,,311 Salmon Ave.,,Johnstown,PA,15904,,,2023-09-21,2500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00433672,SB29.4714,,,COM,Leinbach for Commissioner,,,,,,P.O. Box 6815,,Reading,PA,19610,,,2023-12-03,175.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00433672,SB29.4697,,,IND,,Matt Sebasta Campaign,Matt Sebasta,,,,PO Box 1893,,Angelton,TX,775161893,,,2023-08-02,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00433672,SB29.4699,,,IND,,Ryan Cade Campaign Fund,Ryan Cade Campaign,,,,PO Box 1989,,Angleton,TX,77516,,,2023-08-02,500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00433672,SB29.4698,,,IND,,Stacy Adams Campaign,Stacy Adams Campaign,,,,3408 Nottingham,,Pearland,TX,77581,,,2023-08-02,500.00,,Political Contibution,,,,,,,,,,,,,,,,,,,,
