form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00750166,500344150,,,CCM,Bowman for Congress,,,,,,81 Pondfield Rd,Ste D351,Bronxville,NY,107083818,,,2024-03-28,7000.00,0.00,Transfer,,C00709196,,,Bowman,Jamaal,,,,H,NY,16,,,,,,,,
SB22,C00750166,500344160,,,CCM,Rashida Tlaib for Congress,,,,,,PO Box 32777,,Detroit,MI,482320777,,,2024-03-28,7000.00,0.00,Transfer,,C00668608,,,Tlaib,Rashida,,,,H,MI,12,,,,,,,,
SB22,C00750166,500344161,,,PAC,Power of Us PAC,,,,,,PO Box 240912,,Dorchester Center,MA,021240015,,,2024-03-28,7000.00,0.00,Transfer,,C00706630,,,,,,,,,,,,,,,,,,
SB22,C00750166,500344162,,,PAC,Inspiring Leadership Has A Name PAC,,,,,,PO Box 80545,,Minneapolis,MN,554088545,,,2024-03-28,7000.00,0.00,Transfer,,C00688846,,,,,,,,,,,,,,,,,,
SB22,C00750166,500344153,,,PAC,For the Children PAC,,,,,,81 Pondfield Rd,Ste D351,Bronxville,NY,107083818,,,2024-03-28,7000.00,0.00,Transfer,,C00827295,,,,,,,,,,,,,,,,,,
SB22,C00750166,500344163,,,PAC,Courage to Change,,,,,,PO Box 680080,,Corona,NY,113680080,,,2024-03-28,7000.00,0.00,Transfer,,C00692202,,,,,,,,,,,,,,,,,,
SB22,C00750166,500344164,,,CCM,The Committee to Elect Ayanna Pressley,,,,,,PO Box 240912,,Dorchester Center,MA,021240015,,,2024-03-28,7000.00,0.00,Transfer,,C00667741,,,Pressley,Ayanna,,,,H,MA,07,,,,,,,,
SB22,C00750166,500344155,,,PAC,Politivist LPAC,,,,,,75 N Oaks Plz,,Saint Louis,MO,631212911,,,2024-03-28,7000.00,0.00,Transfer,,C00826917,,,,,,,,,,,,,,,,,,
SB22,C00750166,500344165,,,CCM,Alexandria Ocasio-Cortez for Congress,,,,,,PO Box 680080,,Corona,NY,113680080,,,2024-03-28,7000.00,0.00,Transfer,,C00639591,,,Ocasio-Cortez,Alexandria,,,,H,NY,14,,,,,,,,
SB22,C00750166,500344156,,,CCM,Cori Bush for Congress,,,,,,75 N Oaks Plz,,Saint Louis,MO,631212911,,,2024-03-28,7000.00,0.00,Transfer,,C00638767,,,Bush,Cori,,,,H,MO,01,,,,,,,,
SB22,C00750166,500344157,,,PAC,Rooted in Community Leadership PAC,,,,,,PO Box 15845,,Washington,DC,200030845,,,2024-03-28,7000.00,0.00,Transfer,,C00741371,,,,,,,,,,,,,,,,,,
SB22,C00750166,500344148,,,CCM,Ilhan for Congress,,,,,,PO Box 80545,,Minneapolis,MN,554088545,,,2024-03-28,7000.00,0.00,Transfer,,C00680934,,,Omar,Ilhan,,,,H,MN,05,,,,,,,,
