form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00486845,500462929,,,ORG,50+1 Strategies LLC,,,,,,PO Box 358,,San Francisco,CA,941040358,,,2024-10-17,-350000.00,0.00,Digital Ad Buy & Production (Disbursement in Prior Period for Federal IE; See Schedule E),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500471086,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-10-29,1072.40,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500471087,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-10-29,56.12,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500471088,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-10-29,78.17,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500471089,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-10-29,12.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500471007,,,ORG,Amalgamated Investment Services,,,,,,10 E 14Th St,Frnt 1,New York,NY,100033156,,,2024-10-21,330.15,0.00,Brokerage Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500471006,,,ORG,Amalgamated Investment Services,,,,,,10 E 14Th St,Frnt 1,New York,NY,100033156,,,2024-11-01,1185.16,0.00,Brokerage Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500471472,,,ORG,Bill.Com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2024-11-13,225.37,0.00,Payment Processing Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500471481,,,ORG,BreakAway Promo,,,,,,31938 Temecula Pkwy,Ste A,Temecula,CA,925926841,,,2024-10-23,1408.65,0.00,Hand Sanitizer,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500471475,,,ORG,Chapman Cubine Allen + Hussey,,,,,,2000 15Th St N,Ste 550,Arlington,VA,222012900,,,2024-10-17,23.75,0.00,Production - Fundraising Mailer,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500471091,,,ORG,Chapman Cubine Allen + Hussey,,,,,,2000 15Th St N,Ste 550,Arlington,VA,222012900,,,2024-11-06,2500.00,0.00,Production - Fundraising Mailer,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500471092,,,ORG,Chapman Cubine Allen + Hussey,,,,,,2000 15Th St N,Ste 550,Arlington,VA,222012900,,,2024-11-06,9661.00,0.00,Production - Fundraising Mailer,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500472373,,,ORG,Deliver Strategies LLC,,,,,,PO Box 100970,,Arlington,VA,222103970,,,2024-10-30,93.72,0.00,Stickers,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500471479,,,ORG,Hardpin Media,,,,,,2045 W Grand Ave,Ste Pm B,Chicago,IL,606121577,,,2024-10-23,48974.85,0.00,Video Production,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,25347323I,25347323,SA11C,PAC,HOUSE MAJORITY PAC,,,,,,1032 15Th St NW,Ste 247,Washington,DC,200051502,,,2024-10-21,14795.00,0.00,Media Production,,C00495028,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00486845,25347324I,25347324,SA11C,PAC,HOUSE MAJORITY PAC,,,,,,1032 15Th St NW,Ste 247,Washington,DC,200051502,,,2024-10-21,19529.83,0.00,Media Production,,C00495028,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00486845,25347326I,25347326,SA11C,PAC,HOUSE MAJORITY PAC,,,,,,1032 15Th St NW,Ste 247,Washington,DC,200051502,,,2024-10-21,17633.75,0.00,Media Production,,C00495028,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00486845,500462858,,,PAC,HOUSE MAJORITY PAC,,,,,,1032 15Th St NW,Ste 247,Washington,DC,200051502,G2024,,2024-10-21,-14795.00,0.00,"Conversion of In-Kind for Federal IE, See Schedule E",,C00495028,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462859,,,PAC,HOUSE MAJORITY PAC,,,,,,1032 15Th St NW,Ste 247,Washington,DC,200051502,G2024,,2024-10-21,-19529.83,0.00,"Conversion of In-Kind for Federal IE, See Schedule E",,C00495028,,,,,,,,,,,,,,,,,,
