form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00785790,SB.13,,,ORG,CAPITAL RESOURCES LLC,,,,,,204 S MONROE STE 201,,TALLAHASSEE,FL,32301,,,2023-01-10,5375.88,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB29,C00785790,SB.12,,,ORG,MURRAY STRATEGIES LLC,,,,,,9 CAMPBELL LANE ,,LARCHMONT,NY,10538,,,2023-01-10,5000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB29,C00785790,SB.15,,,ORG,TMA DIRECT,,,,,,2311 WILSON BLVD 2ND FLOOR,,ARLINGTON,VA,22201,,,2023-01-10,4098.87,,LIST RENTAL EXPENSE,,,,,,,,,,,,,  ,,,,,,,
SB29,C00785790,SB.16,,,ORG,RED OCTOBER PRODUCTIONS,,,,,,1851A MCGUCKIAN ST,,ANNAPOLIS,MD,21401,,,2023-03-28,11250.00,,MEDIA - PAC MESSAGING,,,,,,,,,,,,,  ,,,,,,,
SB29,C00785790,SB.7,,,ORG,TARGETED VICTORY LLC,,,,,,2311 WILSON BLVD. STE. 200,,ARLINGTON,VA,22201,,,2023-03-29,4522.84,,DIGITAL FUNDRAISING,,,,,,,,,,,,,  ,,,,,,,
SB29,C00785790,SB.1,,,ORG,STATE OF FLORIDA,,,,,,500 SOUTH BRONOUGH ST,,TALLAHASSEE,FL,32399,,,2023-04-05,2000.00,,ADMINISTRATIVE CHARGE,,,,,,,,,,,,,  ,,,,,,,
SB29,C00785790,SB.11,,,ORG,KAP PRINT,,,,,,220 QUINN DRIVE,,DRIPPING SPRINGS,TX,78620,,,2023-04-11,8371.67,,DIRECT MAIL EXPENSE,,,,,,,,,,,,,  ,,,,,,,
SB29,C00785790,SB.8,,,ORG,TARGETED VICTORY LLC,,,,,,2311 WILSON BLVD. STE. 200,,ARLINGTON,VA,22201,,,2023-04-20,4138.99,,DIGITAL FUNDRAISING,,,,,,,,,,,,,  ,,,,,,,
SB29,C00785790,SB.18,,,IND,,FURCINITI,ADA,,,,1201 WILSON BLVD STE 2110,,ARLINGTON,VA,22209,,,2023-05-02,2883.77,,TRAVEL,,,,,,,,,,,,,  ,,,,,,,ITEMIZED TRANSACTIONS SHOWN BELOW
SB29,C00785790,SB08751,SB.18,SB29,ORG,AMERICAN AIRLINES,,,,,,PO BOX 619616,,DFW AIRPORT,TX,75261,,,2023-05-02,220.90,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00785790,SB08751_B,SB.18,SB29,ORG,AMERICAN AIRLINES,,,,,,PO BOX 619616,,DFW AIRPORT,TX,75261,,,2023-05-02,213.90,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00785790,SB10453,SB.18,SB29,ORG,COURTYARD HOTEL,,,,,,1717 BROADWAY,,NEW YORK,NY,10019,,,2023-05-02,234.27,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00785790,SB10453_B,SB.18,SB29,ORG,COURTYARD HOTEL,,,,,,1717 BROADWAY,,NEW YORK,NY,10019,,,2023-05-02,871.74,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00785790,SB303078499,SB.18,SB29,ORG,FEDEX PRINTING,,,,,,200 W 57TH ST,,NEW YORK,NY,10019,,,2023-05-02,342.63,,PRINTING,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00785790,SB7896592,SB.18,SB29,ORG,JET BLUE,,,,,,27-01 QUEENS PLAZA NORTH,,LONG ISLAND CITY,NY,11101,,,2023-05-02,443.90,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00785790,SB305017,SB.18,SB29,ORG,STAPLES,,,,,,500 STAPLES DRIVE,,FRAMINGHAM,MA,01702,,,2023-05-02,366.92,,OFFICE SUPPLIES / PRINTING,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00785790,SB.14,,,ORG,MURRAY STRATEGIES LLC,,,,,,9 CAMPBELL LANE ,,LARCHMONT,NY,10538,,,2023-05-02,24000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB29,C00785790,SB.4,,,IND,,FASO,JOHN,,,,PO BOX 474,,KINDERHOOK,NY,12106,,,2023-05-09,442.54,,TRAVEL,,,,,,,,,,,,,  ,,,,,,,ITEMIZED TRANSACTIONS SHOWN BELOW
SB29,C00785790,SB8964,SB.4,SB29,ORG,NEW YORK ATHLETIC CLUB,,,,,,180 CENTRAL PARK SOUTH,,NEW YORK,NY,10019,,,2023-05-09,330.54,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00785790,SB.17,,,ORG,RED OCTOBER PRODUCTIONS,,,,,,1851A MCGUCKIAN ST,,ANNAPOLIS,MD,21401,,,2023-05-16,12895.30,,MEDIA - PAC MESSAGING,,,,,,,,,,,,,  ,,,,,,,
SB29,C00785790,SB.9,,,ORG,TARGETED VICTORY LLC,,,,,,2311 WILSON BLVD. STE. 200,,ARLINGTON,VA,22201,,,2023-05-16,4922.58,,DIGITAL FUNDRAISING,,,,,,,,,,,,,  ,,,,,,,
SB29,C00785790,SB.19,,,ORG,"BK STRATEGIES, LLC",,,,,,320 23RD ST S #1003,,ARLINGTON,VA,22202,,,2023-05-30,19000.00,,SURVEY RESEARCH,,,,,,,,,,,,,  ,,,,,,,
SB29,C00785790,SB.20,,,ORG,"ON MESSAGE, INC.",,,,,,817 SLATERS LANE,,ALEXANDRIA,VA,22314,,,2023-06-12,19956.00,,MEDIA - PAC MESSAGING,,,,,,,,,,,,,  ,,,,,,,
SB29,C00785790,SB.10,,,ORG,TARGETED VICTORY LLC,,,,,,2311 WILSON BLVD. STE. 200,,ARLINGTON,VA,22201,,,2023-06-13,5849.17,,DIGITAL FUNDRAISING,,,,,,,,,,,,,  ,,,,,,,
SB29,C00785790,SB.21,,,ORG,LOOK AHEAD STRATEGIES,,,,,,1500 WILSON BLVD 5TH FLOOR,,ARLINGTON,VA,22209,,,2023-06-27,17000.00,,CANDIDATE RESEARCH,,,,,,,,,,,,,  ,,,,,,,
