form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00235853,500682984,,,COM,Abigail Salisbury for State Representative,,,,,,7800 Edgewood Ave,,Pittsburgh,PA,152181804,G2024,,2024-10-03,1000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500682985,,,COM,Alicia for Duluth,,,,,,PO Box 3234,,Duluth,MN,558033234,G2024,,2024-10-03,1000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500682986,,,COM,Alissandra Murray for House,,,,,,PO Box 1292,,Concord,NH,033021292,G2024,,2024-10-03,1000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500682987,,,COM,Ambureen Rana for House,,,,,,320 Water St,Fl 3,Augusta,ME,043304644,G2024,,2024-10-03,475.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500682988,,,COM,Ashley Brundage for Florida,,,,,,301 W Platt St,Ste Pm A,Tampa,FL,336062292,G2024,,2024-10-03,1000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500682989,,,COM,Brianna for Colorado,,,,,,PO Box 18015,,Golden,CO,804026033,G2024,,2024-10-03,725.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500682990,,,COM,Brion Curran for House Committee,,,,,,2223 5th St,,Saint Paul,MN,551103079,G2024,,2024-10-03,1000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500684287,,,COM,DeShanna Neal for District 13,,,,,,PO Box 30825,,Wilmington,DE,198057825,G2024,,2024-10-10,600.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500682992,,,COM,Elect Aime Wichtendahl for Iowa House,,,,,,5661 Fleur Dr,,Des Moines,IA,503212841,G2024,,2024-10-03,1000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500682993,,,COM,Friends of Izzy,,,,,,PO Box 178,,Lancaster,PA,176080178,G2024,,2024-10-03,1000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500682994,,,COM,Friends of Kim Coco,,,,,,PO Box 22136,,Honolulu,HI,968232136,G2024,,2024-10-03,1000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500682995,,,COM,Friends of Laurie Jinkins,,,,,,PO Box 2032,,Tacoma,WA,984012032,G2024,,2024-10-03,1000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500682996,,,COM,James Roesener for NH House,,,,,,85 Manchester St,Apt 18,Concord,NH,033015158,G2024,,2024-10-03,1000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500682997,,,COM,Josh Query for New Hampshire House,,,,,,PO Box 1292,,Concord,NH,033021292,G2024,,2024-10-03,1000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500682998,,,COM,Leigh Finke for Minnesota,,,,,,PO Box 40206,,Saint Paul,MN,551048206,G2024,,2024-10-03,1000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500682999,,,COM,Lisa Middleton for State Senate 2024,,,,,,PO Box 5536,,Palm Springs,CA,922635536,G2024,,2024-10-03,1000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500683000,,,COM,Lorena for Arizona,,,,,,761 E University Dr,Ste 105,Mesa,AZ,852037961,G2024,,2024-10-03,1000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500688580,,,ORG,Pennsylvania Democratic State Committee,,,,,,510 N 3rd St,,Harrisburg,PA,171011118,,,2024-10-10,1530.00,0.00,GOTV Event Security,,,,,,,,,,,,,,,,,,,,"Original Vendor: Scorpii, PO Box 691, King George VA 22485"
SB29,C00235853,500684241,,,COM,SJ Howell for HD 100,,,,,,PO Box 8623,,Missoula,MT,598078623,G2024,,2024-10-10,790.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500683001,,,COM,Turcotte for House,,,,,,PO Box 1292,,Concord,NH,033021292,G2024,,2024-10-03,1000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500683002,,,COM,Vote Vivian,,,,,,PO Box 1045,,Durango,CO,813021045,G2024,,2024-10-03,725.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500683003,,,COM,Zooey Zephyr for Montana,,,,,,PO Box 5213,,Missoula,MT,598065213,G2024,,2024-10-03,790.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
