form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00692327,SB23.108,,,CCM,ANDY HARRIS FOR CONGRESS,,,,,,PO BOX 6,,CAMBRIDGE,MD,21613,P2024,,2023-05-17,5000.00,,COMMITTEE CONTRIBUTION,,,,,HARRIS,ANDY,,,,H,MD,01,  ,,,,,,X,EARMARKED DONATION THRU HOUSE FREEDOM FUND
SB23,C00692327,SB23.109,,,CCM,ANDY HARRIS FOR CONGRESS,,,,,,PO BOX 6,,CAMBRIDGE,MD,21613,G2024,,2023-05-17,5000.00,,COMMITTEE CONTRIBUTION,,,,,HARRIS,ANDY,,,,H,MD,01,  ,,,,,,X,EARMARKED DONATION THRU HOUSE FREEDOM FUND
SB23,C00692327,SB23.112,,,CCM,ANNA PAULINA LUNA FOR CONGRESS,,,,,,PO BOX 23064,,ST PETERSBURG,FL,33742,P2024,,2023-05-17,5000.00,,COMMITTEE CONTRIBUTION,,,,,LUNA,ANNA PAULINA,,,,H,FL,13,  ,,,,,,X,EARMARKED DONATION THRU HOUSE FREEDOM FUND
SB23,C00692327,SB23.113,,,CCM,ANNA PAULINA LUNA FOR CONGRESS,,,,,,PO BOX 23064,,ST PETERSBURG,FL,33742,G2024,,2023-05-17,5000.00,,COMMITTEE CONTRIBUTION,,,,,LUNA,ANNA PAULINA,,,,H,FL,13,  ,,,,,,X,EARMARKED DONATION THRU HOUSE FREEDOM FUND
SB23,C00692327,SB23.100,,,CCM,BIGGS FOR CONGRESS,,,,,,228 S WASHINGTON ST,STE 115,ALEXANDRIA,VA,22314,P2024,,2023-05-17,5000.00,,COMMITTEE CONTRIBUTION,,,,,BIGGS,ANDY,,,,H,AZ,05,  ,,,,,,X,EARMARKED DONATION THRU HOUSE FREEDOM FUND
SB23,C00692327,SB23.101,,,CCM,BIGGS FOR CONGRESS,,,,,,228 S WASHINGTON ST,STE 115,ALEXANDRIA,VA,22314,G2024,,2023-05-17,5000.00,,COMMITTEE CONTRIBUTION,,,,,BIGGS,ANDY,,,,H,AZ,05,  ,,,,,,X,EARMARKED DONATION THRU HOUSE FREEDOM FUND
SB23,C00692327,SB23.102,,,CCM,BISHOP FOR CONGRESS,,,,,,1531 MILLBRIDGE PKWY,,WAXHAW,NC,28173,P2024,,2023-05-17,5000.00,,COMMITTEE CONTRIBUTION,,,,,BISHOP,DAN,,,,H,NC,08,  ,,,,,,X,EARMARKED DONATION THRU HOUSE FREEDOM FUND
SB23,C00692327,SB23.103,,,CCM,BISHOP FOR CONGRESS,,,,,,1531 MILLBRIDGE PKWY,,WAXHAW,NC,28173,G2024,,2023-05-17,5000.00,,COMMITTEE CONTRIBUTION,,,,,BISHOP,DAN,,,,H,NC,08,  ,,,,,,X,EARMARKED DONATION THRU HOUSE FREEDOM FUND
SB23,C00692327,SB23.104,,,CCM,BYRON DONALDS FOR CONGRESS,,,,,,2430 VANDERBILT BEACH RD,STE 108,NAPLES,FL,34108,P2024,,2023-05-17,5000.00,,COMMITTEE CONTRIBUTION,,,,,DONALDS,BYRON,,,,H,FL,19,  ,,,,,,X,EARMARKED DONATION THRU HOUSE FREEDOM FUND
SB23,C00692327,SB23.105,,,CCM,BYRON DONALDS FOR CONGRESS,,,,,,2430 VANDERBILT BEACH RD,STE 108,NAPLES,FL,34108,G2024,,2023-05-17,5000.00,,COMMITTEE CONTRIBUTION,,,,,DONALDS,BYRON,,,,H,FL,19,  ,,,,,,X,EARMARKED DONATION THRU HOUSE FREEDOM FUND
