form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00409730,15768648C,15768648,SA11AI,CCM,Ami Bera For Congress,,,,,,PO Box 582496,,Elk Grove,CA,957580042,,,2023-08-09,3300.00,0.00,Conduit Contribution,,C00461061,,,Bera,Amerish,,,,H,CA,07,,,,,,,X,Earmarked by Robert J. Fisher
SB23,C00409730,15713569C,15713569,SA11C,CCM,Angie Craig For Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,,,2023-08-02,1500.00,0.00,Conduit Contribution,,C00575209,,,Craig,Angela,,,,H,MN,02,,,,,,,X,Earmarked by Microsoft Corporation Political Action Committee
SB23,C00409730,15792710C,15792710,SA11C,CCM,Casten For Congress,,,,,,4915 Woodward Ave,,Downers Grove,IL,605153332,,,2023-08-11,2500.00,0.00,Conduit Contribution,,C00648493,,,Casten,Sean,,,,H,IL,06,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15768650C,15768650,SA11AI,CCM,DelBene For Congress,,,,,,PO Box 487,,Bothell,WA,980410487,,,2023-08-09,1000.00,0.00,Conduit Contribution,,C00459099,,,DelBene,Suzan,,,,H,WA,01,,,,,,,X,Earmarked by Robert J. Fisher
SB23,C00409730,15792713C,15792713,SA11C,CCM,DelBene For Congress,,,,,,PO Box 487,,Bothell,WA,980410487,,,2023-08-14,2500.00,0.00,Conduit Contribution,,C00459099,,,DelBene,Suzan,,,,H,WA,01,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15713573C,15713573,SA11C,CCM,DON DAVIS FOR NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,,,2023-08-02,1000.00,0.00,Conduit Contribution,,C00795211,,,DAVIS,DON,,,,H,NC,01,,,,,,,X,"Earmarked by T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)"
SB23,C00409730,500382265,,,CCM,HERTEL FOR MICHIGAN,,,,,,PO Box 16037,,Lansing,MI,489016037,P2024,,2023-08-21,5000.00,0.00,Contribution,,C00844480,,,HERTEL,CURTIS,JR.,,,H,MI,07,,,,,,,,
SB23,C00409730,500382266,,,CCM,JANELLE BYNUM FOR CONGRESS,,,,,,10121 SE Sunnyside Rd,Ste 300,Clackamas,OR,970155713,P2024,,2023-08-21,5000.00,0.00,Contribution,,C00843425,,,BYNUM,JANELLE,,,,H,OR,05,,,,,,,,
SB23,C00409730,500382267,,,CCM,JOSH RILEY FOR CONGRESS,,,,,,PO Box 6806,,Ithaca,NY,148516806,P2024,,2023-08-21,5000.00,0.00,Contribution,,C00793760,,,RILEY,JOSH,,,,H,NY,19,,,,,,,,
SB23,C00409730,15792711C,15792711,SA11C,CCM,Nikema For Congress,,,,,,PO Box 311913,,Atlanta,GA,311311913,,,2023-08-14,1500.00,0.00,Conduit Contribution,,C00752584,,,WILLIAMS,NIKEMA,NATASSHA,,,H,GA,05,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15713575C,15713575,SA11C,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,,,2023-08-02,1000.00,0.00,Conduit Contribution,,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,X,Earmarked by Target Citizens Political Forum
SB23,C00409730,15713576C,15713576,SA11C,CCM,People For Derek Kilmer,,,,,,PO Box 1381,,Tacoma,WA,984011381,,,2023-08-02,1500.00,0.00,Conduit Contribution,,C00514893,,,KILMER,DEREK,,,,H,WA,06,,,,,,,X,Earmarked by Target Citizens Political Forum
SB23,C00409730,500382268,,,CCM,SABINA FOR RI,,,,,,1 Park Row,Ste 5,Providence,RI,029031235,O2023,Special Primary,2023-08-03,5000.00,0.00,Contribution,,C00835173,,,MATOS,SABINA,,,,H,RI,01,,,,,,,,
SB23,C00409730,15713579C,15713579,SA11C,CCM,Schneider For Congress,,,,,,PO Box 1318,,Deerfield,IL,600156005,,,2023-08-02,2500.00,0.00,Conduit Contribution,,C00495952,,,Schneider,Bradley,,,,H,IL,10,,,,,,,X,Earmarked by Target Citizens Political Forum
SB23,C00409730,15768654C,15768654,SA11AI,CCM,Schneider For Congress,,,,,,PO Box 1318,,Deerfield,IL,600156005,,,2023-08-09,1000.00,0.00,Conduit Contribution,,C00495952,,,Schneider,Bradley,,,,H,IL,10,,,,,,,X,Earmarked by Robert J. Fisher
SB23,C00409730,15792712C,15792712,SA11C,CCM,Schneider For Congress,,,,,,PO Box 1318,,Deerfield,IL,600156005,,,2023-08-14,1000.00,0.00,Conduit Contribution,,C00495952,,,Schneider,Bradley,,,,H,IL,10,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15713572C,15713572,SA11C,CCM,STRICKLAND FOR WASHINGTON,,,,,,1625 E 72Nd St,Ste 700 Pmb 139,Tacoma,WA,984045455,,,2023-08-02,4500.00,0.00,Conduit Contribution,,C00732826,,,STRICKLAND,MARILYN,,,,H,WA,10,,,,,,,X,"Earmarked by T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)"
SB23,C00409730,15768653C,15768653,SA11AI,CCM,Terri Sewell For Congress,,,,,,PO Box 1964,,Birmingham,AL,352011964,,,2023-08-09,1000.00,0.00,Conduit Contribution,,C00458976,,,Sewell,Terri,,,,H,AL,07,,,,,,,X,Earmarked by Robert J. Fisher
