form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00010470,B863985,,,CCM,Mindy McAlindon for State Representative,,,,,,PO Box 324,,Centerton,AR,72719,P2024,,2024-01-17,500.00,,P-2024 State House 10 AR,011,,,,AcAlindon,Mindy,,,,H,AR,10,,,,,,,,
SB29,C00010470,B863955,,,CCM,Brandon Achor for AR State Representative,,,,,,192 Maumelle Valley Drive,,Maumelle,AR,72113,P2024,,2024-01-17,500.00,,P-2024 State House 71 AR,011,,,,Achor,Brandon,,,,H,AR,71,,,,,,,,
SB29,C00010470,B863956,,,CCM,Fred Allen Campaign Fund,,,,,,19 Dover Drive,,Little Rock,AR,72204,P2024,,2024-01-17,500.00,,P-2024 State House 77 AR,011,,,,Allen,Fred,,,,H,AR,77,,,,,,,,
SB29,C00010470,B863981,,,CCM,Wade Andrews for State Representative,,,,,,PO Box 470,,Camden,AR,71711,P2024,,2024-01-17,500.00,,P-2024 State House 98 AR,011,,,,Andrews,Wade,,,,H,AR,98,,,,,,,,
SB29,C00010470,B863957,,,CCM,Sonia Barker for State Representative,,,,,,PO Box 534,,Smackover,AR,71762,P2024,,2024-01-17,500.00,,P-2024 State House 07 AR,011,,,,Barker,Sonia,E,,,H,AR,07,,,,,,,,
SB29,C00010470,B863982,,,CCM,Glenn Barnes for State Representative,,,,,,2004 Vaugine St,,Pine Bluff,AR,71601,P2024,,2024-01-17,500.00,,P-2024 State House 65 AR,011,,,,Barnes,Glenn,,,,H,AR,65,,,,,,,,
SB29,C00010470,B863958,,,CCM,Keith Brooks for House,,,,,,1016 Boulder Dr.,,Little Rock,AR,72210,P2024,,2024-01-17,500.00,,P-2024 State House 78 AR,011,,,,Brooks,Keith,,,,H,AR,78,,,,,,,,
SB29,C00010470,B863959,,,CCM,Matt Brown for State Rep.,,,,,,801 Locust St.,,Conway,AR,72034,P2024,,2024-01-17,500.00,,P-2024 State House 55 AR,011,,,,Brown,Matthew,,,,H,AR,55,,,,,,,,
SB29,C00010470,B863983,,,CCM,Joey Carr for State Representative,,,,,,311 E Delta Rd,,Blytheville,AR,72315,P2024,,2024-01-17,500.00,,P-2024 State House 34 AR,011,,,,Carr,Joey,,,,H,AR,34,,,,,,,,
SB29,C00010470,B863960,,,CCM,Frances Cavenaugh for State Representative,,,,,,701 Park Lane,,Walnut Ridge,AR,72476,P2024,,2024-01-17,500.00,,P-2024 State House 30 AR,011,,,,Cavenaugh,Frances,,,,H,AR,30,,,,,,,,
