form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00427773,SB29.9283,,,CCM,Briskman for Supervisor,,,,,,PO Box 650343,,Sterling,VA,20165,,,2023-05-05,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00427773,SB29.9279,,,CCM,Elect Atoosa Reaser,,,,,,PO Box 651052,,Potomac Falls,VA,20165,,,2023-05-05,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00427773,SB29.9271,,,CCM,Fairfax County Democratic Committee,,,,,,8500 Executive Park Ave.,Ste. 402,Fairfax,VA,22031,,,2023-04-19,300.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00427773,SB29.9278,,,CCM,Favola for State Senate,,,,,,2319 18th St. N,,Arlington,VA,22201,,,2023-05-05,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00427773,SB29.9285,,,CCM,Friends of Irene Shin,,,,,,PO Box 5501 ,,Herndon,VA,20172,,,2023-06-19,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00427773,SB29.9274,,,CCM,Friends of Jennifer Boysko,,,,,,PO Box 247,,Herndon,VA,20172,,,2023-05-05,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00427773,SB29.9281,,,CCM,Friends of Rachna Sizemore Heizer,,,,,,PO Box 1823,,Springfield ,VA,22151,,,2023-05-05,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00427773,SB29.9272,,,CCM,Friends of Walter Alcorn,,,,,,PO Box 9302,,Reston,VA,20195,,,2023-05-05,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00427773,SB29.9287,,,CCM,Friens of Marcus Simon for Delegate,,,,,,PO Box 958,,Falls Church ,VA,22040,,,2023-06-19,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00427773,SB29.9270,,,CCM,Loudoun County Democratic Committee,,,,,,1 E Market St.,#201,Leesburg,VA,20176,,,2023-04-12,300.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00427773,SB29.9289,,,CCM,Reid for Delegate,,,,,,PO Box 4132 ,,Ashburn,VA,20148,,,2023-06-19,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00427773,SB29.9276,,,CCM,Surovell for State Senate,,,,,,PO Box 289,,Mount Vernon,VA,22121,,,2023-05-05,250.00,,,,,,,,,,,,,,,,,,,,,,
