form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00856120,SB21B.4592,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-01-02,332.30,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4593,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-01-04,396.60,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4594,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-01-23,596.30,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4595,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-01-29,132.30,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4588,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-02-06,728.60,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4589,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-02-13,6.60,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4590,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-02-21,1193.60,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4591,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-02-28,200.30,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4575,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-03-01,528.60,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4576,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-03-05,20.30,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4577,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-03-07,563.00,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4578,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-03-11,485.20,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4579,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-03-13,349.80,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4580,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-03-15,1030.90,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4581,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-03-19,445.50,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4582,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-03-20,120.60,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4583,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-03-21,80.60,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4584,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-03-25,292.90,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4585,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-03-27,592.20,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4586,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-03-28,126.10,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4587,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2024-03-29,975.40,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4597,,,ORG,BLUEBONNET FUNDRAISING LLC,,,,,,3300 BEE CAVES ROAD #650-1151,,AUSTIN,TX,78746,,,2024-01-18,18548.40,,FUNDRAISING CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4630,,,CCM,KARI LAKE FOR SENATE,,,,,,PO BOX 34341,,PHOENIX,AZ,85067,,,2024-03-31,71242.74,,FUNDRAISING EXPENSES REIMBURSEMENT,,C00852343,KARI LAKE FOR SENATE,S4AZ00220,LAKE,KARI,,,,S,AZ,00,,,,,,,,
SB21B,C00856120,SB21B.4604,,,ORG,"RED CURVE SOLUTIONS, LLC",,,,,,138 CONANT ST,STE 401,BEVERLY,MA,01915,,,2024-01-16,1510.80,,COMPLIANCE CONSULTING & DATA PROCESSING SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4605,,,ORG,"RED CURVE SOLUTIONS, LLC",,,,,,138 CONANT ST,STE 401,BEVERLY,MA,01915,,,2024-01-16,2.55,,POSTAGE,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4603,,,ORG,"RED CURVE SOLUTIONS, LLC",,,,,,138 CONANT ST,STE 401,BEVERLY,MA,01915,,,2024-02-13,533.02,,COMPLIANCE CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4602,,,ORG,"RED CURVE SOLUTIONS, LLC",,,,,,138 CONANT ST,STE 401,BEVERLY,MA,01915,,,2024-03-11,506.90,,COMPLIANCE CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4607,,,ORG,TAG LLC,,,,,,PO BOX 1243,,ALEXANDRIA,VA,22313,,,2024-01-29,7779.10,,FUNDRAISING CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4623,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD. STE. 530,,ARLINGTON,VA,22219,,,2024-01-04,409.91,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4609,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD. STE. 530,,ARLINGTON,VA,22219,,,2024-03-08,985.00,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4610,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD. STE. 530,,ARLINGTON,VA,22219,,,2024-03-11,82.03,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4611,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD. STE. 530,,ARLINGTON,VA,22219,,,2024-03-13,78.80,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4612,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD. STE. 530,,ARLINGTON,VA,22219,,,2024-03-14,185.88,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4613,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD. STE. 530,,ARLINGTON,VA,22219,,,2024-03-15,78.80,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4614,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD. STE. 530,,ARLINGTON,VA,22219,,,2024-03-18,39.40,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4615,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD. STE. 530,,ARLINGTON,VA,22219,,,2024-03-19,107.51,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4616,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD. STE. 530,,ARLINGTON,VA,22219,,,2024-03-20,98.45,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4617,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD. STE. 530,,ARLINGTON,VA,22219,,,2024-03-21,1180.90,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4618,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD. STE. 530,,ARLINGTON,VA,22219,,,2024-03-25,41.02,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4619,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD. STE. 530,,ARLINGTON,VA,22219,,,2024-03-27,53.19,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4620,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD. STE. 530,,ARLINGTON,VA,22219,,,2024-03-28,83.87,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00856120,SB21B.4621,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD. STE. 530,,ARLINGTON,VA,22219,,,2024-03-29,307.32,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
