form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00707844,500733210,,,ORG,Action Network,,,,,,1900 L St NW,Ste 900,Washington,DC,200365005,,,2024-12-02,679.82,0.00,Software Subscription,,,,,,,,,,,,,,,,,,,,
SB21B,C00707844,8824180I,8824180,SA11AI,ORG,Environmental Defense Action Fund,,,,,,1875 Connecticut Ave NW,Ste 600,Washington,DC,200095739,,,2024-12-31,9750.00,0.00,Staff Time and Overhead,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00707844,500740353,,,ORG,"EveryAction, Inc.",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2024-12-30,413.21,0.00,Software Subscription,,,,,,,,,,,,,,,,,,,,
SB21B,C00707844,500735853,,,ORG,Amalgamated Bank,,,,,,1875 K St NW,,Washington,DC,200061238,,,2024-11-27,993.25,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00707844,500731563,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-11-26,3.73,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00707844,500733504,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-02,4.33,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00707844,500740104,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-23,20.84,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00707844,500738614,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-09,35.96,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00707844,500735854,,,ORG,Blue Parasol,,,,,,3901 Centerview Dr,Ste W,Chantilly,VA,201513229,,,2024-12-02,25.00,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00707844,500740615,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-30,22.39,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00707844,500739195,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-16,17.16,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00707844,500739016,,,ORG,New Blue Interactive,,,,,,5138 Newport Ave,,Bethesda,MD,208163025,,,2024-12-06,6502.50,0.00,Digital Consulting and Web Design,,,,,,,,,,,,,,,,,,,,
SB21B,C00707844,500740626,,,ORG,Amalgamated Bank,,,,,,1875 K St NW,,Washington,DC,200061238,,,2024-12-30,196.20,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00707844,8799047I,8799047,SA11AI,ORG,Environmental Defense Action Fund,,,,,,1875 Connecticut Ave NW,Ste 600,Washington,DC,200095739,,,2024-11-30,9750.00,0.00,Staff Time and Overhead,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00707844,500733457,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-02,12.92,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00707844,500739038,,,ORG,MBA Consulting Group,,,,,,611 Pennsylvania Ave SE,Num 143,Washington,DC,200034303,,,2024-12-13,5500.00,0.00,Accounting and Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00707844,500740619,,,ORG,Apollo Artistry,,,,,,1165 N Clark St,Ste 700,Chicago,IL,606102821,,,2024-12-20,150.00,0.00,Website Hosting,,,,,,,,,,,,,,,,,,,,
