form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00606962,SB29.170750,,,ORG,"ACORN Graphix, LLC",,,,,,3634 Woodpath Drive,,Florissant,MO,63031,,,2023-07-05,1875.00,,printing for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.170749,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,,,2023-07-26,209800.00,,canvassing for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.170746,,,PAC,Colbri Collective,,,,,,1425 N 1st Street,,Phoenix,AZ,85004,,,2023-07-20,16624.00,,Mail for non-federal race,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.170742,,,ORG,Community Labor Administrative Services,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,,,2023-07-12,19894.13,,phone banking for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.170741,,,ORG,Deliver Strategies,,,,,,4301 Fairfax Drive,,Arlington,VA,22203,,,2023-07-11,31113.20,,Mail for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.170745,,,ORG,Deliver Strategies,,,,,,4301 Fairfax Drive,,Arlington,VA,22203,,,2023-07-14,15556.60,,Mail for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.170747,,,ORG,fieldcorps llc,,,,,,49 S. Sycamore St,Suite 5,Mesa,AZ,85202,,,2023-07-24,15400.00,,canvassing for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.170740,,,PAC,MIJENTE PAC,,,,,,PO BOX 15320,,WASHINGTON,DC,20003,,,2023-07-11,5000.00,,contribution,,C00738039,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.170739,,,ORG,Mvar Media,,,,,,1421 Prince Street,,Alexandra,VA,22314,,,2023-07-11,1918.50,,Digital for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.170735,,,ORG,National Research and Polling Group LLC,,,,,,6521 W 91st Ave,,Westminster,CO,80031,,,2023-07-07,14693.00,,Polling and research for non-federal elections,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.170743,,,IND,,Price,Kristopher,,,,2903 Mayer Place,,Alexandra,VA,22302,,,2023-07-12,1700.00,,Mailer design for non-federal work,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.170736,,,COM,Progressive Maryland PAC,,,,,,35 University E,,Silver Spring,MD,20901,,,2023-07-10,10000.00,,canvass consultants for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.170738,,,COM,Progressive Maryland PAC,,,,,,35 University E,,Silver Spring,MD,20901,,,2023-07-10,45000.00,,Canvass Consultants for non-federal election,,,,,,,,,,,,,,,,,,,,
