form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00457226,SB23.5651,,,CCM,BILIRAKIS FOR CONGRESS,,,,,,PO BOX 606,,TARPON SPRINGS,FL,34688,G2024,,2024-08-14,1000.00,,,011,C00408534,BILIRAKIS FOR CONGRESS,H6FL09070,BILIRAKIS,GUS M,,,,H,FL,12,,,,,,,,
SB23,C00457226,SB23.5636,,,PAC,BOOTS POLITICAL ACTION COMMITTEE,,,,,,228 S WASHINGTON ST,STE 115,ALEXANDRIA,VA,22314,G2024,,2024-09-25,1000.00,,,011,,,S2OK00186,MULLIN,MARKWAYNE,,,,S,OK,00,,,,,,,,
SB23,C00457226,SB23.5645,,,CCM,CAPITO FOR WEST VIRGINIA,,,,,,P.O. BOX 11519,,CHARLESTON,WV,25339,G2026,,2024-08-14,2500.00,,,011,C00539825,CAPITO FOR WEST VIRGINIA,S4WV00159,CAPITO,SHELLEY MOORE,,,,S,WV,00,,,,,,,,
SB23,C00457226,SB23.5652,,,CCM,FRIENDS OF DAVE MCCORMICK,,,,,,PO BOX 23537,,PITTSBURGH,PA,15222,G2024,,2024-08-14,1000.00,,,011,C00851980,FRIENDS OF DAVE MCCORMICK,S2PA00661,MCCORMICK,DAVE,,,,S,PA,00,,,,,,,,
SB23,C00457226,SB23.5662,,,CCM,FRIENDS OF GLENN THOMPSON,,,,,,400 N. MICHAEL STREET,,ST. MARYS,PA,15857,G2024,,2024-08-14,5000.00,,,011,C00444620,FRIENDS OF GLENN THOMPSON,H8PA05071,THOMPSON,GLENN MR,,,,H,PA,05,,,,,,,,
SB23,C00457226,SB23.5659,,,CCM,FRIENDS OF NEAL DUNN,,,,,,PO BOX 10037,,TALLAHASSEE,FL,32302,G2024,,2024-08-14,5000.00,,,011,C00582304,FRIENDS OF NEAL DUNN,H6FL02208,DUNN,NEAL,,,,H,FL,02,,,,,,,,
SB23,C00457226,SB23.5655,,,CCM,JASMINE FOR US,,,,,,PO BOX 227235,,DALLAS,TX,75222,G2024,,2024-08-14,5000.00,,,011,C00795450,JASMINE FOR US,H2TX30178,CROCKETT,JASMINE,,,,H,TX,30,,,,,,,,
SB23,C00457226,SB23.5633,,,CCM,LANGWORTHY FOR CONGRESS,,,,,,PO BOX 120,,CLARENCE,NY,14031,G2024,,2024-09-25,2500.00,,,011,C00817932,LANGWORTHY FOR CONGRESS,H2NY23228,LANGWORTHY,NICK,,,,H,NY,23,,,,,,,,
SB23,C00457226,SB23.5658,,,CCM,LATTA FOR CONGRESS,,,,,,PO BOX 106,,BOWLING GREEN,OH,43402,G2024,,2024-08-14,5000.00,,,011,C00438697,LATTA FOR CONGRESS,H8OH05036,LATTA,ROBERT,EDWARD,,,H,OH,05,,,,,,,,
SB23,C00457226,SB23.5630,,,CCM,MILLER-MEEKS FOR CONGRESS,,,,,,PO BOX 33,,OTTUMWA,IA,52501,G2024,,2024-09-25,1000.00,,,011,C00558825,MILLER-MEEKS FOR CONGRESS,H8IA02043,MILLER-MEEKS,MARIANNETTE JANE,,,,H,IA,01,,,,,,,,
SB23,C00457226,SB23.5648,,,CCM,NEVADANS FOR STEVEN HORSFORD,,,,,,PO BOX 336664,,NORTH LAS VEGAS,NV,89033,G2024,,2024-08-14,1000.00,,,011,C00668228,NEVADANS FOR STEVEN HORSFORD,H2NV04011,HORSFORD,STEVEN ALEXZANDER,,,,H,NV,04,,,,,,,,
SB23,C00457226,SB23.5642,,,PAC,NUTMEG PAC,,,,,,C/O CACACE TUSCH & SANTAGATA,"1111 SUMMER ST, STE 302",STAMFORD,CT,06905,G2024,,2024-09-25,1000.00,,,011,,,S0CT00177,BLUMENTHAL,RICHARD,,,,S,CT,00,,,,,,,,
SB23,C00457226,SB23.5647,,,CCM,SMUCKER FOR CONGRESS,,,,,,548 STEEL WAY,PO BOX 7066,LANCASTER,PA,17604,G2024,,2024-08-14,2500.00,,,011,C00599464,SMUCKER FOR CONGRESS,H6PA16320,SMUCKER,LLOYD K.,,,,H,PA,11,,,,,,,,
SB23,C00457226,SB23.5639,,,CCM,SUSAN WILD FOR CONGRESS,,,,,,1636 N CEDAR CREST BLVD,#183,ALLENTOWN,PA,18104,G2024,,2024-09-25,2500.00,,,011,C00658567,SUSAN WILD FOR CONGRESS,H8PA15229,WILD,SUSAN,,,,H,PA,07,,,,,,,,
SB23,C00457226,SB23.5646,,,CCM,WALBERG FOR CONGRESS,,,,,,PO BOX 1362,,JACKSON,MI,49204,G2024,,2024-08-14,4000.00,,,011,C00390724,WALBERG FOR CONGRESS,H4MI07103,WALBERG,TIMOTHY,,,,H,MI,07,,,,,,,,
SB23,C00457226,SB23.5644,,,CCM,WESTERMAN FOR CONGRESS,,,,,,PO BOX 21097,,HOT SPRINGS,AR,71903,G2024,,2024-08-14,2500.00,,,011,C00548180,WESTERMAN FOR CONGRESS,H4AR04048,WESTERMAN,BRUCE,,,,H,AR,04,,,,,,,,
