form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00873901,SE.4503,,,ORG,Air America Aerial Ads,,,,,,25228 Bradner Road,,Genoa,OH,43430,G2024,,2024-11-02,4000.00,2024-11-02,287094.27,Cooke Aerial Banner 1,004,C00873901,S,,Cooke,Rebecca,,,,H,03,WI,Sickel,Paul,,,,2024-12-17,
SE,C00873901,SE.4505,,,ORG,Air America Aerial Ads,,,,,,25228 Bradner Road,,Genoa,OH,43430,G2024,,2024-11-02,4000.00,2024-11-02,1257670.55,Trump Aerial Banner 1,004,C00873901,O,,Trump,Donald,,,,P,,,Sickel,Paul,,,,2024-12-17,
SE,C00873901,SE.4504,,,ORG,Air America Aerial Ads,,,,,,25228 Bradner Road,,Genoa,OH,43430,G2024,,2024-11-03,4000.00,2024-11-03,291094.27,Cooke Aerial Banner 2,004,C00873901,S,,Cooke,Rebecca,,,,H,03,WI,Sickel,Paul,,,,2024-12-17,
SE,C00873901,SE.4506,,,ORG,Air America Aerial Ads,,,,,,25228 Bradner Road,,Genoa,OH,43430,G2024,,2024-11-03,4000.00,2024-11-03,1261670.55,Trump Aerial Banner 2,004,C00873901,O,,Trump,Donald,,,,P,,,Sickel,Paul,,,,2024-12-17,
SE,C00873901,SE.4480,,,ORG,Allegra Image 360,,,,,,3120 Schneider Ave,,Menominee,WI,54751,G2024,,2024-10-31,429.39,2024-11-01,1252728.41,Mooove to Vote cards,004,C00873901,S,,Harris,Kamala,,,,P,,,Sickel,Paul,,,,2024-12-17,
SE,C00873901,SE.4396,,,ORG,AL Media,,,,,,222 West Ontario Street,Suite 600,Chicago,IL,60654,G2024,,2024-10-22,50000.00,2024-10-21,958331.95,Digital ads 10/22-10/28,004,C00873901,S,,Harris,Kamala,,,,P,,,Sickel,Paul,,,,2024-12-17,
SE,C00873901,SE.4397,,,ORG,AL Media,,,,,,222 West Ontario Street,Suite 600,Chicago,IL,60654,G2024,,2024-10-22,50000.00,2024-10-21,1008331.95,Digital ads 10/22-10/28,004,C00873901,O,,Trump,Donald,,,,P,,,Sickel,Paul,,,,2024-12-17,
SE,C00873901,SE.4398,,,ORG,AL Media,,,,,,222 West Ontario Street,Suite 600,Chicago,IL,60654,G2024,,2024-10-22,74650.00,2024-10-21,444886.16,Digital ads 10/22-10/28,004,C00873901,S,,Baldwin,Tammy,,,,S,,WI,Sickel,Paul,,,,2024-12-17,
SE,C00873901,SE.4400,,,ORG,AL Media,,,,,,222 West Ontario Street,Suite 600,Chicago,IL,60654,G2024,,2024-10-22,74650.00,2024-10-21,519536.16,Digital ads 10/22-10/28,004,C00873901,O,,Hovde,Eric,,,,S,,WI,Sickel,Paul,,,,2024-12-17,
SE,C00873901,SE.4401,,,ORG,AL Media,,,,,,222 West Ontario Street,Suite 600,Chicago,IL,60654,G2024,,2024-10-22,30525.00,2024-10-21,191094.63,Digital ads 10/22-10/28,004,C00873901,S,,Cooke,Rebecca,,,,H,03,WI,Sickel,Paul,,,,2024-12-17,
