form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00032979,65082709,,,COM,HARRIS-DAWSON OFFICEHOLDER ACCOUNT,,,,,,13636 VENTURA BLVD #247,,SHERMAN OAKS,CA,91423,,,2023-04-05,-800.00,0.00,VOID CK DATED 10/6/2022; NOT RE-ISSUED,011,,,,HARRIS-DAWSON,MARQUEECE,,,,,,,,,,,,,,VOID CK DATED 10/6/2022; NOT RE-ISSUED
SB29,C00032979,65083134,,,COM,RAY MUELLER FOR SUPERVISOR 22,,,,,,20 PARK AVE #E,,BURLINGAME,CA,94010,,,2023-04-05,-1000.00,0.00,VOID CK DATED 10/6/2022; NOT RE-ISSUED,011,,,,MUELLER,RAY,,,,,,,,,,,,,,VOID CK DATED 10/6/2022; NOT RE-ISSUED
SB29,C00032979,65083337,,,COM,RE ELT PAMELA DIGIOVANNI FOR DALY CITY COUNCIL 2022,,,,,,355 PARK PLACE DR #307,,DALY CITY,CA,94015,,,2023-04-05,-500.00,0.00,VOID CK DATED 10/25/2022; NOT RE-ISSUED,011,,,,DIGIOVANNI,PAMELA,,,,,,,,,,,,,,VOID CK DATED 10/25/2022; NOT RE-ISSUED
SB29,C00032979,65083550,,,COM,SIGALA FOR ASSEMBLY 2022,,,,,,1479 W SONORA AVE,,TULARE,CA,93274,,,2023-04-05,-2000.00,0.00,VOID CK DATED 10/25/2022; NOT RE-ISSUED,011,,,,SIGALA,JOSE,,,,,,,,,,,,,,VOID CK DATED 10/25/2022; NOT RE-ISSUED
SB29,C00032979,65083744,,,COM,LAMNIN FOR HAYWARD AREA RECREATION & PARKS DIST BOARD OF DIECTORS 22,,,,,,"1090 B STREET, #130",,HAYWARD,CA,94541,,,2023-04-05,-1500.00,0.00,VOID CK DATED 10/25/2022; NOT RE-ISSUED,011,,,,LAMNIN,SARA,,,,,,,,,,,,,,VOID CK DATED 10/25/2022; NOT RE-ISSUED
SB29,C00032979,65084073,,,COM,GORDON MAR FOR SUPERVISOR 2022,,,,,,2309 NORIEGA ST #24,,SAN FRANCISCO,CA,94122,,,2023-04-05,-500.00,0.00,VOID CK DATED 11/1/2022; NOT RE-ISSUED,011,,,,MAR,GORDON,,,,,,,,,,,,,,VOID CK DATED 11/1/2022; NOT RE-ISSUED
SB29,C00032979,65084352,,,COM,MAYA ESPARZA FOR SAN JOSE CITY COUNCIL 2022,,,,,,1036 SUMMERPLACE DRIVE,,SAN JOSE,CA,95122,,,2023-04-05,-700.00,0.00,VOID CK DATED 11/1/2022; NOT RE-ISSUED,011,,,,ESPARZA,MAYA,,,,,,,,,,,,,,VOID CK DATED 11/1/2022; NOT RE-ISSUED
SB29,C00032979,65084627,,,COM,DOUG CHAFFEE FOR OC DIST 4 SUPERVISOR 22,,,,,,810 E. COMMONWEALTH AVE,,FULLERTON,CA,92831,,,2023-04-05,-2200.00,0.00,VOID CK DATED 11/1/2022; NOT RE-ISSUED,011,,,,CHAFFEE,DOUG,,,,,,,,,,,,,,VOID CK DATED 11/1/2022; NOT RE-ISSUED
SB29,C00032979,65084876,,,COM,AVELLAN FOR CITY COUNCIL 2022,,,,,,249 E OCEAN BLVD #670,,LONG BEACH,CA,90802,,,2023-04-05,-500.00,0.00,VOID CK DATED 11/1/2022; NOT RE-ISSUED,011,,,,AVELLAN,PAYAL,,,,,,,,,,,,,,VOID CK DATED 11/1/2022; NOT RE-ISSUED
SB29,C00032979,65308817,,,COM,ANDY BESHEAR FOR KENTUCKY,,,,,,PO BOX 4278,,LOUISIVILLE,KY,40204,,,2023-04-13,1100.00,0.00,"ADNY BESHEAR, GOVERNOR  KY",011,,,,BESHEAR,ADNY,,,,,,,,,,,,,,"ADNY BESHEAR, GOVERNOR  KY"
SB29,C00032979,65308818,,,PTY,TOWN OF BABYLON DEMOCRATIC CMTE - NF,,,,,,PO BOX 48,,BABYLON,NY,11702,,,2023-04-13,1400.00,0.00,CONTRIBUTION,011,,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB29,C00032979,65308822,,,COM,SANDER FOR SENATE,,,,,,PO BOX 364,,FAR ROCKAWAY,NY,11691,,,2023-04-13,500.00,0.00,"James Sanders, STATE SENATE 10th NY",011,,,,Sander,James,,NY Sen.,Jr.,,,,,,,,,,,"James Sanders, STATE SENATE 10th NY"
SB29,C00032979,65308823,,,COM,JAMES FOR NEW YORK,,,,,,"325 WEST 38TH ST, STE 1108",,NEW YORK,NY,10018,,,2023-04-13,2500.00,0.00,"LETITA TISH JAMES, ATTORNEY GENERAL  NY",011,,,,JAMES,LETITA TISH,,,,,,,,,,,,,,"LETITA TISH JAMES, ATTORNEY GENERAL  NY"
SB29,C00032979,65308825,,,ORG,T. Marzetti,,,,,,876 Yosemite Drive,,Milpitas,CA,95035,,,2023-04-13,1206.50,0.00,REFUND OF OVERPAYMENT; RPTD ON YEAR-END 2022,010,,,,,,,,,,,,,,,,,,,REFUND OF OVERPAYMENT; RPTD ON YEAR-END 2022
SB29,C00032979,65308826,,,COM,CMTE TO ELECT ROBERT GARICA,,,,,,3722 PARISH AVE,,EAST CHICAGO,IN,46312,,,2023-04-13,300.00,0.00,"ROBERT GARCIA, CITY COUNCIL  IN",011,,,,GARCIA,ROBERT,,,,,,,,,,,,,,"ROBERT GARCIA, CITY COUNCIL  IN"
SB29,C00032979,65347138,,,PTY,Minnesota DFL Party - Non-Federal,,,,,,255 East Plato Blvd.,,St. Paul,MN,55107,,,2023-04-20,-25000.00,0.00,VOID CK DATED 10/18/2022; NOT RE-ISSUED,011,,,,,,,,,,,,,,,,,,,VOID CK DATED 10/18/2022; NOT RE-ISSUED
SB29,C00032979,65347139,,,COM,NATHAN FLETCHER FOR SENATE 24,,,,,,1017 L ST #292,,SACRAMENTO,CA,95814,,,2023-04-20,-1500.00,0.00,VOID CK DATED 3/14/2023; NOT RE-ISSUED,011,,,,FLETCHER,NATHAN,,,,,,,,,,,,,,VOID CK DATED 3/14/2023; NOT RE-ISSUED
SB29,C00032979,65347149,,,COM,BLANCA PACHECO FOR ASM 24,,,,,,1017 L ST #292,,SACRAMENTO,CA,95814,,,2023-04-25,1000.00,0.00,"BLANCA PACHECO, STATE HOUSE  CA",011,,,,PACHECO,BLANCE,,,,,,,,,,,,,,"BLANCA PACHECO, STATE HOUSE  CA"
SB29,C00032979,65347154,,,COM,CALIFORNIA YOUNG DEMOCRATS LABOR CAUCUS,,,,,,12501 IMPERIAL HWY #200,,NORWALK,CA,90650,,,2023-04-25,500.00,0.00,CONTRIBUTION,011,,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB29,C00032979,65347159,,,COM,FRIENDS OF DANIEL P. MCCOY,,,,,,8 TIOGA TER,,ALBANY,NY,12208,,,2023-04-25,1000.00,0.00,"DANIEL MCCOY, County Executive  NY",011,,,,MCCOY,DANIEL,P.,,,,,,,,,,,,,"DANIEL MCCOY, County Executive  NY"
SB29,C00032979,65347160,,,COM,FRIENDS OF PATRICIA FAHY,,,,,,PO BOX 8282,,ALBANY,NY,12208,,,2023-04-25,500.00,0.00,"Patricia Fahy, STATE HOUSE 109th NY",011,,,,Fahy,Patricia,,NY Asm.,,,,,,,,,,,,"Patricia Fahy, STATE HOUSE 109th NY"
SB29,C00032979,65347161,,,COM,HARRIS-DAWSON FOR CITY COUNCIL 2024,,,,,,13636 VENTURA BLVD STE 247,,SHERMAN OAKS,CA,91423,,,2023-04-25,900.00,0.00,"MARQUEECE HARRIS-DAWSON, CITY COUNCIL  CA",011,,,,HARRIS-DAWSON,MARQUEECE,,,,,,,,,,,,,,"MARQUEECE HARRIS-DAWSON, CITY COUNCIL  CA"
SB29,C00032979,65347162,,,COM,JONES-SAWYER FOR CITY COUNCIL 24,,,,,,777 S FIGUEROA ST STE 4050,,LOS ANGELES,CA,90017,,,2023-04-25,900.00,0.00,"REGINALD JONES-SAWYER, CITY COUNCIL  CA",011,,,,JONES-SAWYER,REGINALD,,,,,,,,,,,,,,"REGINALD JONES-SAWYER, CITY COUNCIL  CA"
SB29,C00032979,65347164,,,COM,LATOYA JOYNER FOR ASSEMBLY,,,,,,PO BOX 801,,NEW YORK,NY,10037,,,2023-04-25,500.00,0.00,"Latoya Joyner, STATE HOUSE 77th NY",011,,,,Joyner,Latoya,,NY Asm.,,,,,,,,,,,,"Latoya Joyner, STATE HOUSE 77th NY"
