form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00659599,500380100,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2023-06-30,24205.00,0.00,credit card see detail below,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380099,500380100,SB21B,ORG,Tatango,,,,,,600 Stewart St,,Seattle,WA,981011230,,,2023-06-30,24205.00,0.00,digital advertising,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00659599,500380110,,,ORG,Mothership Strategies,,,,,,1328 Florida Ave NW,,Washington,DC,200094824,,,2023-02-21,14963.00,0.00,fundraising consultant,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380060,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-29,1324.64,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380070,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-03-26,1558.07,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380080,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-05-28,4942.17,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380090,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2023-02-28,11601.00,0.00,credit card see detail below,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380089,500380090,SB21B,ORG,Tatango,,,,,,600 Stewart St,,Seattle,WA,981011230,,,2023-02-28,11601.00,0.00,digital advertising,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00659599,500380111,,,ORG,Mothership Strategies,,,,,,1328 Florida Ave NW,,Washington,DC,200094824,,,2023-04-10,83339.00,0.00,fundraising consultant,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380061,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-31,261.67,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380071,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-03-31,7918.01,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380081,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-05-31,1423.98,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380102,,,ORG,"EveryAction, Inc",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2023-02-03,3359.99,0.00,email platform,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380112,,,ORG,Mothership Strategies,,,,,,1328 Florida Ave NW,,Washington,DC,200094824,,,2023-05-02,63061.00,0.00,fundraising consultant,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380062,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-05,694.26,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380072,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-04-02,1033.22,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380082,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-06-04,2652.82,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380092,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2023-03-31,12090.00,0.00,credit card see detail below,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380091,500380092,SB21B,ORG,Tatango,,,,,,600 Stewart St,,Seattle,WA,981011230,,,2023-03-31,12090.00,0.00,digital advertising,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00659599,500380103,,,ORG,"EveryAction, Inc",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2023-02-03,15151.00,0.00,email platform,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380113,,,ORG,Mothership Strategies,,,,,,1328 Florida Ave NW,,Washington,DC,200094824,,,2023-06-22,112447.00,0.00,fundraising consultant,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380063,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-12,1078.12,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380073,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-04-09,3118.87,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380083,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-06-11,4373.14,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380104,,,ORG,"EveryAction, Inc",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2023-03-28,15151.00,0.00,email platform,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380114,,,ORG,Mothership Strategies,,,,,,1328 Florida Ave NW,,Washington,DC,200094824,,,2023-02-21,14935.71,0.00,digital advertising,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380124,,,ORG,"EveryAction, Inc",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2023-03-01,15151.00,0.00,email platform,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380064,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-19,825.87,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380074,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-04-16,2315.22,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380084,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-06-18,3336.96,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380094,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2023-04-30,14216.00,0.00,credit card see detail below,,,,,,,,,,,,,,,,,,,,
SB21B,C00659599,500380093,500380094,SB21B,ORG,Tatango,,,,,,600 Stewart St,,Seattle,WA,981011230,,,2023-04-30,14216.00,0.00,digital advertising,,,,,,,,,,,,,,,,,,,X,*
