form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00085019,SB23.12463,,,CCM,Alma Hernandez for State Rep,,,,,,1095 S Meyers Ave,,Tucson,AZ,85701,P2024,,2024-01-03,200.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12458,,,CCM,Austin Smith for Arizona,,,,,,22119 W Patton,,Wittman,AZ,85361,P2024,,2024-01-03,250.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12470,,,CCM,Conservatives for Cook,,,,,,PO Box 871,,Globe ,AZ,85502,P2024,,2024-01-03,500.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12468,,,CCM,Conservatives for Diaz,,,,,,PO Box 58,,Benson ,AZ,85602,P2024,,2024-01-03,500.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12474,,,CCM,Consuelo for Arizona,,,,,,PO Box 11301,,Tucson,AZ,85734,P2024,,2024-01-03,200.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12498,,,CCM,Friends of Glenn Thompson,,,,,,400 N Michael St,,St. Mary's,PA,15857,G2024,,2024-03-05,1500.00,,,,C00444620,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12465,,,CCM,Gail Griffin for State Representative,,,,,,PO Box 628,,Hereford,AZ,85615,P2024,,2024-01-03,500.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12452,,,CCM,Gowan for Senate,,,,,,PO Box 1985,,Sierra Vista,AZ,85636,P2024,,2024-01-03,500.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12456,,,CCM,Jeff for AZ,,,,,,1360 S Camelia Court,,Chandler ,AZ,85286,P2024,,2024-01-03,500.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12455,,,CCM,Julie Willoughby for State Representative- District 17,,,,,,2577 E Aloe Pl,,Chandler,AZ,85286,P2024,,2024-01-03,500.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12461,,,CCM,Lopez for Arizona,,,,,,2820 North Pinal Ave,,Casa Grande,AZ,85122,P2024,,2024-01-03,500.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12472,,,CCM,Michael Carbone for State Rep,,,,,,2249 N Acacia Way ,,Buckeye,AZ,85396,P2024,,2024-01-03,250.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12497,,,PAC,NMPF PAC,,,,,,2101 Wilson Blvd Ste 400,,Arlington,VA,22201,G2024,,2024-03-11,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12449,,,CCM,Shope for State Senator,,,,,,PO Box 1230,,Coolidge,AZ,85128,P2024,,2024-01-03,250.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12459,,,CCM,Teresa Martinez for Arizona,,,,,,PO Box 13125,,Casa Grande,AZ,85130,P2024,,2024-01-03,500.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12466,,,CCM,Tim Dunn for AZ Senate,,,,,,6324 E Telegraph St,,Yuma,AZ,85365,P2024,,2024-01-03,500.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12453,,,CCM,Vote Bolick,,,,,,610  E Bell Rd Ste 2-142,,Phoenix,AZ,85022,P2024,,2024-01-03,500.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12451,,,CCM,Vote Mesnard,,,,,,1427 W Homestead Ct,,Chandler,AZ,85286,P2024,,2024-01-03,500.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12450,,,CCM,Vote Shamp,,,,,,PO Box 2310,,Wickenburg,AZ,85358,P2024,,2024-01-03,250.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00085019,SB23.12454,,,CCM,Vote Wilmeth,,,,,,PO Box 73163,,Phoenix,AZ,85050,P2024,,2024-01-03,500.00,,,,,,,,,,,,,,,,,,,,,,
