form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00151340,88693877,,,CCM,"Cotton For Senate, Inc.",,,,,,PO Box 7839,,Little Rock,AR,72217,P2026,,2024-05-09,1500.00,0.00,Contribution: Tom Cotton (R-AR),011,C00499988,"Cotton For Senate, Inc.",S4AR00103,Cotton,Tom,,Sen.,,S,AR,,,,,,,,,Contribution: Tom Cotton (R-AR)
SB23,C00151340,88695207,,,COM,Casey Keystone Victory Fund,,,,,,P.O. Box 58746,,Philadelphia,PA,19102,,,2024-05-09,2000.00,0.00,Contribution: Casey Keystone Victory Fund,011,,,,,,,,,,,,,,,,,,,Contribution: Casey Keystone Victory Fund
SB23,C00151340,88696315,,,CCM,Friends Of Rosa Delauro,,,,,,340 Orange Street,,New Haven,CT,06511,C2024,Convention2024,2024-05-09,1500.00,0.00,Contribution: Rosa DeLauro (D-3rd CT),011,C00238865,Friends Of Rosa Delauro,H0CT03072,DeLauro,Rosa,L.,Rep.,,H,CT,03,,,,,,,,Contribution: Rosa DeLauro (D-3rd CT)
SB23,C00151340,88696316,,,CCM,Cole For Congress,,,,,,P.O. Box 722256,,Norman,OK,73070,P2024,,2024-05-09,1000.00,0.00,Contribution: Tom Cole (R-4th OK),011,C00379735,Cole For Congress,H2OK04055,Cole,Tom,,Rep.,,H,OK,04,,,,,,,,Contribution: Tom Cole (R-4th OK)
SB23,C00151340,88696318,,,CCM,Scholten For Congress,,,,,,1027 Benjamin Ave Se,,Grand Rapids,MI,49506,P2024,,2024-05-09,1000.00,0.00,Contribution: Hillary Scholten (D-3rd MI),011,C00711317,Scholten For Congress,H0MI03316,Scholten,Hillary,,Rep.,,H,MI,03,,,,,,,,Contribution: Hillary Scholten (D-3rd MI)
SB23,C00151340,88719458,,,CCM,Ken Calvert For Congress Committee,,,,,,PO Box 2438,,Corona,CA,92878,G2024,,2024-05-21,1000.00,0.00,Contribution: Ken Calvert (R-41st CA),011,C00257337,Ken Calvert For Congress Committee,H2CA37023,Calvert,Ken,,Rep.,,H,CA,41,,,,,,,,Contribution: Ken Calvert (R-41st CA)
SB23,C00151340,88719460,,,CCM,Mike Garcia For Congress,,,,,,9070 Irvine Center Drive #150,,Irvine,CA,92618,G2024,,2024-05-21,1000.00,0.00,Contribution: Mike Garcia (R-27th CA),011,C00701102,Mike Garcia For Congress,H0CA25105,Garcia,Mike,,Rep.,,H,CA,27,,,,,,,,Contribution: Mike Garcia (R-27th CA)
SB23,C00151340,88719461,,,CCM,Issa For Congress,,,,,,PO Box 760,,Vista,CA,92085,G2024,,2024-05-21,1000.00,0.00,Contribution: Darrell Issa (R-48th CA),011,C00350520,Issa For Congress,H0CA48024,Issa,Darrell,E.,Rep.,,H,CA,49,,,,,,,,Contribution: Darrell Issa (R-48th CA)
SB23,C00151340,88719464,,,CCM,Friends Of John Barrasso,,,,,,6896 Casper Mountain Road,,Casper,WY,82601,P2024,,2024-05-21,1500.00,0.00,Contribution: John Barrasso (R-WY),011,C00436386,Friends Of John Barrasso,S6WY00068,Barrasso,John,,Sen.,,S,WY,,,,,,,,,Contribution: John Barrasso (R-WY)
SB23,C00151340,88820158,,,CCM,Lisa Blunt Rochester For Congress,,,,,,PO Box 9767,,Wilmington,DE,19809,P2024,,2024-05-31,-1000.00,0.00,Void - Lisa Blunt Rochester For Congress (reported on 2023 YE),011,C00590778,Lisa Blunt Rochester For Congress,H6DE00206,Blunt Rochester,Lisa,,Rep.,,H,DE,00,,,,,,,,Void - Lisa Blunt Rochester For Congress (reported on 2023 YE)
