form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00177436,49149769,,,CCM,Friends Of Sherrod Brown,,,,,,PO Box 15293,,Washington,DC,20003,P2024,,2024-02-08,-1000.00,0.00,,011,C00264697,Friends Of Sherrod Brown,S6OH00163,Brown,Sherrod,,Sen.,,S,OH,,,,,,,,X,Re-designation on 02/08/2024
SB23,C00177436,49801259,,,CCM,Michelle Steel For Congress,,,,,,92a Surfside Avenue #472,,Surfside,CA,90743,P2024,,2024-02-05,1000.00,0.00,,011,C00704981,Michelle Steel For Congress,H0CA48198,Steel,Michelle,,Rep.,,H,CA,45,,,,,,,,
SB23,C00177436,49801261,,,CCM,Kustoff For Congress,,,,,,1661 Aaron Brenner Dr,Ste 300,Memphis,TN,38120,P2024,,2024-02-05,2500.00,0.00,,011,C00614826,Kustoff For Congress,H2TN07103,Kustoff,David,,Rep.,,H,TN,08,,,,,,,,
SB23,C00177436,49801263,,,CCM,Carey For Congress,,,,,,PO Box 16032,,Columbus,OH,43216,P2024,,2024-02-05,2500.00,0.00,,011,C00779603,Carey For Congress,H2OH15228,Carey,Mike,,Rep.,,H,OH,15,,,,,,,,
SB23,C00177436,49801445,,,CCM,Carol For Congress,,,,,,228 S. Washington Street,Suite 115,Alexandria,WV,22314,P2024,,2024-02-05,2500.00,0.00,,011,C00653220,Carol For Congress,H8WV03097,Miller,Carol,,Rep.,,H,WV,01,,,,,,,,
SB23,C00177436,49861975,,,CCM,"Steil For Wisconsin, Inc.",,,,,,1818 Milton Avenue #1448,,Janesville,WI,53545,P2024,,2024-02-07,1000.00,0.00,,011,C00677286,"Steil For Wisconsin, Inc.",H8WI01156,Steil,Bryan,,Rep.,,H,WI,01,,,,,,,,
SB23,C00177436,49865015,,,CCM,Friends Of Sherrod Brown,,,,,,PO Box 15293,,Washington,DC,20003,P2024,,2023-10-04,2500.00,0.00,Funds Reported On Nov 20 (Non Election Year  Only) 2023,011,C00264697,Friends Of Sherrod Brown,S6OH00163,Brown,Sherrod,,Sen.,,S,OH,,,,,,,,X,Funds Reported On Nov 20 (Non Election Year  Only) 2023
SB23,C00177436,49865016,,,CCM,Friends Of Sherrod Brown,,,,,,PO Box 15293,,Washington,DC,20003,G2024,,2024-02-08,1000.00,0.00,Re-designated funds for trans. dated 10/4/2023,011,C00264697,Friends Of Sherrod Brown,S6OH00163,Brown,Sherrod,,Sen.,,S,OH,,,,,,,,X,Re-designated funds for trans. dated 10/4/2023
SB23,C00177436,49949957,,,COM,Johnson Leadership Fund,,,,,,228 S. Washington Street,Suite 115,Alexandria,VA,22314,,,2024-02-21,15000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00177436,49949979,,,CCM,Casten For Congress,,,,,,PO Box 132,,Downers Grove,IL,60515,P2024,,2024-02-21,1000.00,0.00,,011,C00648493,Casten For Congress,H8IL06139,Casten,Sean,,Rep.,,H,IL,06,,,,,,,,
SB23,C00177436,49949980,,,PAC,Equality PAC,,,,,,P.O. Box 15337,,Washington,DC,20003,,,2024-02-21,5000.00,0.00,,011,C00550970,,,,,,,,,,,,,,,,,,
SB23,C00177436,49949982,,,CCM,Jake Auchincloss For Congress,,,,,,P.O. Box 600698,,Newtonville,MA,02460,P2024,,2024-02-21,1000.00,0.00,,011,C00721449,Jake Auchincloss For Congress,H0MA04192,Auchincloss,Jake,,Rep.,,H,MA,04,,,,,,,,
SB23,C00177436,49949983,,,CCM,Garbarino For Congress,,,,,,PO Box 101,,Bayport,NY,11705,P2024,,2024-02-21,2500.00,0.00,,011,C00729954,Garbarino For Congress,H0NY02234,Garbarino,Andrew,,Rep.,,H,NY,02,,,,,,,,
SB23,C00177436,49956096,,,PTY,Democratic Senatorial Campaign Committee,,,,,,120 Maryland Ave. NE,,Washington,DC,20002,,,2024-02-27,15000.00,0.00,,011,C00042366,,,,,,,,,,,,,,,,,,
SB23,C00177436,49956327,,,CCM,Jimmy Panetta For Congress,,,,,,PO Box 103,,Carmel Valley,CA,93924,P2024,,2024-02-27,1000.00,0.00,,011,C00592154,Jimmy Panetta For Congress,H6CA20152,Panetta,Jimmy,,Rep.,,H,CA,19,,,,,,,,
