form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00766659,500117676,,,ORG,META PLATFORMS INC,,,,,,1601 Willow Rd,,Menlo Park,CA,940251452,G2024,,2024-10-17,2608.97,2024-10-18,84159.09,Advertisement to encourage voting for candidate,004,,S,S4AZ00139,Gallego,Ruben,,,,S,,AZ,Delia,Colin,,,,2025-02-01,
SE,C00766659,500117891,,,ORG,META PLATFORMS INC,,,,,,1601 Willow Rd,,Menlo Park,CA,940251452,G2024,,2024-10-18,6096.03,2024-10-19,84159.09,Advertisements to encourage voting for candidate.,,,S,S4AZ00139,Gallego,Ruben,,,,S,,AZ,Delia,Colin,,,,2025-02-01,
SE,C00766659,500126318,,,ORG,META PLATFORMS INC,,,,,,1601 Willow Rd,,Menlo Park,CA,940251452,G2024,,2024-10-23,7340.27,2024-10-23,106925.96,"Independent expenditure for candidate made by purchase of traffic from Facebook,",004,,S,P80000722,Harris,Kamala,,,,P,00,PA,Delia,Colin,,,,2025-02-01,
SE,C00766659,500126734,,,ORG,META PLATFORMS INC,,,,,,1601 Willow Rd,,Menlo Park,CA,940251452,G2024,,2024-10-24,3921.64,2024-10-24,84159.09,Digital ads in support of candidate.,004,,S,S4AZ00139,Gallego,Ruben,,,,S,,AZ,Delia,Colin,,,,2025-02-01,
SE,C00766659,500126781,,,ORG,META PLATFORMS INC,,,,,,1601 Willow Rd,,Menlo Park,CA,940251452,G2024,,2024-10-24,16628.84,2024-10-24,106925.96,GOTV digital advertisements promoting candidate.,004,,S,P80000722,Harris,Kamala,,,,P,00,PA,Delia,Colin,,,,2025-02-01,
SE,C00766659,500126802,,,ORG,META PLATFORMS INC,,,,,,1601 Willow Rd,,Menlo Park,CA,940251452,G2024,,2024-10-25,2636.81,2024-10-25,84159.09,GOTV digital ads in support of candidate.,004,,S,S4AZ00139,Gallego,Ruben,,,,S,,AZ,Delia,Colin,,,,2025-02-01,
SE,C00766659,500126806,,,ORG,META PLATFORMS INC,,,,,,1601 Willow Rd,,Menlo Park,CA,940251452,G2024,,2024-10-25,13129.32,2024-10-25,106925.96,GOTV digital ads in support of candidate,004,,S,P80000722,Harris,Kamala,,,,P,00,PA,Delia,Colin,,,,2025-02-01,
SE,C00766659,500126812,,,ORG,META PLATFORMS INC,,,,,,1601 Willow Rd,,Menlo Park,CA,940251452,G2024,,2024-10-25,12782.11,2024-10-25,111802.37,GOTV digital ads supporting candidate,004,,S,S4TX00722,Allred,Colin,,,,S,,TX,Delia,Colin,,,,2025-02-01,
SE,C00766659,500126908,,,ORG,META PLATFORMS INC,,,,,,1601 Willow Rd,,Menlo Park,CA,940251452,G2024,,2024-10-26,3094.41,2024-10-26,84159.09,GOTV Digital ads supporting candidate,004,,S,S4AZ00139,Gallego,Ruben,,,,S,,AZ,Delia,Colin,,,,2025-02-01,
SE,C00766659,500126909,,,ORG,META PLATFORMS INC,,,,,,1601 Willow Rd,,Menlo Park,CA,940251452,G2024,,2024-10-26,9231.28,2024-10-26,106925.96,Digital Ads supporting candidate,004,,S,P80000722,Harris,Kamala,,,,P,00,PA,Delia,Colin,,,,2025-02-01,
