form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00879965,SE.4200,,,ORG,Lat30 Strategic Partners,,,,,,PO Box 131135,,Birmingham,AL,35213,C2024,Convention,2024-08-05,40000.00,2024-07-25,40000.00,Media Buy,004,C00879965,O,P00009423,HARRIS,KAMALA,,,,P,,,Goch,David,,,,2024-10-10,
SE,C00879965,SE.4229,,,ORG,Lat30 Strategic Partners,,,,,,PO Box 131135,,Birmingham,AL,35213,G2024,,2024-09-02,157500.00,2024-08-21,165500.00,Media Buy,004,C00879965,O,P00009423,HARRIS,KAMALA,,,,P,,,Goch,David,,,,2024-10-10,
SE,C00879965,SE.4274,,,ORG,Lat30 Strategic Partners,,,,,,PO Box 131135,,Birmingham,AL,35213,G2024,,2024-10-01,235000.00,2024-09-27,434300.00,Media Buy,004,C00879965,O,P00009423,HARRIS,KAMALA,,,,P,,,Goch,David,,,,2024-10-10,
SE,C00879965,SE.4204,,,ORG,Meta Platforms Inc,,,,,,1 Meta Way,,Menlo Park,CA,94025,C2024,Convention,2024-08-06,2000.00,2024-08-06,42000.00,Social media advertisements,004,C00879965,O,P00009423,HARRIS,KAMALA,,,,P,,,Goch,David,,,,2024-10-10,
SE,C00879965,SE.4207,,,ORG,Meta Platforms Inc,,,,,,1 Meta Way,,Menlo Park,CA,94025,C2024,Convention,2024-08-12,2000.00,2024-08-12,44000.00,Social media advertisements,004,C00879965,O,P00009423,HARRIS,KAMALA,,,,P,,,Goch,David,,,,2024-10-10,
SE,C00879965,SE.4210,,,ORG,Meta Platforms Inc,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-08-21,8000.00,2024-08-21,8000.00,Social media advertisements,004,C00879965,O,P00009423,HARRIS,KAMALA,,,,P,,,Goch,David,,,,2024-10-10,
SE,C00879965,SE.4215,,,ORG,Meta Platforms Inc,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-08-26,4000.00,2024-08-26,169500.00,Social media advertisements,004,C00879965,O,P00009423,HARRIS,KAMALA,,,,P,,,Goch,David,,,,2024-10-10,
SE,C00879965,SE.4220,,,ORG,Meta Platforms Inc,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-08-27,6500.00,2024-08-27,176000.00,Social media advertisements,004,C00879965,O,P00009423,HARRIS,KAMALA,,,,P,,,Goch,David,,,,2024-10-10,
SE,C00879965,SE.4224,,,ORG,Meta Platforms Inc,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-08-30,2500.00,2024-08-30,178500.00,Social media advertisements,004,C00879965,O,P00009423,HARRIS,KAMALA,,,,P,,,Goch,David,,,,2024-10-10,
SE,C00879965,SE.4227,,,ORG,Meta Platforms Inc,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-09-03,8000.00,2024-09-03,186500.00,Social media advertisements,004,C00879965,O,P00009423,HARRIS,KAMALA,,,,P,,,Goch,David,,,,2024-10-10,
SE,C00879965,SE.4231,,,ORG,Meta Platforms Inc,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-09-06,500.00,2024-09-06,187000.00,Social media advertisements,004,C00879965,O,P00009423,HARRIS,KAMALA,,,,P,,,Goch,David,,,,2024-10-10,
SE,C00879965,SE.4234,,,ORG,Meta Platforms Inc,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-09-09,2000.00,2024-09-09,189000.00,Social media advertisements,004,C00879965,O,P00009423,HARRIS,KAMALA,,,,P,,,Goch,David,,,,2024-10-10,
SE,C00879965,SE.4240,,,ORG,Meta Platforms Inc,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-09-14,2000.00,2024-09-14,191000.00,Social media advertisements,004,C00879965,O,P00009423,HARRIS,KAMALA,,,,P,,,Goch,David,,,,2024-10-10,
