form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00521013,500117338,,,ORG,iHeartMedia,,,,,,7601 Riviera Blvd,,Hollywood,FL,330236574,G2024,,2024-10-11,48910.00,2024-10-10,77738.95,Radio Advertising,004,,S,,Mucarsel-Powell,Debbie,,,,S,,FL,Mercado,Andrea,,,,2024-10-24,
SE,C00521013,500117970,,,ORG,iHeartMedia,,,,,,7601 Riviera Blvd,,Hollywood,FL,330236574,G2024,,2024-10-14,25000.00,2024-10-11,77738.95,Radio Advertising,004,,S,,Mucarsel-Powell,Debbie,,,,S,,FL,Mercado,Andrea,,,,2024-10-24,
SE,C00521013,500116988,,,ORG,Street sMartz Consulting,,,,,,2902 Remington St,,Jacksonville,FL,322057529,G2024,,2024-10-08,9601.56,2024-10-07,13430.51,Direct Mail Services,004,,S,,Harris,Kamala,,,,P,,,Mercado,Andrea,,,,2024-10-24,
SE,C00521013,500116989,,,ORG,Street sMartz Consulting,,,,,,2902 Remington St,,Jacksonville,FL,322057529,G2024,,2024-10-08,3828.95,2024-10-08,13430.51,Direct Mail Services,004,,S,,Harris,Kamala,,,,P,,,Mercado,Andrea,,,,2024-10-24,
SE,C00521013,500117337,,,ORG,Street sMartz Consulting,,,,,,2902 Remington St,,Jacksonville,FL,322057529,G2024,,2024-10-08,3828.95,2024-10-08,77738.95,Direct Mail Services,004,,S,,Mucarsel-Powell,Debbie,,,,S,,FL,Mercado,Andrea,,,,2024-10-24,
SE,C00521013,500118869,,,ORG,Street sMartz Consulting,,,,,,2902 Remington St,,Jacksonville,FL,322057529,G2024,,2024-10-08,442.00,2024-10-08,442.00,Direct Mail Services,004,,S,H6FL11126,Castor,Kathy,,,,H,14,FL,Mercado,Andrea,,,,2024-10-24,
SE,C00521013,500118870,,,ORG,Street sMartz Consulting,,,,,,2902 Remington St,,Jacksonville,FL,322057529,G2024,,2024-10-08,628.45,2024-10-08,628.45,Direct Mail Services,004,,S,,Baez-Geller,Lucia,,,,H,27,FL,Mercado,Andrea,,,,2024-10-24,
SE,C00521013,500118872,,,ORG,Street sMartz Consulting,,,,,,2902 Remington St,,Jacksonville,FL,322057529,G2024,,2024-10-08,628.45,2024-10-08,628.45,Direct Mail Services,004,,S,,Ehr,Phil,,,,H,28,FL,Mercado,Andrea,,,,2024-10-24,
SE,C00521013,500118873,,,ORG,Street sMartz Consulting,,,,,,2902 Remington St,,Jacksonville,FL,322057529,G2024,,2024-10-08,819.00,2024-10-08,819.00,Direct Mail Services,004,,S,H6FL09179,Soto,Darren,,,,H,09,FL,Mercado,Andrea,,,,2024-10-24,
SE,C00521013,500118874,,,ORG,Street sMartz Consulting,,,,,,2902 Remington St,,Jacksonville,FL,322057529,G2024,,2024-10-08,350.00,2024-10-08,350.00,Direct Mail Services,004,,S,,Witkop,Thomas,,,,H,21,FL,Mercado,Andrea,,,,2024-10-24,
SE,C00521013,500118875,,,ORG,Street sMartz Consulting,,,,,,2902 Remington St,,Jacksonville,FL,322057529,G2024,,2024-10-08,132.00,2024-10-08,132.00,Direct Mail Services,004,,S,,Fox,Whitney,,,,H,13,FL,Mercado,Andrea,,,,2024-10-24,
