form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00445981,500071061,,,CCM,CASTOR FOR CONGRESS,,,,,,301 W Platt St,# 385,Tampa,FL,336062292,P2024,,2024-03-13,1000.00,0.00,campaign contribution,011,C00410761,,,CASTOR,KATHY,,,,H,FL,14,,,,,,,,
SB23,C00445981,500069390,,,CCM,DIANA FOR CONGRESS,,,,,,PO Box 7208,,Kingsport,TN,376641208,P2024,,2024-02-05,2500.00,0.00,Campaign contribution,011,C00741090,,,HARSHBARGER,DIANA,,,,H,TN,01,,,,,,,,campaign contribution
SB23,C00445981,500069991,,,CCM,Friends of Lucy McBath,,,,,,885 Woodstock Rd,Ste 430 Pmb 528,Roswell,GA,300752211,P2024,,2024-02-15,1000.00,0.00,campaign contribution,011,C00672295,,,MCBATH,LUCIA KAY MS.,,,,H,GA,06,,,,,,,,
SB23,C00445981,500070829,,,CCM,Friends of Rosa DeLauro,,,,,,12 Trumbull St,Apt 2,New Haven,CT,065116311,G2024,,2024-03-04,2500.00,0.00,campaign contribution,011,C00238865,,,DELAURO,ROSA,L,,,H,CT,03,,,,,,,,
SB23,C00445981,500070830,,,CCM,Friends of Rosa DeLauro,,,,,,12 Trumbull St,Apt 2,New Haven,CT,065116311,P2024,,2024-03-04,2500.00,0.00,campaign contribution,011,C00238865,,,DELAURO,ROSA,L,,,H,CT,03,,,,,,,,
SB23,C00445981,500070501,,,CCM,MARSHA FOR SENATE,,,,,,PO Box 3750,,Brentwood,TN,370243750,P2024,,2024-02-21,1500.00,0.00,Campaign Contribution,011,C00376939,,,BLACKBURN,MARSHA,MRS.,,,S,TN,,,,,,,,,campaign contribution
SB23,C00445981,500069069,,,CCM,Matsui for Congress,,,,,,PO Box 1738,,Sacramento,CA,958121738,P2024,,2024-01-29,1000.00,0.00,campaign contribution,011,C00409219,,,Matsui,Doris,,,,H,CA,05,,,,,,,,
SB23,C00445981,500069070,,,CCM,MILLER-MEEKS FOR CONGRESS,,,,,,11674 90th St,,Ottumwa,IA,525018310,P2024,,2024-01-29,1000.00,0.00,Campaign Contribution,011,C00441774,,,MILLER-MEEKS,MARIANNETTE,JANE,,,H,IA,01,,,,,,,,
SB23,C00445981,500069957,,,CCM,MILLER-MEEKS FOR CONGRESS,,,,,,11674 90th St,,Ottumwa,IA,525018310,G2024,,2024-02-13,2000.00,0.00,Campaign Contribution,011,C00441774,,,MILLER-MEEKS,MARIANNETTE,JANE,,,H,IA,01,,,,,,,,
SB23,C00445981,500070845,,,CCM,Richard E. Neal for Congress Committee,,,,,,76 Magnolia Ter,,Springfield,MA,011082533,P2024,,2024-03-04,1000.00,0.00,campaign contribution,011,C00226522,,,Neal,Richard,E,,,H,MA,02,,,,,,,,
SB23,C00445981,500071156,,,CCM,RUDY FOR INDIANA,,,,,,PO Box 26141,,Alexandria,VA,223136141,P2024,,2024-03-19,1000.00,0.00,campaign contribution,011,C00822767,,,Yakym,Rudy,III,,,H,IN,02,,,,,,,,
SB23,C00445981,500068553,,,CCM,STANTON FOR CONGRESS,,,,,,4340 E Indian School Rd,Ste 21-518,Phoenix,AZ,850185398,P2024,,2024-01-10,1000.00,0.00,campaign contribution,011,C00657304,,,STANTON,GREG,,,,H,AZ,04,,,,,,,,
