form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00247403,SB23.63295,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE,NY,13220,,,2024-10-23,3050.00,,Earmarked Donations,,C00806307,BRANDON FOR CONGRESS NY22,,,,,,,H,NY,22,,,,,,,,
SB23,C00247403,SB23.63279,,,CCM,COMMITTEE TO ELECT JARED GOLDEN,,,,,,PO BOX 7108,,LEWISTON,ME,04240,,,2024-10-23,2300.00,,Earmarked Donations,,C00653816,COMMITTEE TO ELECT JARED GOLDEN,,,,,,,H,ME,02,,,,,,,,
SB23,C00247403,SB23.63310,,,CCM,DARREN SOTO FOR CONGRESS,,,,,,PO BOX 421349,,KISSIMMEE,FL,34742,,,2024-10-29,6390.00,,Earmarked Donations,,C00581074,DARREN SOTO FOR CONGRESS,,,,,,,H,FL,09,,,,,,,,
SB23,C00247403,SB23.63319,,,CCM,DARREN SOTO FOR CONGRESS,,,,,,PO BOX 421349,,KISSIMMEE,FL,34742,,,2024-10-31,1100.00,,Earmarked Donations,,C00581074,DARREN SOTO FOR CONGRESS,,,,,,,H,FL,09,,,,,,,,
SB23,C00247403,SB23.63332,,,CCM,DARREN SOTO FOR CONGRESS,,,,,,PO BOX 421349,,KISSIMMEE,FL,34742,,,2024-11-05,1400.00,,Earmarked Donations,,C00581074,DARREN SOTO FOR CONGRESS,,,,,,,H,FL,09,,,,,,,,
SB23,C00247403,SB23.63317,,,CCM,DONALD NORCROSS FOR CONGRESS,,,,,,PO BOX 160,,COLLINGSWOOD,NJ,08108,,,2024-10-31,5000.00,,Earmarked Contributions to Norcross,,C00558320,DONALD NORCROSS FOR CONGRESS,,,,,,,H,NJ,01,,,,,,,,
SB23,C00247403,SB23.63307,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,,,2024-10-29,16750.00,,Earmarked Donation to Bacon,,C00575167,DON BACON FOR CONGRESS,,,,,,,H,NE,02,,,,,,,,
SB23,C00247403,SB23.63344,,,CCM,FETTERMAN FOR PA,,,,,,PO BOX 6061,,PITTSBURGH,PA,15211,,,2024-11-25,11250.00,,Earmarked Donations,,C00765800,FETTERMAN FOR PA,,,,,,,S,PA,00,,,,,,,,
SB23,C00247403,SB23.63324,,,CCM,FISCHER VICTORY FUND,,,,,,228 S. WASHINGTON STREET,SUITE 115,ALEXANDRIA,VA,22314,,,2024-11-01,20000.00,,Earmarked Donations,,C00678367,FISCHER VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00247403,SB23.63327,,,CCM,FISCHER VICTORY FUND,,,,,,228 S. WASHINGTON STREET,SUITE 115,ALEXANDRIA,VA,22314,,,2024-11-01,5000.00,,Earmarked Donations,,C00678367,FISCHER VICTORY FUND,,,,,,,,,,,,,,,,,
