form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00387282,SB29.8427,,,CCM,Campaign to Elect James M. Hoops,,,,,,195 Old Creek Drive,,Napoleon,OH,43545,P2023,,2023-05-03,400.00,,Contribution,011,,Campaign to Elect James M. Hoops,,Hoops,James M.,,,,H,OH,81,,,,,,,,
SB29,C00387282,SB29.8439,,,CCM,Citizens for Gavarone,,,,,,1537 Cedar Lane,,Bowling Green,OH,43402,P2023,,2023-03-21,500.00,,Contribution,011,,Citizens for Gavarone,,Gavarone,Theresa,,,,S,OH,02,,,,,,,,
SB29,C00387282,SB29.8440,,,CCM,Citizens to Elect Allison Russo,,,,,,545 E Town St,,Columbus,OH,43215,P2023,,2023-04-18,500.00,,Contribution,011,,Citizens to Elect Allison Russo,,Russo,Allison,,,,H,OH,07,,,,,,,,
SB29,C00387282,SB29.8441,,,CCM,Dr. Terry Johnson For Ohio,,,,,,4679 Winterset Dr,,Columbus,OH,43220,P2023,,2023-03-29,500.00,,Contribution,011,,Dr. Terry Johnson For Ohio,,Johnson,Terry,,,,S,OH,14,,,,,,,,
SB29,C00387282,SB29.8442,,,CCM,Friends of Michele Reynolds,,,,,,4679 Winterset Dr,,Columbus,OH,43220,P2023,,2023-03-21,500.00,,Contribution,011,,Friends of Michele Reynolds,,Reynolds,Michele,,,,S,OH,03,,,,,,,,
SB29,C00387282,SB29.8443,,,CCM,Friends of Nickie Antonio,,,,,,1305 Belle Ave,,Lakewood,OH,44107,G2023,,2023-05-09,500.00,,Contribution,011,,Friends of Nickie Antonio,,Antonio,Nickie,,,,S,OH,23,,,,,,,,
SB29,C00387282,SB29.8444,,,CCM,Friends of Scott Lipps,,,,,,3757 Mclean Road,,Franklin,OH,45005,P2023,,2023-04-19,500.00,,Contribution,011,,Friends of Scott Lipps,,Lipps,Scott,,,,H,OH,62,,,,,,,,
SB29,C00387282,SB29.8445,,,CCM,Friends of Susan Manchester,,,,,,2168 Sutter Parkway,,Dublin,OH,43016,G2023,,2023-06-21,500.00,,Contribution,011,,Friends of Susan Manchester,,Manchester,Susan,,,,H,OH,84,,,,,,,,
SB29,C00387282,SB29.8446,,,CCM,Hackett for Ohio,,,,,,2050 Palouse Drive,,London,OH,43140,P2023,,2023-05-03,500.00,,Contribution,011,,Hackett for Ohio,,Hackett,Bob,,,,S,OH,10,,,,,,,,
SB29,C00387282,SB29.8447,,,CCM,MATT HUFFMAN FOR OHIO,,,,,,1 CAPITOL SQUARE,22 FLOOR,COLUMBUS,OH,43215,P2023,,2023-03-29,500.00,,Contribution,011,,MATT HUFFMAN FOR OHIO,,HUFFMAN,MATT,,,,S,OH,12,,,,,,,,
SB29,C00387282,SB29.8448,,,CCM,MATT HUFFMAN FOR OHIO,,,,,,1 CAPITOL SQUARE,22 FLOOR,COLUMBUS,OH,43215,G2023,,2023-06-06,500.00,,Contribution,011,,MATT HUFFMAN FOR OHIO,,HUFFMAN,MATT,,,,S,OH,12,,,,,,,,
SB29,C00387282,SB29.8449,,,CCM,Oelslager for Ohio Committee,,,,,,220 MARKET AVE SOUTH SUITE 520,,Canton,OH,44702,P2023,,2023-05-03,400.00,,Contribution,011,,Oelslager for Ohio Committee,,Oelslager,Scott,,,,H,OH,48,,,,,,,,
SB29,C00387282,SB29.8450,,,CCM,Romanchuk For Ohio,,,,,,4629 Winterset Drive,,Columbus,OH,43220,G2023,,2023-05-09,500.00,,Contribution,011,,Romanchuk For Ohio,,Romanchuk,Mark,J,,,S,OH,22,,,,,,,,
SB29,C00387282,SB29.8451,,,CCM,Stephens for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2023,,2023-06-06,1000.00,,Contribution,011,,Stephens for Ohio,,Stephens,Jason,,,,H,OH,93,,,,,,,,
SB29,C00387282,SB29.8452,,,CCM,Steve Huffman for Ohio,,,,,,331 South Market St,,Troy,OH,45373,P2023,,2023-03-29,500.00,,Contribution,011,,Steve Huffman for Ohio,,Huffman,Steve,A,,,S,OH,05,,,,,,,,
