form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00007880,5627763,,,PAC,Dakota PAC,,,,,,PO Box 15114,,Arlington,VA,22215,,,2023-03-07,-5000.00,0.00,Void - Dakota PAC,011,C00493072,,,,,,,,,,,,,,,,,,Void - Dakota PAC
SB23,C00007880,5627764,,,CCM,Wenstrup For Congress,,,,,,PO Box 9551,,Cincinnati,OH,452090551,G2022,,2023-03-07,-2500.00,0.00,Void - Wenstrup For Congress,011,C00497818,Wenstrup For Congress,H2OH02085,Wenstrup,Brad,,Rep.,M.D.,H,OH,02,,,,,,,,Void - Wenstrup For Congress
SB23,C00007880,5632337,,,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,92423,P2024,,2023-03-08,5000.00,0.00,,011,C00510461,Pete Aguilar For Congress,H2CA31125,Aguilar,Pete,,Rep.,,H,CA,33,,,,,,,,
SB23,C00007880,5632338,,,CCM,Mike Bost For Congress Committee,,,,,,PO Box 1212,,Murphysboro,IL,62966,P2024,,2023-03-08,1000.00,0.00,,011,C00546499,Mike Bost For Congress Committee,H4IL12060,Bost,Mike,,Rep.,,H,IL,12,,,,,,,,
SB23,C00007880,5632339,,,CCM,Julia Letlow For Congress,,,,,,PO Box 539,,Rayville,LA,712690539,P2024,,2023-03-08,1500.00,0.00,,011,C00766428,Julia Letlow For Congress,H2LA05126,Letlow,Julia,,Rep.,,H,LA,05,,,,,,,,
SB23,C00007880,5632340,,,CCM,Gabe Vasquez For Congress,,,,,,Drawer L,,Mesilla,NM,88046,P2024,,2023-03-08,2500.00,0.00,,011,C00789404,Gabe Vasquez For Congress,H2NM02191,Vasquez,Gabe,,Rep.,,H,NM,02,,,,,,,,
SB23,C00007880,5632341,,,CCM,Bowman For Congress,,,,,,81 Pondfield Road,Ste D 351,Bronxville,NY,10708,P2024,,2023-03-08,2500.00,0.00,,011,C00709196,Bowman For Congress,H0NY16143,Bowman,Jamaal,,Rep.,,H,NY,16,,,,,,,,
SB23,C00007880,5632342,,,PAC,IMPACT,,,,,,192 LEXINGTON AVENUE ROOM 1001,,New York,NY,100166823,,,2023-03-08,2500.00,0.00,,011,C00348607,,,,,,,,,,,,,,,,,,
SB23,C00007880,5632343,,,CCM,Jim Jordan For Congress,,,,,,PO Box 355,,Delaware,OH,430150355,P2024,,2023-03-08,2500.00,0.00,,011,C00416594,Jim Jordan For Congress,H6OH04082,Jordan,Jim,,Rep.,,H,OH,04,,,,,,,,
SB23,C00007880,5632344,,,CCM,Bonamici For Congress,,,,,,PO Box 1632,,Beaverton,OR,97075,P2024,,2023-03-08,2500.00,0.00,,011,C00500421,Bonamici For Congress,H2OR01133,Bonamici,Suzanne,,Rep.,,H,OR,01,,,,,,,,
SB23,C00007880,5632345,,,CCM,Doggett For Congress,,,,,,PO Box 5843,,Austin,TX,78763,P2024,,2023-03-08,1000.00,0.00,,011,C00286500,Doggett For Congress,H4TX10028,Doggett,Lloyd,,Rep.,II,H,TX,37,,,,,,,,
SB23,C00007880,5634977,,,CCM,Moolenaar For Congress,,,,,,5915 Eastman Avenue,Suite 100,Midland,MI,486406824,P2024,,2023-03-09,1500.00,0.00,,011,C00561530,Moolenaar For Congress,H4MI04126,Moolenaar,John,,Rep.,,H,MI,02,,,,,,,,
SB23,C00007880,5639466,,,PAC,Across the Aisle PAC,,,,,,611 Pennsylvania Ave SE,Suite 143,Washington,DC,20003,,,2023-03-15,5000.00,0.00,,011,C00696591,,,,,,,,,,,,,,,,,,
SB23,C00007880,5639467,,,PAC,ASPIRE PAC,,,,,,910 17th ST NW Ste 925,,Washington,DC,20006,,,2023-03-15,5000.00,0.00,,011,C00506907,,,,,,,,,,,,,,,,,,
SB23,C00007880,5639468,,,PAC,Blue Dog PAC,,,,,,PO Box 83142,,Gaithersburg,MD,20883,,,2023-03-15,5000.00,0.00,,011,C00305318,,,,,,,,,,,,,,,,,,
SB23,C00007880,5639469,,,PAC,CHC/BOLD PAC,,,,,,"1831 Bay St., SE",,Washington,DC,20003,,,2023-03-15,5000.00,0.00,,011,C00365536,,,,,,,,,,,,,,,,,,
SB23,C00007880,5639470,,,PAC,Congressional Black Caucus PAC,,,,,,"227 Massachusetts Ave., NE",,Washington,DC,20002,,,2023-03-15,5000.00,0.00,,011,C00147512,,,,,,,,,,,,,,,,,,
SB23,C00007880,5639471,,,PAC,Congressional Progressive Caucus PAC,,,,,,PO BOX 33079,,WASHINGTON,DC,20033,,,2023-03-15,5000.00,0.00,,011,C00513176,,,,,,,,,,,,,,,,,,
SB23,C00007880,5639472,,,PAC,Elect Democratic Women,,,,,,600 Pennsylvania Ave SE,#15180,Washington,DC,20003,,,2023-03-15,5000.00,0.00,,011,C00685297,,,,,,,,,,,,,,,,,,
