form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00547679,500360521,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,P2024,,2024-04-15,148000.00,0.00,Joint Fundraising Transfer,,C00042366,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360526,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,P2024,,2024-05-06,3000.00,0.00,Joint Fundraising Transfer,,C00042366,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360533,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,P2024,,2024-05-21,31500.00,0.00,Joint Fundraising Transfer,,C00042366,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360540,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,G2024,,2024-06-27,2750.00,0.00,Joint Fundraising Transfer,,C00042366,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360522,,,PTY,Montana Democratic Party,,,,,,PO Box 802,,Helena,MT,596240802,P2024,,2024-04-15,28500.00,0.00,Joint Fundraising Transfer,,C00010033,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360524,,,PTY,Montana Democratic Party,,,,,,PO Box 802,,Helena,MT,596240802,P2024,,2024-04-29,5800.00,0.00,Joint Fundraising Transfer,,C00010033,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360527,,,PTY,Montana Democratic Party,,,,,,PO Box 802,,Helena,MT,596240802,P2024,,2024-05-06,41000.00,0.00,Joint Fundraising Transfer,,C00010033,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360529,,,PTY,Montana Democratic Party,,,,,,PO Box 802,,Helena,MT,596240802,P2024,,2024-05-13,25000.00,0.00,Joint Fundraising Transfer,,C00010033,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360534,,,PTY,Montana Democratic Party,,,,,,PO Box 802,,Helena,MT,596240802,P2024,,2024-05-21,89000.00,0.00,Joint Fundraising Transfer,,C00010033,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360536,,,PTY,Montana Democratic Party,,,,,,PO Box 802,,Helena,MT,596240802,P2024,,2024-05-28,15000.00,0.00,Joint Fundraising Transfer,,C00010033,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360541,,,PTY,Montana Democratic Party,,,,,,PO Box 802,,Helena,MT,596240802,G2024,,2024-06-27,56500.00,0.00,Joint Fundraising Transfer,,C00010033,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360523,,,ORG,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,P2024,,2024-04-15,2000.00,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360525,,,ORG,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,P2024,,2024-04-29,90200.00,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360528,,,ORG,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,P2024,,2024-05-06,70000.00,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360530,,,ORG,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,P2024,,2024-05-13,86000.00,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360531,,,ORG,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,P2024,,2024-05-15,47000.00,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360532,,,ORG,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,P2024,,2024-05-15,17500.00,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360535,,,ORG,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,P2024,,2024-05-21,17000.00,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360537,,,ORG,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,P2024,,2024-05-28,115500.00,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360538,,,ORG,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,P2024,,2024-06-04,122000.00,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00547679,500360539,,,ORG,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,G2024,,2024-06-26,92000.00,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
