form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00032995,B858986,,,CCM,Bonnie Watson Coleman For Congress,,,,,,600 Pennsylvania Ave SE #15180,,Washington,DC,20003,P2024,,2023-11-08,2500.00,,Contribution,011,C00558437,,H4NJ12149,Coleman,Bonnie Watson,,,,H,NJ,12,,,,,,,,
SB23,C00032995,B859418,,,CCM,Casten For Congress,,,,,,PO Box 132,,Downers Grove,IL,60515,P2024,,2023-11-14,2500.00,,Contribution,011,C00648493,,H8IL06139,Casten,Sean,,,,H,IL,06,,,,,,,,
SB23,C00032995,B859417,,,CCM,Davis for Congress/Friends of Davis,,,,,,5956 W. Race Avenue,,Chicago,IL,60644,P2024,,2023-11-14,2500.00,,Contribution,011,C00172619,,H4IL07037,Davis,Danny,K,,,H,IL,07,,,,,,,,
SB23,C00032995,B859411,,,CCM,Debbie Wasserman Schultz for Congress,,,,,,1071 Twin Branch Ln,,Weston,FL,33326,G2024,,2023-11-14,1000.00,,Contribution,011,C00385773,,H4FL20023,Wasserman-Schultz,Debbie,,,,H,FL,25,,,,,,,,
SB23,C00032995,B859416,,,CCM,Donald Norcross for Congress,,,,,,PO Box 160,,Collingswood,NJ,08108,P2024,,2023-11-14,5000.00,,Contribution,011,C00558320,,H4NJ01084,Norcross,Donald,W,,,H,NJ,01,,,,,,,,
SB23,C00032995,B859414,,,CCM,Elizabeth Pannill Fletcher for Congress,,,,,,3262 Westheimer Road #636,,Houston,TX,77098,P2024,,2023-11-14,1000.00,,Contribution,011,C00640045,,H8TX07140,Pannill Fletcher,Elizabeth,,,,H,TX,07,,,,,,,,
SB23,C00032995,B859413,,,CCM,Haley Stevens for Congress,,,,,,33717 Woodward Ave #539,,Birmingham,MI,48009,P2024,,2023-11-14,1000.00,,Contribution,011,C00638650,,H8MI11254,Stevens,Haley,,,,H,MI,11,,,,,,,,
SB23,C00032995,B859415,,,CCM,Jason Crow for Congress,,,,,,8547 E Arapahoe Road Ste J-543,,Greenwood Village,CO,80112,P2024,,2023-11-14,1000.00,,Contribution,011,C00637363,,H8CO06229,Crow,Jason,,,,H,CO,06,,,,,,,,
SB23,C00032995,B859412,,,CCM,Strickland for Washington,,,,,,1625 E 72nd St. Suite 700-139,,Tacoma,WA,98404,P2024,,2023-11-14,1000.00,,Contribution,011,C00732826,,H0WA10034,Strickland,Marilyn,,,,H,WA,10,,,,,,,,
SB23,C00032995,B860345,,,CCM,Jamie Raskin for Congress,,,,,,P.O. Box 5418,,Takoma Park,MD,20913,P2024,,2023-11-17,2500.00,,Contribution,011,C00575126,,H6MD08457,Raskin,Jamie,,,,H,MD,08,,,,,,,,
SB23,C00032995,B860895,,,CCM,Greg Casar for Congress,,,,,,P.O. Box 301923,,Austin,TX,78703,P2024,,2023-11-30,2500.00,,Contribution,011,C00791897,,H2TX35144,Casar,Greg,,,,H,TX,35,,,,,,,,
