form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00147512,500504179,,,ORG,25 Broadway Ballroom LLC,,,,,,25 Broadway,,New York,NY,100041010,,,2024-04-03,30000.00,0.00,Event venue rental and catering expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500498585,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-07,1323.52,0.00,Contribution processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500500433,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-14,1293.96,0.00,Contribution processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500501900,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-21,1765.87,0.00,Contribution processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500503149,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-28,2584.36,0.00,Contribution processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500503083,,,ORG,Addison Strategies,,,,,,205 Yoakum Pkwy,Unit 1524,Alexandria,VA,223043840,,,2024-04-22,46000.00,0.00,Administrative & Managerial Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500501179,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-04-10,100.98,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500503088,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-04-26,230.75,0.00,Bank fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500518078,,,PAC,AMERICAN AIRLINES INC. POLITICAL ACTION COMMITTEE (AAPAC),,,,,,1200 17th St NW,Ste 400,Washington,DC,200363012,,,2024-04-17,49.95,0.00,Donation,,C00107300,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500498720,,,ORG,AMERICAN EXPRESS,,,,,,801 Pennsylvania Ave NW,Ste 650,Washington,DC,200042673,,,2024-04-03,25332.20,0.00,Credit card payment,,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500504416,500498720,SB21B,ORG,The Ritz Carlton Mirage Palm Springs,,,,,,68900 Frank Sinatra Dr,,Rancho Mirage,CA,922705300,,,2024-03-20,31363.84,0.00,Event venue rental,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500501893,,,ORG,AMERICAN EXPRESS,,,,,,801 Pennsylvania Ave NW,Ste 650,Washington,DC,200042673,,,2024-04-17,21082.21,0.00,Credit card payment,,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500504418,500501893,SB21B,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-03-20,150.48,0.00,Office supplies expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504419,500501893,SB21B,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-03-20,119.18,0.00,Office supplies expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504420,500501893,SB21B,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-03-20,41.33,0.00,Office supplies expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504423,500501893,SB21B,ORG,Best Buy,,,,,,5800 Leesburg Pike,,Falls Church,VA,220412302,,,2024-03-21,1832.86,0.00,Office supplies expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504424,500501893,SB21B,ORG,Best Buy,,,,,,5800 Leesburg Pike,,Falls Church,VA,220412302,,,2024-03-21,229.00,0.00,Office supplies expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504440,500501893,SB21B,ORG,DC Parking Meters,,,,,,101 Constitution Ave NW,,Washington,DC,200012133,,,2024-03-23,22.36,0.00,Parking fee,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504425,500501893,SB21B,PAC,"DOORDASH, INC. POLITICAL ACTION COMMITTEE (DASH PAC)",,,,,,28 Liberty Ship Way,Ste 2815,Sausalito,CA,949653321,,,2024-03-21,161.28,0.00,Staff meals,,C00820167,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504426,500501893,SB21B,PAC,"DOORDASH, INC. POLITICAL ACTION COMMITTEE (DASH PAC)",,,,,,28 Liberty Ship Way,Ste 2815,Sausalito,CA,949653321,,,2024-03-21,142.76,0.00,Staff meals,,C00820167,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504427,500501893,SB21B,PAC,"DOORDASH, INC. POLITICAL ACTION COMMITTEE (DASH PAC)",,,,,,28 Liberty Ship Way,Ste 2815,Sausalito,CA,949653321,,,2024-03-21,68.60,0.00,Staff meals,,C00820167,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504429,500501893,SB21B,PAC,"DOORDASH, INC. POLITICAL ACTION COMMITTEE (DASH PAC)",,,,,,28 Liberty Ship Way,Ste 2815,Sausalito,CA,949653321,,,2024-03-21,25.21,0.00,Staff meals,,C00820167,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504448,500501893,SB21B,PAC,"DOORDASH, INC. POLITICAL ACTION COMMITTEE (DASH PAC)",,,,,,28 Liberty Ship Way,Ste 2815,Sausalito,CA,949653321,,,2024-03-24,51.96,0.00,Staff meals,,C00820167,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504473,500501893,SB21B,PAC,"DOORDASH, INC. POLITICAL ACTION COMMITTEE (DASH PAC)",,,,,,28 Liberty Ship Way,Ste 2815,Sausalito,CA,949653321,,,2024-03-27,31.07,0.00,Staff meals,,C00820167,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504422,500501893,SB21B,ORG,F10 Creative Catering,,,,,,211 E Palm Canyon Dr,,Palm Springs,CA,922648823,,,2024-03-21,8336.98,0.00,Catering expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504457,500501893,SB21B,PAC,FedEx,,,,,,942 Shady Grove Rd S,,Memphis,TN,381204117,,,2024-03-26,1006.34,0.00,Postage and shipping expenses,,C00068692,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504464,500501893,SB21B,PAC,FedEx,,,,,,942 Shady Grove Rd S,,Memphis,TN,381204117,,,2024-03-26,3.76,0.00,Postage and shipping expenses,,C00068692,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504481,500501893,SB21B,PAC,FedEx,,,,,,942 Shady Grove Rd S,,Memphis,TN,381204117,,,2024-03-27,6.87,0.00,Postage and shipping expenses,,C00068692,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504446,500501893,SB21B,ORG,Fspace Transportation,,,,,,15202 Central Lakes Dr,,Humble,TX,773964959,,,2024-03-24,187.00,0.00,Taxi service,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504466,500501893,SB21B,ORG,Fspace Transportation,,,,,,15202 Central Lakes Dr,,Humble,TX,773964959,,,2024-03-27,187.00,0.00,Taxi service,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504465,500501893,SB21B,ORG,Hertz Rent-A-Car,,,,,,3795 NW 21st St,,Miami,FL,331426894,,,2024-03-27,1192.40,0.00,Rental car expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504458,500501893,SB21B,ORG,Il Corso,,,,,,73520 El Paseo,Ste B,Palm Desert,CA,922604338,,,2024-03-26,723.59,0.00,Food and Beverage,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504459,500501893,SB21B,ORG,Marriott Desert Springs,,,,,,1091 Pinehurst Ln,,Palm Desert,CA,922601636,,,2024-03-26,235.33,0.00,Lodging expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504417,500501893,SB21B,PAC,PAYPAL PAC,,,,,,2211 N 1st St,,San Jose,CA,951312021,,,2024-03-20,257.55,0.00,Payment processing services,,C00581686,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504437,500501893,SB21B,ORG,Reagan National Airport Parking,,,,,,1 Aviation Cir,,Washington,DC,200016000,,,2024-03-23,35.75,0.00,Parking fee,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504460,500501893,SB21B,PAC,Southwest Airlines Freedom Fund PAC,,,,,,PO Box 36611,Hdq 4GA,Dallas,TX,752351611,,,2024-03-26,80.00,0.00,Airfare expenses,,C00341602,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504430,500501893,SB21B,ORG,Target,,,,,,6100 Arlington Blvd,,Falls Church,VA,220442901,,,2024-03-21,8.88,0.00,Office supplies expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504431,500501893,SB21B,ORG,Target,,,,,,6100 Arlington Blvd,,Falls Church,VA,220442901,,,2024-03-22,61.22,0.00,Office supplies expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504453,500501893,SB21B,ORG,"Tatango, Inc.",,,,,,2211 Elliott Ave,Ste 200,Seattle,WA,981213622,,,2024-03-25,1590.00,0.00,Multimedia and Fundraising Services,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504484,500501893,SB21B,ORG,"Tatango, Inc.",,,,,,2211 Elliott Ave,Ste 200,Seattle,WA,981213622,,,2024-03-28,2650.00,0.00,Multimedia and Fundraising Services,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504421,500501893,SB21B,ORG,"Uber Technologies, Inc.",,,,,,182 Howard St,# 8,San Francisco,CA,941051611,,,2024-03-20,8.95,0.00,Rideshare expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504428,500501893,SB21B,ORG,"Uber Technologies, Inc.",,,,,,182 Howard St,# 8,San Francisco,CA,941051611,,,2024-03-21,51.10,0.00,Rideshare expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504432,500501893,SB21B,ORG,"Uber Technologies, Inc.",,,,,,182 Howard St,# 8,San Francisco,CA,941051611,,,2024-03-23,67.39,0.00,Rideshare expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504434,500501893,SB21B,ORG,"Uber Technologies, Inc.",,,,,,182 Howard St,# 8,San Francisco,CA,941051611,,,2024-03-23,59.89,0.00,Rideshare expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504435,500501893,SB21B,ORG,"Uber Technologies, Inc.",,,,,,182 Howard St,# 8,San Francisco,CA,941051611,,,2024-03-23,38.00,0.00,Rideshare expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504443,500501893,SB21B,ORG,"Uber Technologies, Inc.",,,,,,182 Howard St,# 8,San Francisco,CA,941051611,,,2024-03-23,13.47,0.00,Rideshare expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504444,500501893,SB21B,ORG,"Uber Technologies, Inc.",,,,,,182 Howard St,# 8,San Francisco,CA,941051611,,,2024-03-23,12.77,0.00,Rideshare expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504447,500501893,SB21B,ORG,"Uber Technologies, Inc.",,,,,,182 Howard St,# 8,San Francisco,CA,941051611,,,2024-03-24,67.99,0.00,Rideshare expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504449,500501893,SB21B,ORG,"Uber Technologies, Inc.",,,,,,182 Howard St,# 8,San Francisco,CA,941051611,,,2024-03-24,32.04,0.00,Rideshare expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504450,500501893,SB21B,ORG,"Uber Technologies, Inc.",,,,,,182 Howard St,# 8,San Francisco,CA,941051611,,,2024-03-24,29.37,0.00,Rideshare expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504451,500501893,SB21B,ORG,"Uber Technologies, Inc.",,,,,,182 Howard St,# 8,San Francisco,CA,941051611,,,2024-03-24,16.99,0.00,Rideshare expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500504454,500501893,SB21B,ORG,"Uber Technologies, Inc.",,,,,,182 Howard St,# 8,San Francisco,CA,941051611,,,2024-03-25,34.73,0.00,Rideshare expenses,,,,,,,,,,,,,,,,,,,X,*
