form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00632554,500659795,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-01-02,24.00,0.00,Non-Contribution Account - Domain Name Purchase,,,,,,,,,,,,,,,,,,,,
SB29,C00632554,500659797,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-01-05,79.20,0.00,Non-Contribution Account - Software,,,,,,,,,,,,,,,,,,,,
SB29,C00632554,500647646,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-01-07,38.60,0.00,Non-Contribution Account - Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00632554,500659772,,,ORG,Capitol Compliance Associates,,,,,,918 Pennsylvania Ave SE,,Washington,DC,200032140,,,2024-01-08,465.00,0.00,Non-Contribution Account - Compliance Services,,,,,,,,,,,,,,,,,,,,
SB29,C00632554,500659787,,,ORG,Good Day Accounting,,,,,,214 W Main St,Ste L5,Moorestown,NJ,080572300,,,2024-01-08,595.00,0.00,Non Contribution Account - Accounting Services,,,,,,,,,,,,,,,,,,,,
SB29,C00632554,500649431,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-01-14,43.82,0.00,Non-Contribution Account - Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00632554,500659806,,,ORG,"The Beasley Firm, LLC",,,,,,1125 Walnut St,,Philadelphia,PA,191074918,,,2024-01-16,59000.00,0.00,Non-Contribution Account - Settlement for disputed claim,,,,,,,,,,,,,,,,,,,,
SB29,C00632554,500659784,,,ORG,Front Street Advisors,,,,,,315 New St,,Philadelphia,PA,191061132,,,2024-01-19,4425.00,0.00,Non-Contribution Account - Campaign Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00632554,500652965,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-01-21,78.50,0.00,Non-Contribution Account - Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00632554,500659803,,,ORG,Lawrence Krasner for District Attorney Litigation Fund,,,,,,PO Box 22533,,Philadelphia,PA,191102533,,,2024-01-22,12600.00,0.00,Non-Contribution Account - Contribution to Legal Defense Fund,,,,,,,,,,,,,,,,,,,,
SB29,C00632554,500659802,,,COM,Lawrence Krasner for District Attorney,,,,,,PO Box 22533,,Philadelphia,PA,191102533,,,2024-01-22,12600.00,0.00,Non-Contribution Account - Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00632554,500659775,,,ORG,NGP VAN,,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2024-01-22,3200.00,0.00,Non-Contribution Account - Software,,,,,,,,,,,,,,,,,,,,
