form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00401190,SB21B.4286,,,ORG,American Airlines,,,,,,1 Skyview Dr,,Ft Worth,TX,76155,P2024,,2024-01-20,480.50,,TRAVEL,,C00401190,Old North State Victory PAC,,,,,,,,,,,,,,,,,
SB21B,C00401190,SB21B.4287,,,ORG,American Airlines,,,,,,1 Skyview Dr,,Ft Worth,TX,76155,P2024,,2024-01-20,480.50,,TRAVEL,,C00401190,Old North State Victory PAC,,,,,,,,,,,,,,,,,
SB21B,C00401190,SB21B.4288,,,ORG,American Airlines,,,,,,1 Skyview Dr,,Ft Worth,TX,76155,P2024,,2024-01-20,794.70,,TRAVEL,,C00401190,Old North State Victory PAC,,,,,,,,,,,,,,,,,
SB21B,C00401190,SB21B.4289,,,ORG,American Airlines,,,,,,1 Skyview Dr,,Ft Worth,TX,76155,P2024,,2024-01-20,794.70,,TRAVEL,,C00401190,Old North State Victory PAC,,,,,,,,,,,,,,,,,
SB21B,C00401190,SB21B.4290,,,ORG,American Airlines,,,,,,1 Skyview Dr,,Ft Worth,TX,76155,P2024,,2024-02-14,264.10,,TRAVEL,,C00401190,Old North State Victory PAC,,,,,,,,,,,,,,,,,
SB21B,C00401190,SB21B.4291,,,ORG,American Airlines,,,,,,1 Skyview Dr,,Ft Worth,TX,76155,P2024,,2024-03-25,299.10,,TRAVEL,,C00401190,Old North State Victory PAC,,,,,,,,,,,,,,,,,
SB21B,C00401190,SB21B.4329,,,ORG,Amtrak,,,,,,1 Massachusetts Ave NW,,Washongton,DC,20001,G2024,,2024-03-29,259.40,,TRAVEL,002,C00401190,Old North State Victory PAC,,,,,,,,,,,,,,,,,
SB21B,C00401190,SB21B.4315,,,ORG,BEREAN BAPTIST CHURCH,,,,,,2400 E MILLBROOK RD,,RALEIGH,NC,27604,G2024,,2024-03-14,1000.00,,CONTRIBUTION,012,C00401190,Old North State Victory PAC,,,,,,,,,,,,,,,,,
SB21B,C00401190,SB21B.4334,,,ORG,National Democratic Club,,,,,,"30 Ivy Street, SE",,Washington,DC,20003,G2024,,2024-03-03,393.14,,MEALS,002,C00401190,Old North State Victory PAC,,,,,,,,,,,,,,,,,
SB21B,C00401190,SB21B.4333,,,ORG,National Democratic Club,,,,,,"30 Ivy Street, SE",,Washington,DC,20003,G2024,,2024-03-21,393.14,,MEALS,002,C00401190,Old North State Victory PAC,,,,,,,,,,,,,,,,,
SB21B,C00401190,SB21B.4292,,,COM,OMNI HOTEL DALLAS,,,,,,555 S Lamar St,,DALLAS,TX,75202,P2024,,2024-01-20,233.21,,LODGING,,C00401190,Old North State Victory PAC,,,,,,,,,,,,,,,,,
SB21B,C00401190,SB21B.4285,,,ORG,Spreading Seeds Inc.,,,,,,1760 Parkwood Blvd,,Wilson,NC,27896,P2024,,2024-01-08,1200.00,,STORAGE RENTAL,,C00401190,Old North State Victory PAC,,,,,,,,,,,,,,,,,
