form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00498931,SB23.5969,,,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO BOX 230985,,TIGARD,OR,97281,P2024,,2024-03-30,1500.00,,Contribution,,C00793703,,,,,,,,H,OR,06,,,,,,,,
SB23,C00498931,SB23.5962,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,PO BOX 22116,,EAGAN,MN,55122,P2024,,2024-03-30,1500.00,,Contribution,,C00575209,,,,,,,,H,MN,02,,,,,,,,
SB23,C00498931,SB23.5967,,,CCM,CHRIS PAPPAS FOR CONGRESS,,,,,,PO BOX 313,,MANCHESTER,NH,03105,P2024,,2024-03-30,1500.00,,Contribution,,C00660464,,,,,,,,H,NH,01,,,,,,,,
SB23,C00498931,SB23.5963,,,CCM,ERIC SORENSEN FOR ILLINOIS,,,,,,PO BOX 1172,,MOLINE,IL,61265,G2024,,2024-03-30,1500.00,,Contribution,,C00793935,,,,,,,,H,IL,17,,,,,,,,
SB23,C00498931,SB23.5971,,,CCM,FRIENDS OF JANELLE STELSON,,,,,,PO BOX 41,,LEMOYNE,PA,17043,P2024,,2024-03-31,1000.00,,FRIENDS OF JANELLE STELSON,,C00852368,,,,,,,,H,PA,10,,,,,,,,
SB23,C00498931,SB23.5973,,,CCM,HERTEL FOR MICHIGAN,,,,,,PO BOX 16037,,LANSING,MI,48901,G2024,,2024-03-31,1000.00,,Contribution,,C00844480,,,,,,,,H,MI,07,,,,,,,,
SB23,C00498931,SB23.5968,,,CCM,JIMMY GOMEZ FOR CONGRESS,,,,,,777 S FIGUEROA ST SUITE 4050,,LOS ANGELES,CA,90017,G2024,,2024-03-30,1500.00,,Contribution,,C00629659,,,,,,,,H,CA,34,,,,,,,,
SB23,C00498931,SB23.5961,,,CCM,MIKE LEVIN FOR CONGRESS,,,,,,PO BOX 2112,,CAPISTRANO BEACH,CA,92624,G2024,,2024-03-30,1500.00,,Contribution,,C00634253,,,,,,,,H,CA,49,,,,,,,,
SB23,C00498931,SB23.5965,,,CCM,NIKKI FOR CONGRESS,,,,,,PO BOX 5171,,SPRINGFIELD,IL,62705,G2024,,2024-03-30,1500.00,,Contribution,,C00787812,,,,,,,,H,IL,13,,,,,,,,
SB23,C00498931,SB23.5964,,,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,12402,P2024,,2024-03-30,1500.00,,Contribution,,C00815290,,,,,,,,H,NY,18,,,,,,,,
SB23,C00498931,SB23.5966,,,CCM,SCHOLTEN FOR CONGRESS,,,,,,P.O. BOX 6233,,GRAND RAPIDS,MI,49510,G2024,,2024-03-30,1500.00,,Contribution,,C00711317,,,,,,,,H,MI,03,,,,,,,,
