form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00177469,EB356869,,,COM,Chris Coons for Delaware,,,,,,P.O. Box 9900,,Newark,DE,19714,P2026,,2023-08-18,1000.00,,,011,C00475392,Chris Coons for Delaware,,Coons,Chris,,,,S,DE,,,,,,,,,
SB23,C00177469,EB356870,,,CCM,Ciscomani for Congress,,,,,,P.O. Box 35103,,Tucson,AZ,85740,P2024,,2023-08-18,1000.00,,,011,C00786194,Ciscomani for Congress,,Ciscomani,Juan,,,,H,AZ,06,,,,,,,,
SB23,C00177469,EB356871,,,COM,Citizens to Elect Rick Larsen,,,,,,P.O. Box 326,,Everett,WA,98206,P2024,,2023-08-18,1500.00,,,011,C00345546,Citizens to Elect Rick Larsen,,Larsen,Rick,,,,H,WA,02,,,,,,,,
SB23,C00177469,EB356883,,,COM,Country Roads PAC,,,,,,P.O. Box 1387,,Charleston,WV,25325,,,2023-08-22,5000.00,,,011,C00484402,Country Roads PAC,,PAC,Leadership,,,,,,,,,,,,,,
SB23,C00177469,EB356884,,,CCM,Dan Newhouse for Congress,,,,,,P.O. Box 10949,,Yakima,WA,98909,P2024,,2023-08-22,1000.00,,,011,C00559393,Dan Newhouse for Congress,,Newhouse,Dan,,,,H,WA,04,,,,,,,,
SB23,C00177469,EB356885,,,CCM,Don Bacon for Congress,,,,,,P.O. Box 391368,,Omaha,NE,68139,P2024,,2023-08-22,1000.00,,,011,C00575167,Don Bacon for Congress,,Bacon,Donald,,,,H,NE,02,,,,,,,,
SB23,C00177469,EB356872,,,COM,Dr. Raul Ruiz for Congress,,,,,,P.O. Box 1566,,Indio,CA,92202,P2024,,2023-08-18,1000.00,,,011,C00502575,Dr. Raul Ruiz for Congress,,Ruiz,Raul,,,,H,CA,25,,,,,,,,
SB23,C00177469,EB356873,,,COM,Huizenga for Congress,,,,,,PO Box 254,,Zeeland,MI,49464,P2024,,2023-08-18,1500.00,,,011,C00459297,Huizenga for Congress,,Huizenga,Bill,,,,H,MI,04,,,,,,,,
SB23,C00177469,EB356886,,,CCM,Jay Obernolte for Congress,,,,,,"824 S. Milledge Ave., Suite 101",,Athens,GA,30605,P2024,,2023-08-22,2500.00,,,011,C00720078,Jay Obernolte for Congress,,Obernolte,Jay,,,,H,CA,23,,,,,,,,
SB23,C00177469,EB356887,,,CCM,John Duarte for Congress,,,,,,9460 Tegner Road,,Hilmar,CA,95324,P2024,,2023-08-22,1000.00,,,011,C00808279,John Duarte for Congress,,Duarte,John,,,,H,CA,13,,,,,,,,
SB23,C00177469,EB356874,,,CCM,Julia Letlow for Congress,,,,,,P.O. Box 539,,Rayville,LA,71269,P2024,,2023-08-18,1000.00,,,011,C00766428,Julia Letlow for Congress,,Letlow,Julia,,,,H,LA,05,,,,,,,,
SB23,C00177469,EB356888,,,COM,Justice League PAC,,,,,,"65 Pine Avenue, #348",,Long Beach,CA,90802,,,2023-08-22,1000.00,,,011,C00823773,Justice League PAC,,PAC,Leadership,,,,,,,,,,,,,,
SB23,C00177469,EB356875,,,CCM,Kevin Mullin for Congress,,,,,,P.O. Box 869,,Belmont,CA,94002,P2024,,2023-08-18,1000.00,,,011,C00795005,Kevin Mullin for Congress,,Mullin,Kevin,,,,H,CA,15,,,,,,,,
SB23,C00177469,EB356889,,,CCM,Lori Chavez-DeRemer for Congress,,,,,,13203 SE 172nd Ave.,"Suite 116, #399",Happy Valley,OR,97086,P2024,,2023-08-22,1000.00,,,011,C00784520,Lori Chavez-DeRemer for Congress,,Chavez-DeRemer,Lori,,,,H,OR,05,,,,,,,,
SB23,C00177469,EB356890,,,COM,Lou Correa for Congress,,,,,,"3230 Arena Blvd., Ste. 245-416",,Sacramento,CA,95834,P2024,,2023-08-22,1000.00,,,011,C00578302,Lou Correa for Congress,,Correa,Lou,,,,H,CA,46,,,,,,,,
SB23,C00177469,EB356876,,,CCM,Marc Veasey Congressional Campaign Committee,,,,,,P.O. Box 50084,,Fort Worth,TX,76105,P2024,,2023-08-18,1000.00,,,011,C00506832,Marc Veasey Congressional Campaign Committee,,Veasey,Marc,,,,H,TX,33,,,,,,,,
SB23,C00177469,EB356877,,,COM,McClintock for Congress,,,,,,9458 Treelake Rd.,,Granite Bay,CA,95746,P2024,,2023-08-18,1000.00,,,011,C00446815,McClintock for Congress,,McClintock,Tom,,,,H,CA,04,,,,,,,,
SB23,C00177469,EB356878,,,COM,Morgan Griffith for Congress,,,,,,P.O. Box 361,,Christianburg,VA,24068,P2024,,2023-08-18,1000.00,,,011,C00477240,Morgan Griffith for Congress,,Griffith,Morgan,,,,H,VA,09,,,,,,,,
SB23,C00177469,EB356879,,,COM,Norma Torres for Congress,,,,,,728 W. Edna Place,,Covina,CA,91722,P2024,,2023-08-18,1000.00,,,011,C00557652,Norma Torres for Congress,,Torres,Norma,,,,H,CA,35,,,,,,,,
SB23,C00177469,EB356880,,,COM,Oorah! Political Action Committee,,,,,,P.O. Box 3743,,Carmel,IN,46082,,,2023-08-18,1000.00,,,011,C00551853,Oorah! Political Action Committee,,PAC,Leadership,,,,,,,,,,,,,,
SB23,C00177469,EB356891,,,COM,Paul Tonko for Congress,,,,,,911 Central Avenue #221,,Albany,NY,12206,P2024,,2023-08-22,2500.00,,,011,C00450049,Paul Tonko for Congress,,Tonko,Paul,,,,H,NY,20,,,,,,,,
SB23,C00177469,EB356892,,,COM,Stand with Sanchez,,,,,,P.O. Box 4006,,Whittier,CA,90607,P2024,,2023-08-22,1500.00,,,011,C00384057,Stand with Sanchez,,Sanchez,Linda,,,,H,CA,38,,,,,,,,
SB23,C00177469,EB356893,,,COM,Tony Cardenas for Congress,,,,,,122 C Street NW,Suite 360,Washington,DC,20001,P2024,,2023-08-22,2500.00,,,011,C00498873,Tony Cardenas for Congress,,Cardenas,Tony,,,,H,CA,29,,,,,,,,
SB23,C00177469,EB356894,,,COM,Vargas for Congress,,,,,,"374 N. Coast Highway 101, Suite 2",,Encinitas,CA,92024,P2024,,2023-08-22,1000.00,,,011,C00497321,Vargas for Congress,,Vargas,Juan,,,,H,CA,52,,,,,,,,
