form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00365965,SB23.24600,,,CCM,BUILDING BRIDGES PAC,,,,,,824 S MILLEDGE AVE STE 101,,ATHENS,GA,30605,,,2023-02-26,5000.00,,,,C00693127,,,,,,,,,,,,,,,,,,
SB23,C00365965,SB23.24597,,,CCM,CATHY MCMORRIS RODGERS FOR CONGRESS,,,,,,BOX 137,,SPOKANE,WA,99210,G2024,,2023-02-16,2500.00,,WA 2024 House General,,C00390476,CATHY MCMORRIS RODGERS FOR CONGRESS,,,,,,,H,WA,05,,,,,,,,
SB23,C00365965,SB23.24814,,,CCM,DEB FISCHER FOR US SENATE INC,,,,,,5555 SOUTH ST,,LINCOLN,NE,68506,G2024,,2023-06-22,5000.00,,NE 2024 Senate General,,C00498907,,,,,,,,S,NE,00,,,,,,,,
SB23,C00365965,SB23.24602,,,CCM,DR. BRIAN BABIN FOR CONGRESS,,,,,,PO BOX 159,,WOODVILLE,TX,75979,P2024,,2023-03-22,2500.00,,TX 2024 House Primary,,C00553859,,,,,,,,H,TX,36,,,,,,,,
SB23,C00365965,SB23.24607,,,CCM,DR. BRIAN BABIN FOR CONGRESS,,,,,,PO BOX 159,,WOODVILLE,TX,75979,P2024,,2023-04-27,2500.00,,TX 2024 House Primary,,C00553859,,,,,,,,H,TX,36,,,,,,,,
SB23,C00365965,SB23.24599,,,CCM,DREW FERGUSON FOR CONGRESS INC.,,,,,,PO BOX 387,,WEST POINT,GA,31833,P2024,,2023-02-16,2500.00,,GA 2024 House Primary,,C00607838,,,,,,,,H,GA,03,,,,,,,,
SB23,C00365965,SB23.24601,,,CCM,DUTCH RUPPERSBERGER FOR CONGRESS,,,,,,22 West Padonia Road Suite C-141,,Timonium,MD,21093,P2024,,2023-03-15,1000.00,,MD 2024 House Primary,,C00376673,,,,,,,,H,MD,02,,,,,,,,
SB23,C00365965,SB23.24606,,,CCM,FRIENDS OF ROSA DELAURO,,,,,,49 HUNTINGTON STREET,,NEW HAVEN,CT,06511,G2024,,2023-04-17,1500.00,,CT 2024 House General,,C00238865,,,,,,,,H,CT,03,,,,,,,,
SB23,C00365965,SB23.24595,,,CCM,FUTURE FORUM PAC,,,,,,PO BOX 83142,,GAITHERSBURG,MD,20883,,,2023-02-01,5000.00,,,,C00625988,,,,,,,,,,,,,,,,,,
SB23,C00365965,SB23.24596,,,CCM,JIMMY PANETTA FOR CONGRESS,,,,,,PO BOX 103,,CARMEL VALLEY,CA,93924,,,2023-02-23,-1000.00,,Check issued 11/2/22 returned in mail,,C00592154,,,,,,,,H,CA,20,,,,,,,,
SB23,C00365965,SB23.24604,,,CCM,JULIA BROWNLEY FOR CONGRESS,,,,,,PO BOX 2018,,THOUSAND OAKS,CA,91358,P2024,,2023-03-27,1000.00,,CA 2024 House Primary,,C00513077,,,,,,,,H,CA,26,,,,,,,,
SB23,C00365965,SB23.24813,,,CCM,JULIA BROWNLEY FOR CONGRESS,,,,,,PO BOX 2018,,THOUSAND OAKS,CA,91358,P2024,,2023-06-13,2500.00,,CA 2024 House Primary,,C00513077,,,,,,,,H,CA,26,,,,,,,,
SB23,C00365965,SB23.24593,,,PAC,REPUBLICAN GOVERNANCE GROUP/TUESDAY GROUP PAC,,,,,,610 S. BOULEVARD,,TAMPA,FL,33606,,,2023-02-01,5000.00,,RG2 PAC,,C00433060,REPUBLICAN GOVERNANCE GROUP/TUESDAY GROUP PAC,,,,,,,,,,,,,,,,,
SB23,C00365965,SB23.24608,,,CCM,ROSEN FOR NEVADA,,,,,,PO BOX 46110,,LAS VEGAS,NV,89114,G2024,,2023-05-01,2500.00,,NV 2024 Senate General,,C00606939,,,,,,,,S,NV,03,,,,,,,,
SB23,C00365965,SB23.24603,,,CCM,SIMPSON FOR CONGRESS,,,,,,1487 PARKWAY DRIVE,,BLACKFOOT,ID,83221,P2024,,2023-03-22,2500.00,,ID 2024 House Primary,,C00331397,,,,,,,,H,ID,02,,,,,,,,
SB23,C00365965,SB23.24592,,,CCM,VAN DREW FOR CONGRESS,,,,,,PO BOX 671,,CAPE MAY COURT HOU,NJ,08210,P2024,,2023-02-01,2500.00,,NJ 2024 House Primary,,C00661868,,,,,,,,H,NJ,02,,,,,,,,
SB23,C00365965,SB23.24591,,,CCM,VIRGIN ISLANDS FOR PLASKETT,,,,,,PO BOX 1006,,FREDERIKSTED,VI,00841,G2022,,2023-01-18,-1000.00,,Check issued 11/3/22 returned in mail,,C00528182,,,,,,,,H,VI,00,,,,,,,,
