form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00558452,17465124,,,CCM,Friends To Elect Dr. Greg Murphy To Congress,,,,,,PO Box 1131,,Greenville,NC,27835,P2024,,2023-07-13,2000.00,0.00,,011,C00697649,Friends To Elect Dr. Greg Murphy To Congress,H0NC03172,Murphy,Gregory,,Rep.,,H,NC,03,,,,,,,,
SB23,C00558452,17465133,,,CCM,Pingree For Congress,,,,,,PO Box 17613,,Portland,ME,04112,P2024,,2023-07-13,2000.00,0.00,,011,C00433391,Pingree For Congress,H8ME01120,Pingree,Chellie,,Rep.,,H,ME,01,,,,,,,,
SB23,C00558452,17465135,,,CCM,Texans For Henry Cuellar Congressional Campaign,,,,,,1519 Washington Street,Suite 200,Laredo,TX,78040,P2024,,2023-07-13,2500.00,0.00,,011,C00371302,Texans For Henry Cuellar Congressional Campaign,H2TX23082,Cuellar,Henry,,Rep.,,H,TX,28,,,,,,,,
SB23,C00558452,17465137,,,CCM,John Carter For Congress,,,,,,201 University Oaks Blvd.,Suite 540 # 148,Round Rock,TX,78665,P2024,,2023-07-13,2000.00,0.00,,011,C00371203,John Carter For Congress,H2TX31044,Carter,John,,Rep.,,H,TX,31,,,,,,,,
SB23,C00558452,17561279,,,PAC,Fightin' Ninth PAC,,,,,,PO Box 71596,,Richmond,VA,23255,,,2023-08-02,2500.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00558452,17561282,,,CCM,Burgess 4 Utah,,,,,,824 S Milledge Ave,Ste 101,Athens,UT,30605,P2024,,2023-08-02,2500.00,0.00,,011,C00725853,Burgess 4 Utah,H0UT04076,Owens,Burgess,,Rep.,,H,UT,04,,,,,,,,
SB23,C00558452,17608947,,,CCM,Hudson For Congress,,,,,,"611 Pennsylvania Ave, SE",#396,Washington,DC,20003,P2024,,2023-09-05,3500.00,0.00,,011,C00504522,Hudson For Congress,H2NC08185,Hudson,Richard,,Rep.,Jr.,H,NC,08,,,,,,,,
SB23,C00558452,17610796,,,CCM,Moran For Kansas,,,,,,PO Box 1151,,Hays,KS,67601,P2028,,2023-09-13,2000.00,0.00,,011,C00458315,Moran For Kansas,S0KS00091,Moran,Jerry,,Sen.,,S,KS,,,,,,,,,
SB23,C00558452,17610798,,,CCM,Ted Budd For Senate,,,,,,PO Box 97127,,Raleigh,NC,276247127,P2028,,2023-09-13,2500.00,0.00,,011,C00614776,Ted Budd For Senate,S2NC00505,Budd,Ted,,Sen.,,S,NC,,,,,,,,,
SB23,C00558452,17612003,,,CCM,Guthrie For Congress,,,,,,PO Box 9639,,Bowling Green,KY,42102,P2024,,2023-09-13,2000.00,0.00,,011,C00445023,Guthrie For Congress,H8KY02031,Guthrie,Brett,,Rep.,,H,KY,02,,,,,,,,
SB23,C00558452,17612005,,,PAC,TURQUOISE PAC,,,,,,"611 Pennsylvania Ave, SE",#143,Washington,DC,20003,,,2023-09-13,1000.00,0.00,2023,011,C00517235,,,,,,,,,,,,,,,,,,2023
SB23,C00558452,17612006,,,CCM,Dr John Joyce For Congress,,,,,,1002 Logan Blvd,Ste 114,Altoona,PA,16602,P2024,,2023-09-13,500.00,0.00,,011,C00674259,Dr John Joyce For Congress,H8PA13125,Joyce,John,,Rep.,,H,PA,13,,,,,,,,
SB23,C00558452,17612008,,,CCM,Miller-Meeks For Congress,,,,,,PO Box 33,,Ottumwa,IA,52501,P2024,,2023-09-13,3000.00,0.00,,011,C00558825,Miller-Meeks For Congress,H8IA02043,Miller-Meeks,Mariannette,,Rep.,MD,H,IA,01,,,,,,,,
SB23,C00558452,17677816,,,COM,Harshbarger Moolenaar Victory Fund,,,,,,502 6th Street,,Hudson,WI,54016,,,2023-09-25,1000.00,0.00,2023,011,,,,,,,,,,,,,,,,,,,2023
SB23,C00558452,17677817,,,CCM,DIANA FOR CONGRESS,,,,,,PO Box 7208,,Kingsport,TN,37664,G2024,,2023-09-25,500.00,0.00,Harshbarger Moolenaar Victory Fund,011,C00741090,DIANA FOR CONGRESS,H0TN01118,Harshbarger,Diana,,,,H,TN,01,,,,,,,X,(Memo Entry)
SB23,C00558452,17677818,,,CCM,Moolenaar For Congress,,,,,,5915 Eastman Avenue,Suite 100,Midland,MI,48640,P2024,,2023-09-25,500.00,0.00,Harshbarger Moolenaar Victory Fund,011,C00561530,Moolenaar For Congress,H4MI04126,Moolenaar,John,,Rep.,,H,MI,04,,,,,,,X,(Memo Entry)
SB23,C00558452,17677819,,,CCM,Buddy Carter For Congress,,,,,,PO Box 10570,,Savannah,GA,31412,G2024,,2023-09-25,2500.00,0.00,,011,C00543967,Buddy Carter For Congress,H4GA01039,Carter,Buddy,,Rep.,,H,GA,01,,,,,,,,
SB23,C00558452,17756240,,,PAC,COACH PAC,,,,,,PO Box 590012,,Birmingham,AL,35259,,,2023-10-24,2500.00,0.00,2023,011,,,,,,,,,,,,,,,,,,,2023
SB23,C00558452,17759793,,,CCM,Morgan Griffith For Congress,,,,,,PO Box 361,,Christiansburg,VA,24068,P2024,,2023-10-31,1000.00,0.00,,011,C00477240,Morgan Griffith For Congress,H0VA09055,Griffith,Morgan,,Rep.,,H,VA,09,,,,,,,,
SB23,C00558452,17805921,,,CCM,Clarke For Congress,,,,,,111-36 200th. Street,,Hollis,NY,11412,P2024,,2023-11-27,2000.00,0.00,,011,C00415331,Clarke For Congress,H4NY11138,Clarke,Yvette,,Rep.,,H,NY,09,,,,,,,,
SB23,C00558452,17805922,,,CCM,Terri Sewell For Congress,,,,,,PO Box 1964,,Birmingham,AL,35201,P2024,,2023-11-27,2000.00,0.00,,011,C00458976,Terri Sewell For Congress,H0AL07086,Sewell,Terri,,Rep.,,H,AL,07,,,,,,,,
