form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00004036,500018724,,,ORG,Alfonso Lopez for Delegate,,,,,,PO Box 40366,,Arlington,VA,222047366,,,2023-09-12,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018825,,,ORG,Committee To Elect Renee Perkins Johnson,,,,,,PO Box 480635,,Charlotte,NC,282695305,,,2023-09-08,2000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018819,,,ORG,Debra Gardner for Delegate,,,,,,7501 Lady Blair Ln,,North Chesterfield,VA,232365074,,,2023-09-11,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018720,,,ORG,Delaney for Delegate,,,,,,PO Box 230542,,Centreville,VA,201200542,,,2023-09-11,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018802,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,,,2023-09-26,15000.00,0.00,Contribution - Legal Defense Fund,,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB29,C00004036,500018821,,,ORG,Friends of Briana Sewell,,,,,,PO Box 1849,,Woodbridge,VA,221951849,,,2023-09-08,500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018815,,,ORG,Friends of Danica Roem,,,,,,PO Box 726,,Manassas,VA,201130726,,,2023-09-12,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018813,,,ORG,Friends of Karen Keys-Gamarra,,,,,,2688 Linda Marie Dr,,Oakton,VA,221241111,,,2023-09-15,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018823,,,ORG,Friends of Lawana Mayfield,,,,,,PO Box 668493,,Troutman,NC,28166,,,2023-09-08,2000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018817,,,ORG,Friends of Michelle Maldonado,,,,,,11151 Valley View Dr,# 642,Bristow,VA,201361529,,,2023-09-11,500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018814,,,ORG,Friends of Rae C. Cousins,,,,,,2917 Hanes Ave,,Richmond,VA,232223606,,,2023-09-12,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018822,,,ORG,Friends of Tiawana Brown,,,,,,8924 Inverness Bay Rd,,Charlotte,NC,282786752,,,2023-09-08,2000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018824,,,ORG,Friends of Travis Nembhard,,,,,,PO Box 4302,,Manassas,VA,201080728,,,2023-09-08,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018818,,,ORG,Henson for VA,,,,,,PO Box 4026,,Woodbridge,VA,221944026,,,2023-09-11,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018820,,,ORG,Jennifer Carroll Foy for State Senate,,,,,,PO Box 5113,,Woodbridge,VA,221945113,,,2023-09-08,2500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018812,,,ORG,Kim Adams For Virginia,,,,,,PO Box 3928,,North Dinwiddie,VA,238053928,,,2023-09-15,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018816,,,ORG,Lacey For Delegate,,,,,,11 Hope Rd,# 277,Stafford,VA,225547287,,,2023-09-12,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018811,,,ORG,Marcus Simon for Delegate,,,,,,PO Box 958,,Falls Church,VA,220400958,,,2023-09-19,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018721,,,ORG,Marsden for Senate,,,,,,PO Box 10889,,Fairfax Station,VA,22039,,,2023-09-11,5000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018829,,,ORG,NHSEA PAC,,,,,,207 N Main St,,Concord,NH,033015048,,,2023-09-21,64636.76,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00004036,500018719,,,ORG,Watts for Delegate,,,,,,8717 Mary Lee Ln,,Annandale,VA,220033659,,,2023-09-08,500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
