form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00001636,SB23.74889,,,CCM,Anthony D. Esposito for Congress,,,,,,3410 Alabama Avenue,,Alexandria,VA,22305,P2024,,2023-11-30,1000.00,,"House, NY, 4 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.74890,,,CCM,David Scott for Congress,,,,,,"c/o Molly Allen Associates, LLC","412 First Street SE, Suite 100",Washington,GA,20003,P2024,,2023-11-30,1000.00,,"House, GA, 13 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.74820,,,CCM,Garamendi for Congress,,,,,,"910 17th Street, NW Ste 1050",,Washington,DC,20006,G2024,,2023-11-16,1500.00,,"House, CA, 8 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.74821,,,CCM,Gerry Connolly for Congress,,,,,,P.O. Box 563,,Merrifield,VA,22116,P2024,,2023-11-16,1500.00,,"House, VA, 11 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.74819,,,CCM,Jasmine for US,,,,,,"122 C ST. NW, Suite 360",,Washington,DC,20001,P2024,,2023-11-16,1500.00,,"House, TX, 30 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.74826,,,CCM,Kennedy for Congress,,,,,,P.O. Box 536,,Buffalo,NY,14201,P2024,,2023-11-16,5000.00,,"House, NY, 26 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.74793,,,CCM,Kweisi Mfume for Congress,,,,,,P.O. Box 31649,,Baltimore,MD,21207,P2024,,2023-11-02,2000.00,,"House, MD, 7 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.74822,,,CCM,Peters for Michigan,,,,,,P.O. Box 15854,,Washington,DC,20003,G2026,,2023-11-16,1000.00,,"Senate, MI",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.74835,,,PAC,Puget PAC,,,,,,P.O. Box 636,,Annandale,VA,22003,,,2023-11-27,5000.00,,Local PAC for Rep. Rick Larsen,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.74823,,,CCM,Scholten for Congress,,,,,,415 New Jersey Ave SE - 1,,Washington,DC,20003,G2024,,2023-11-16,1000.00,,"House, MI, 3 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.74791,,,CCM,Strickland for Washington,,,,,,401 2nd Avenue S. Suite 303,,Seattle,WA,98104,G2024,,2023-11-02,1500.00,,"House, WA, 10 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.74901,,,CCM,Strickland for Washington,,,,,,401 2nd Avenue S. Suite 303,,Seattle,WA,98104,P2024,,2023-11-02,1000.00,,"House, WA, 10 dst",011,,Strickland for Washington,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.74824,,,CCM,TITUS FOR CONGRESS,,,,,,P.O. Box 72454,,Las Vegas,NV,89170,G2024,,2023-11-16,2500.00,,"House, NV, 1 dst",,,,,,,,,,,,,,,,,,,,
