form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00693127,SB21B.5669,,,ORG,American Express,,,,,,200 Vesey St,,Manhattan,NY,10285,,,2023-05-30,46975.84,,See Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00693127,SB21B.5669.0,SB21B.5669,SB21B,ORG,The Ritz Carlton,,,,,,1 Lincoln Rd,,Miami Beach,FL,33139,,,2023-05-30,43906.25,,PAC Event Facility & Catering,,,,,,,,,,,,,,,,,,,X,
SB21B,C00693127,SB21B.5669.1,SB21B.5669,SB21B,ORG,Ambar Capitol Hill,,,,,,523 8th St SE,,Washington,DC,20003,,,2023-05-30,556.80,,PAC Event Catering,,,,,,,,,,,,,,,,,,,X,
SB21B,C00693127,SB21B.5669.2,SB21B.5669,SB21B,ORG,Sonoma Restaurant,,,,,,223 Pennsylvania Ave SE,,Washington,DC,20003,,,2023-05-30,1353.00,,PAC Event Catering,,,,,,,,,,,,,,,,,,,X,
SB21B,C00693127,SB21B.5669.3,SB21B.5669,SB21B,ORG,American Express,,,,,,200 Vesey St,,Manhattan,NY,10285,,,2023-05-30,1159.79,,PAC Finance Charges,,,,,,,,,,,,,,,,,,,X,
SB21B,C00693127,SB21B.5718,,,ORG,Anedot,,,,,,1340 Poydras St Ste 1770,,New Orleans,LA,70112,,,2023-05-16,16.96,,PAC Transaction Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00693127,SB21B.5720,,,ORG,Anedot,,,,,,1340 Poydras St Ste 1770,,New Orleans,LA,70112,,,2023-05-23,20.30,,PAC CC Transaction Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00693127,SB21B.5724,,,ORG,Anedot,,,,,,1340 Poydras St Ste 1770,,New Orleans,LA,70112,,,2023-05-30,60.30,,PAC Transaction Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00693127,SB21B.5638,,,ORG,"Capelianis Consulting, LLC",,,,,,221 North Patrick St,,Alexandria,VA,22314,,,2023-05-01,5000.00,,PAC Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00693127,SB21B.5642,,,ORG,Professional Data Services,,,,,,824 S Milledge Ave Ste 101,,Athens,GA,30605,,,2023-05-05,1027.50,,PAC Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00693127,SB21B.5668,,,ORG,Professional Data Services,,,,,,824 S Milledge Ave Ste 101,,Athens,GA,30605,,,2023-05-26,1057.17,,PAC Compliance Consulting,,,,,,,,,,,,,,,,,,,,
