form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00032995,B872019,,,CCM,Betty Guardado for Phoenix City Council District 5,,,,,,5633 W Coolidge St,,Phoenix,AZ,85031,G2024,,2024-05-09,1000.00,,G-2024 City Council 05 AZ,011,,,,Guardado,Betty,,,,,AZ,05,,,,,,,,
SB29,C00032995,B872018,,,CCM,Friends of Heather McPhail Sridharan for Marin County Supervisor,,,,,,336 Bon Air Center,,Greenbrae,CA,94904,G2024,,2024-05-09,500.00,,G-2024 Co. Supv.  CA,011,,,,McPhail Sridharan,Heather,,,,,CA, ,,,,,,,,
SB29,C00032995,B873355,,,PTY,28th Ward Democratic Organization,,,,,,2622 W Jackson Blvd Suite 200 C,,Chicago,IL,60612,O2024,Not Applicable,2024-05-21,250.00,,Local Party Cmte,011,,,,,,,,,,, ,,,,,,,,
SB29,C00032995,B873896,,,CCM,Raoul for Illinois,,,,,,PO Box 10600,,Chicago,IL,60610,P2026,,2024-05-29,1000.00,,P-2026 State Att. General  IL,011,,,,Raoul,Kwame,,,,,IL, ,,,,,,,,
SB29,C00032995,B871383,,,CCM,Ted James Campaign,,,,,,P.O. Box 4991,,Baton Rouge,LA,70821,P2024,,2024-05-07,1500.00,,P-2024 Mayor  LA,011,,,,James,Ted,,,,,LA, ,,,,,,,,
SB29,C00032995,B869367,,,CCM,People with Ashley Comans,,,,,,PO Box 5501,,Pittsburgh,PA,15206,P2024,,2024-05-06,-2000.00,,P-2024 State House  PA,011,,,,Comans,Ashley,,,,H,PA, ,,,,,,,,Void check originally dated 4/4/24
SB29,C00032995,B873481,,,CCM,Committee to Elect Ryan Bizzarro,,,,,,PO Box 8570,,Erie,PA,16505,G2024,,2024-05-21,2500.00,,G-2024 State House 03 PA,011,,,,Bizzarro,Ryan,,,,H,PA,03,,,,,,,,
SB29,C00032995,B873480,,,CCM,Friends of Devlin Robinson,,,,,,PO Box 186,,Sewickley,PA,15143,G2024,,2024-05-21,2500.00,,G-2024 State Senate 37 PA,011,,,,Robinson,Devlin,,,,S,PA,37,,,,,,,,
SB29,C00032995,B872022,,,CCM,Friends of Tim Carpenter,,,,,,2957 South 38th Street,,Milwaukee,WI,53215,O2026,Election Cycle,2024-05-09,250.00,,O-2026 State Senate 03 WI,011,,,,Carpenter,Tim,,,,S,WI,03,,,,,,,,
SB29,C00032995,B872021,,,CCM,Friends of Darrin,,,,,,4080 N 21 st,,Milwaukee,WI,53209,O2024,Election Cycle,2024-05-09,250.00,,O-2024 State House  WI,011,,,,Madison,Darrin,,,Jr.,H,WI, ,,,,,,,,
SB29,C00032995,B872020,,,CCM,Friends of Christine Sinicki,,,,,,3132 South Indiana Avenue,,Milwaukee,WI,53207,O2024,Election Cycle,2024-05-09,250.00,,O-2024 State House 20 WI,011,,,,Sinicki,Christine,,,,H,WI,20,,,,,,,,
