form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00689745,SE.4308,,,ORG,Make the Road Action Inc.,,,,,,449 Troutman Street,,Brooklyn,NY,11237,G2024,,2024-10-21,18811.84,,0.00,Projected Canvass Expenses (Remainder of Estimate),004,C00689745,S,S4NJ00466,KIM,ANDY,,,,S,01,PA,Oshiro,Theo,,,,2024-12-05,X
SE,C00689745,SE.4309,,,ORG,Make the Road Action Inc.,,,,,,449 Troutman Street,,Brooklyn,NY,11237,G2024,,2024-10-21,8624.80,,0.00,Projected Canvass Expenses (Remainder of Estimate),004,C00689745,S,H2PA01099,EHASZ,ASHLEY,,,,S,00,NJ,Oshiro,Theo,,,,2024-12-05,X
SE,C00689745,SE.4310,,,ORG,Make the Road Action Inc.,,,,,,449 Troutman Street,,Brooklyn,NY,11237,G2024,,2024-10-21,58224.03,,0.00,Projected Canvass Expenses (Remainder of Estimate),004,C00689745,S,S6PA00217,CASEY,ROBERT P. JR.,,,,S,00,PA,Oshiro,Theo,,,,2024-12-05,X
SE,C00689745,SE.4311,,,ORG,Make the Road Action Inc.,,,,,,449 Troutman Street,,Brooklyn,NY,11237,G2024,,2024-10-21,80929.43,,0.00,Projected Canvass Expenses (Remainder of Estimate),004,C00689745,S,S8NV00156,ROSEN,JACKY,,,,S,00,NV,Oshiro,Theo,,,,2024-12-05,X
SE,C00689745,SE.4315,,,ORG,Make the Road Action Inc.,,,,,,449 Troutman Street,,Brooklyn,NY,11237,G2024,,2024-10-21,180926.58,,0.00,Projected Canvass Expenses (Remainder of Estimate),004,C00689745,S,P00009423,HARRIS,KAMALA,,,,P,00,DC,Oshiro,Theo,,,,2024-12-05,X
SE,C00689745,SE.4316,,,ORG,Make the Road Action Inc.,,,,,,449 Troutman Street,,Brooklyn,NY,11237,G2024,,2024-10-21,10512.36,,0.00,Projected Canvass Expenses (Remainder of Estimate),004,C00689745,S,H2PA17079,CARTWRIGHT,MATTHEW A.,,,,H,08,PA,Oshiro,Theo,,,,2024-12-05,X
SE,C00689745,SE.4317,,,ORG,Make the Road Action Inc.,,,,,,449 Troutman Street,,Brooklyn,NY,11237,G2024,,2024-10-21,18811.84,,0.00,Projected Canvass Expenses (Remainder of Estimate),004,C00689745,S,H4NJ07107,ALTMAN,SUSAN COPIUS,,,,H,07,NJ,Oshiro,Theo,,,,2024-12-05,X
SE,C00689745,SE.4318,,,ORG,Make the Road Action Inc.,,,,,,449 Troutman Street,,Brooklyn,NY,11237,G2024,,2024-10-21,28151.02,,0.00,Projected Canvass Expenses (Remainder of Estimate),004,C00689745,S,H8PA15229,WILD,SUSAN,,,,H,07,PA,Oshiro,Theo,,,,2024-12-05,X
SE,C00689745,SE.4351,,,ORG,Make the Road Action Inc.,,,,,,449 Troutman Street,,Brooklyn,NY,11237,G2024,,2024-10-21,20334.62,2024-10-31,20334.62,Projected Canvass Expenses (Partial Payment on previously reported estimate),004,C00689745,S,H4NJ07107,ALTMAN,SUSAN COPIUS,,,,H,07,NJ,Oshiro,Theo,,,,2024-12-05,
SE,C00689745,SE.4352,,,ORG,Make the Road Action Inc.,,,,,,449 Troutman Street,,Brooklyn,NY,11237,G2024,,2024-10-21,30429.78,2024-10-31,30429.78,Projected Canvass Expenses (Partial Payment on previously reported estimate),004,C00689745,S,H8PA15229,WILD,SUSAN,,,,H,07,PA,Oshiro,Theo,,,,2024-12-05,
