form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00521823,SB23.5612,,,CCM,"AUSTIN SCOTT FOR CONGRESS, INC.",,,,,,PO Box 2530,,Tifton,GA,31793,G2024,,2024-08-26,2500.00,,Contribution,011,C00482737,"AUSTIN SCOTT FOR CONGRESS, INC.",,,,,,,H,GA,08,,,,,,,,
SB23,C00521823,SB23.5627,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO Box 340797,,Columbus,OH,43234,G2024,,2024-08-07,5000.00,,Contribution,011,C00837484,BERNIE MORENO FOR SENATE,,,,,,,S,OH,,,,,,,,,
SB23,C00521823,SB23.5610,,,CCM,BRIAN JACK FOR CONGRESS,,,,,,225 Market Place Connector,Number 1055,Peachtree City,GA,30269,G2024,,2024-08-29,2500.00,,Contribution,011,C00872473,BRIAN JACK FOR CONGRESS,,,,,,,H,GA,03,,,,,,,,
SB23,C00521823,SB23.5609,,,CCM,BUDDY CARTER FOR CONGRESS,,,,,,200 E. Julian Street,Suite 603,Savannah,GA,314012754,G2024,,2024-08-02,2500.00,,Contribution,011,C00543967,BUDDY CARTER FOR CONGRESS,,,,,,,H,GA,01,,,,,,,,
SB23,C00521823,SB23.5613,,,CCM,"CLYDE FOR CONGRESS, INC.",,,,,,PO Box 888,,Jefferson,GA,305490888,G2024,,2024-08-02,2500.00,,Contribution,011,C00740100,"CLYDE FOR CONGRESS, INC.",,,,,,,,GA,09,,,,,,,,
SB23,C00521823,SB23.5562,,,CCM,COLLINS FOR CONGRESS,,,,,,PO BOX 6491,,ATHENS,GA,30604,G2024,,2024-07-21,2500.00,,Contribution,011,C00544684,COLLINS FOR CONGRESS,,,,,,,H,GA,10,,,,,,,,
SB23,C00521823,SB23.5616,,,CCM,D'ESPOSITO FOR CONGRESS,,,,,,PO Box 188,,Island Park,NY,11558,G2024,,2024-09-03,2500.00,,Contribution,011,C00809426,D'ESPOSITO FOR CONGRESS,,,,,,,H,NY,04,,,,,,,,
SB23,C00521823,SB23.5628,,,CCM,FRIENDS OF DAVE MCCORMICK,,,,,,PO Box 23537,,Pittsburgh,PA,15222,G2024,,2024-08-21,2500.00,,Contribution,011,C00851980,FRIENDS OF DAVE MCCORMICK,,,,,,,S,PA,,,,,,,,,
SB23,C00521823,SB23.5564,,,CCM,FRIENDS OF MCCORMICK,,,,,,PO Box 134,,SUWANEE,GA,30024,G2024,,2024-08-20,2500.00,,US House GA-7,011,C00706747,FRIENDS OF MCCORMICK,,,,,,,H,GA,07,,,,,,,,
SB23,C00521823,SB23.5615,,,CCM,GREENE FOR CONGRESS,,,,,,3 Central Plaza,Number 142,Rome,GA,30161,G2024,,2024-08-14,2500.00,,Contribution,011,C00708289,GREENE FOR CONGRESS,,,,,,,H,GA,14,,,,,,,,
SB23,C00521823,SB23.5645,,,CAN,,HARBUCK,NOAH,,,,PO Box 122,,Forsyth,GA,31029,G2024,,2024-08-13,1500.00,,Contribution,011,,,,HARBUCK,NOAH,,,,,GA,14,,,,,,,,
SB23,C00521823,SB23.5624,,,CCM,HOGAN FOR MARYLAND,,,,,,2077 Somerville Road,Suite 206,Annapolis,MD,21401,G2024,,2024-08-21,2500.00,,Contribution,011,C00869016,HOGAN FOR MARYLAND,,,,,,,S,MD,,,,,,,,,
SB23,C00521823,SB23.5611,,,CCM,JEFF WILL FIX GEORGIA 6,,,,,,11334 Gates Terrace,,Johns Creek,GA,30097,G2024,,2024-08-05,2500.00,,Contribution,011,C00849802,JEFF WILL FIX GEORGIA 6,,,,,,,H,GA,06,,,,,,,,
SB23,C00521823,SB23.5622,,,CCM,KARI LAKE FOR SENATE,,,,,,PO Box 34341,,Phoenix,AZ,85067,G2024,,2024-08-26,5000.00,,Contribution,011,C00852343,KARI LAKE FOR SENATE,,,,,,,S,AZ,,,,,,,,,
SB23,C00521823,SB23.5621,,,CCM,LAURIE BUCKHOUT FOR CONGRESS,,,,,,PO Box 97275,,Raleigh,NC,27624,G2024,,2024-08-20,2500.00,,Contribution,011,C00853499,LAURIE BUCKHOUT FOR CONGRESS,,,,,,,H,NC,01,,,,,,,,
