form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00492421,SB21B-5035,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-11-28,3.18,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-5037,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-11-30,0.56,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-5039,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-12-01,0.20,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-5043,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-12-08,2.38,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-5046,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-12-15,0.20,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-5049,,,ORG,"Bank of America, N.A. ",,,,,,"1800 K Street, NW",,Washington,DC,20006,,,2024-12-16,200.66,0.00,Generic Cmte. Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-5047,,,PTY,DCCC ,,,,,,430 S Capitol St SE,2nd Fl,Washington,DC,20003,,,2024-12-17,164.22,0.00,Generic Cmte. Events/Meetings,,C00000935,DCCC ,,,,,,,,,,,,,,,,,See Attached Memo Entry
SB21B,C00492421,SB21B-5047-10000,SB21B-5047,SB21B,ORG,Teleflora.com,,,,,,P.O. Box 60910,,Los Angeles,CA,90060,,,2024-12-17,164.22,0.00,Generic Cmte. Events/Meetings,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00492421,SB21B-5048,,,PTY,DCCC ,,,,,,430 S Capitol St SE,2nd Fl,Washington,DC,20003,,,2024-12-17,477.08,0.00,Travel ,002,C00000935,DCCC ,,,,,,,,,,,,,,,,,See Attached Memo Entry
SB21B,C00492421,SB21B-5048-10000,SB21B-5048,SB21B,ORG,Uber,,,,,,"1455 Market St., Unit 400",,San Francisco,CA,94103,,,2024-12-17,6.17,0.00,Travel ,002,,,,,,,,,,,,,,,,,,X,Memo Entry
