form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00563254,SB23.10073,,,COM,Ashley Ehasz for Congress,,,,,,1800 Byberry Rd,#1336,Bensalem,PA,19020,,,2024-09-25,500.00,,candidate donation,,,,,,,,,,,,,,,,,,,,
SB23,C00563254,SB23.10141,,,COM,bucks county democratic committee,,,,,,2003 Lower State Rd,"Building 100, Suite 121",Doylestown,PA,18901,,,2024-09-09,250.00,,advertsing at roosevelt dinner,004,,,,,,,,,,,,,,,,,,,
SB23,C00563254,SB23.10095,,,CCM,CASEY KEYSTONE VICTORY FUND,,,,,,PO BOX 58746,,PHILADELPHIA,PA,19102,,,2024-07-24,250.00,,candidate donation for Neil Makhija/DJOP Casey event,011,C00545830,,,,,,,,S,PA,00,,,,,,,,
SB23,C00563254,SB23.10110,,,CCM,CASEY KEYSTONE VICTORY FUND,,,,,,PO BOX 58746,,PHILADELPHIA,PA,19102,,,2024-07-30,500.00,,candidate donation,011,C00545830,,,,,,,,S,PA,00,,,,,,,,
SB23,C00563254,SB23.10156,,,CCM,CASEY KEYSTONE VICTORY FUND,,,,,,PO BOX 58746,,PHILADELPHIA,PA,19102,,,2024-09-26,500.00,,candidate contribution,011,C00545830,,,,,,,,S,PA,00,,,,,,,,
SB23,C00563254,SB23.10157,,,CCM,CASEY KEYSTONE VICTORY FUND,,,,,,PO BOX 58746,,PHILADELPHIA,PA,19102,,,2024-09-30,100.00,,candidate donation,011,C00545830,,,,,,,,S,PA,00,,,,,,,,
SB23,C00563254,SB23.10096,,,CCM,CHRISSY HOULAHAN FOR CONGRESS,,,,,,PO BOX 222,,DEVON,PA,19333,,,2024-07-25,250.00,,candidate donation,011,C00637371,,,,,,,,H,PA,06,,,,,,,,
SB23,C00563254,SB23.10131,,,PTY,DELUZIO STELSON VICTORY FUND,,,,,,122 C ST NW,STE 360,WASHINGTON,DC,20001,,,2024-09-05,1000.00,,contribution,011,C00878843,,,,,,,,,,,,,,,,,,
SB23,C00563254,SB23.10144,,,CAN,,DEPASQUALE,EUGENE,,,,PO BOX 1822,,YORK,PA,17405,,,2024-09-11,1000.00,,donation,011,,,H0PA10110,,,,,,H,PA,10,,,,,,,,
SB23,C00563254,SB23.10074,,,COM,FRIENDS OF JANELLE STELSON,,,,,,PO BOX 41,,LEMOYNE,PA,17043,,,2024-09-25,500.00,,candidate donation,011,C00852368,,,,,,,,,,,,,,,,,,
SB23,C00563254,SB23.10059,,,PAC,HARRIS VICTORY FUND,,,,,,430 SOUTH CAPITOL STREET SE,,WASHINGTON,DC,20003,,,2024-08-29,2500.00,,candidate donation for Tim Walz event,011,C00744946,,,,,,,,,,,,,,,,,,
SB23,C00563254,SB23.10114,,,CAN,,KIM,ANDY,,,,PO BOX 211,,MARLTON,NJ,08053,,,2024-08-01,250.00,,candidate donation,011,,,S4NJ00466,,,,,,S,NJ,00,,,,,,,,
SB23,C00563254,SB23.10133,,,ORG,Montgomery County Women's Leadership Initiative,,,,,,506 West Heather Road,,Oreland,PA,19075,,,2024-09-06,100.00,,advertising at DWLI event,004,,,,,,,,,,,,,,,,,,,
SB23,C00563254,SB23.10136,,,PTY,PA HOUSE VICTORY,,,,,,"ONE PARK ROW, 5TH FLOOR",,PROVIDENCE,RI,02903,,,2024-09-06,2100.00,,contribution,011,C00881227,,,,,,,,,,,,,,,,,,
SB23,C00563254,SB23.10148,,,COM,Pennsylvania Democratic Party,,,,,,510 N Third St,,Harrisburgh,PA,17101,,,2024-09-25,375.00,,Independence dinner tickets,001,,,,,,,,,,,,,,,,,,,
SB23,C00563254,SB23.10146,,,PTY,Philadelphia Democratic Committee,,,,,,219 Spring Garden St,,Philadelphia,PA,19123,,,2024-09-22,300.00,,Tickets for dems dinner,001,,,,,,,,,,,,,,,,,,,
SB23,C00563254,SB23.10134,,,CCM,SCANLON FOR CONGRESS,,,,,,PO BOX 263,,SWARTHMORE,PA,19081,,,2024-09-06,250.00,,candidate donation,011,C00669358,,,,,,,,H,PA,05,,,,,,,,
SB23,C00563254,SB23.10138,,,PTY,"STELSON, JANELLE",,,,,,PO BOX 41,,LEMOYNE,PA,17043,,,2024-09-09,250.00,,candidate donation,011,,,H4PA10104,STELSON,JANELLE,,,,H,PA,10,,,,,,,,
