form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00640623,500349379,,,ORG,2130 Highland Ave S LLC,,,,,,PO Box 968,,Birmingham,AL,352010968,,,2024-07-01,2000.00,0.00,Rent,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500359063,,,ORG,2130 Highland Ave S LLC,,,,,,PO Box 968,,Birmingham,AL,352010968,,,2024-09-01,1500.00,0.00,Rent,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500352984,,,ORG,ACTBLUE,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-07-07,24.36,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500353967,,,ORG,ACTBLUE,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-07-14,68.26,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500354677,,,ORG,ACTBLUE,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-07-21,52.49,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500355521,,,ORG,ACTBLUE,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-07-28,396.34,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500356305,,,ORG,ACTBLUE,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-07-31,14.82,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500356306,,,ORG,ACTBLUE,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-08-04,12.51,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500356818,,,ORG,ACTBLUE,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-08-11,49.96,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500358199,,,ORG,ACTBLUE,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-08-18,114.19,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500364123,,,ORG,ACTBLUE,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-08-25,25.12,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500359061,,,ORG,ACTBLUE,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-08-31,87.27,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500359060,,,ORG,ACTBLUE,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-09-01,3.08,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500359765,,,ORG,ACTBLUE,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-09-08,62.00,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500360195,,,ORG,ACTBLUE,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-09-15,97.04,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500361590,,,ORG,ACTBLUE,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-09-22,129.92,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500362117,,,ORG,ACTBLUE,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-09-29,374.81,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500363013,,,ORG,ACTBLUE,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-09-30,1.89,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500357263,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-07-26,92.00,0.00,Bank Service Charge,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500360641,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-08-29,102.00,0.00,Bank Service Charge,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500361877,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-09-26,132.00,0.00,Bank Service Charge,,,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500350942,,,PAC,RIGHT SIDE OF HISTORY PAC,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,223146233,,,2024-07-01,4950.00,0.00,TRANSFER TO NON CONTRIBUTION ACCOUNT,,C00640623,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500363017,,,PAC,RIGHT SIDE OF HISTORY PAC,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,223146233,,,2024-07-19,6030.00,0.00,TRANSFER TO NON CONTRIBUTION ACCOUNT,,C00640623,,,,,,,,,,,,,,,,,,
SB21B,C00640623,500363018,,,PAC,RIGHT SIDE OF HISTORY PAC,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,223146233,,,2024-09-27,7508.64,0.00,TRANSFER TO NON CONTRIBUTION ACCOUNT,,C00640623,,,,,,,,,,,,,,,,,,
