form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00344325,17413969,,,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,12402,P2024,,2023-06-07,1000.00,0.00,Contribution,011,C00815290,Pat Ryan for Congress,H2NY18103,Ryan,Patrick,,Rep.,,H,NY,18,,,,,,,,Contribution
SB23,C00344325,17413970,,,CCM,Sydney Kamlager-Dove for Congress,,,,,,"777 S Figueroa St, Ste 4050",,Los Angeles,CA,90017,P2024,,2023-06-07,2500.00,0.00,Contribution,011,C00795823,Sydney Kamlager-Dove for Congress,H2CA37304,Kamlager-Dove,Sydney,,Rep.,,H,CA,37,,,,,,,,Contribution
SB23,C00344325,17413971,,,CCM,Darren Soto for Congress,,,,,,PO Box 421349,,Kissimmee,FL,34742,P2024,,2023-06-07,2500.00,0.00,Contribution,011,C00581074,Darren Soto for Congress,H6FL09179,Soto,Darren,,Rep.,,H,FL,09,,,,,,,,Contribution
SB23,C00344325,17413972,,,CCM,Scanlon for Congress,,,,,,PO Box 263,,Swarthmore,PA,19081,P2024,,2023-06-07,2500.00,0.00,Contribution,011,C00669358,Scanlon for Congress,H8PA07200,Scanlon,Mary,Gay,Rep.,,H,PA,05,,,,,,,,Contribution
SB23,C00344325,17413973,,,CCM,Donald Norcross for Congress,,,,,,PO Box 160,,Collingswood,NJ,08108,P2024,,2023-06-07,2500.00,0.00,Contribution,011,C00558320,Donald Norcross for Congress,H4NJ01084,Norcross,Donald,W.,Rep.,,H,NJ,01,,,,,,,,Contribution
SB23,C00344325,17413974,,,CCM,Mark Pocan for Congress,,,,,,PO Box 327,,Madison,WI,53701,P2024,,2023-06-07,2500.00,0.00,Contribution,011,C00502179,Mark Pocan for Congress,H2WI02124,Pocan,Mark,,Rep.,,H,WI,02,,,,,,,,Contribution
SB23,C00344325,17413975,,,PAC,VIBE PAC (Victory by Investing Building Empowering),,,,,,"1 Park Row, 5th Floor",,Providence,RI,02903,,,2023-06-07,2500.00,0.00,Contribution,011,C00570101,,H2CA28113,,,,,,,,,,,,,,,,Contribution
SB23,C00344325,17456731,,,CCM,Greg Casar for Congress,,,,,,PO Box 301923,,Austin,TX,78703,P2024,,2023-06-22,2500.00,0.00,Contribution,011,C00791897,Greg Casar for Congress,H2TX35144,Casar,Greg,,Rep.,,H,TX,35,,,,,,,,Contribution
SB23,C00344325,17456732,,,CCM,Rosen for Nevada,,,,,,PO Box 46110,,Las Vegas,NV,89114,P2024,,2023-06-22,2500.00,0.00,Contribution,011,C00606939,Rosen for Nevada,S8NV00156,Rosen,Jacklyn,,Sen.,,S,NV,,,,,,,,,Contribution
SB23,C00344325,17456733,,,CCM,Tokuda for Hawaii,,,,,,PO Box 792,,Kaneohe,HI,96744,P2024,,2023-06-22,1000.00,0.00,Contribution,011,C00813758,Tokuda for Hawaii,H2HI02581,Tokuda,Jill,Naomi,Rep.,,H,HI,02,,,,,,,,Contribution
SB23,C00344325,17456734,,,CCM,Pramila for Congress,,,,,,PO Box 21912,,Seattle,WA,98111,P2024,,2023-06-22,2500.00,0.00,Contribution,011,C00605592,Pramila for Congress,H6WA07458,Jayapal,Pramila,,Rep.,,H,WA,07,,,,,,,,Contribution
SB23,C00344325,17456735,,,CCM,Friends of Jahana Hayes,,,,,,PO Box 1487,,Waterbury,CT,06721,P2024,,2023-06-22,1000.00,0.00,Contribution,011,C00677898,Friends of Jahana Hayes,H8CT05245,Hayes,Jahana,,Rep.,,H,CT,05,,,,,,,,Contribution
