form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00316455,SB29.7707,,,CCM,Citizens to Elect Kyle Koehler,,,,,,PO Box 716,,Springfield,OH,45501,G2024,,2024-11-01,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00316455,SB29.7691,,,CCM,Daniel Hawkins for Ohio,,,,,,12070 Stone Point Ct,,Loveland,OH,45140,G2024,,2024-11-01,500.00,,Contribution,011,,Daniel Hawkins for Ohio,,,,,,,,,,,,,,,,,
SB29,C00316455,SB29.7705,,,CCM,Dave Yost for Ohio,,,,,,4679 Winterset Dr,,Columbus,OH,432208113,G2024,,2024-11-01,500.00,,Contribution,011,,Dave Yost for Ohio,,,,,,,,,,,,,,,,,
SB29,C00316455,SB29.7701,,,CCM,Deters For Ohio Future,,,,,,9923 Beech Dr,,Cincinnati,OH,45231,G2024,,2024-11-01,500.00,,Contribution,011,,Deters For Ohio Future,,,,,,,,,,,,,,,,,
SB29,C00316455,SB29.7713,,,ORG,Gary Sinise Foundation,,,,,,PO Box 40726,,Nashville,TN,37204,,,2024-11-01,300.00,,Contribution to Veterans Group,012,,,,,,,,,,,,,,,,,,,
SB29,C00316455,SB29.7694,,,CAN,,Husted,Jon,,,,PO Box 6290,,Columbus,OH,43206,G2024,,2024-11-01,500.00,,Contribution,,,Jon Husted for Ohio,,,,,,,,,,,,,,,,,
SB29,C00316455,SB29.7718,,,ORG,OGCA,,,,,,P.O. Box 670406,,Sagamore Hills,OH,44067,,,2024-11-15,43.35,,reimbursement for deposits tickets ordered for PAC by OGCA,001,,,,,,,,,,,,,,,,,,,
SB29,C00316455,SB29.7714,,,ORG,OGCA,,,,,,P.O. Box 670406,,Sagamore Hills,OH,44067,,,2024-11-22,392.02,,reimbursement of labor for November Mtg,001,,,,,,,,,,,,,,,,,,,
SB29,C00316455,SB29.7697,,,CCM,Shanahan for Ohio,,,,,,PO Box 9650,,Cincinnati,OH,45209,G2024,,2024-11-01,500.00,,Contribution,011,,Shanahan for Ohio,,Mandel,Josh,,,,,,,,,,,,,,
SB29,C00316455,SB29.7706,,,CAN,,Sprague,Robert,,,,4679 Winterset Drive,,Columbus,OH,43220,G2024,,2024-11-01,500.00,,Contribution,011,,,,Sprague,Robert,,,,,OH,,,,,,,,,
