form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00525063,B820575,,,CCM,Adam Koenig for State Representative,,,,,,3346 Canterbury Court,,Erlanger,KY,41018,G2022,,2023-06-27,-1000.00,,G-2022 State House 69 KY,011,,,,Koenig,Adam,,,,H,KY,69,,,,,,,,Voided: Original check dated 06/08/22
SB29,C00525063,B820576,,,CCM,Ed Massey for State Representative,,,,,,1789 Stahl Rd.,,Hebron,KY,41048,G2022,,2023-06-27,-1000.00,,G-2022 State House 66 KY,011,,,,Massey,Ed,,,,H,KY,66,,,,,,,,Voided: Original check dated 06/08/22
SB29,C00525063,B849066,,,CCM,Jay Costa for State Senate,,,,,,314 Newport Road,,Pittsburgh,PA,15221,P2024,,2023-06-14,500.00,,P-2024 State Senate 43 PA,011,,,,Costa,Jay,,,,S,PA,43,,,,,,,,
SB29,C00525063,B849067,,,CCM,Friends of Bryan Cutler,,,,,,PO Box 412,,Harrisburg,PA,17108,P2024,,2023-06-14,1000.00,,P-2024 State House 100 PA,011,,,,Cutler,Bryan,,,,H,PA,10,,,,,,,,
SB29,C00525063,B849071,,,CCM,Citizens for Grove,,,,,,PO Box 2891,,York,PA,17405,P2024,,2023-06-14,500.00,,P-2024 State House 196 PA,011,,,,Grove,Seth,,,,H,PA,19,,,,,,,,
SB29,C00525063,B849065,,,CCM,Citizens for Jordan Harris,,,,,,PO Box 32097,,Philadelphia,PA,19146,P2024,,2023-06-14,1000.00,,P-2024 State House 186 PA,011,,,,Harris,Jordan,,,,H,PA,18,,,,,,,,
SB29,C00525063,B849064,,,CCM,Wayne Langerholc for Senate,,,,,,311 Salmon Avenue,,Johnstown,PA,15904,P2024,,2023-06-14,500.00,,P-2024 State Senate 35 PA,011,,,,Langerholc,Wayne,,,,S,PA,35,,,,,,,,
SB29,C00525063,B849068,,,CCM,Friends of Scott Martin,,,,,,P.O. Box 624,,Harrisburg,PA,17108,P2024,,2023-06-14,1000.00,,P-2024 State Senate 13 PA,011,,,,Martin,Scott,,,,S,PA,13,,,,,,,,
SB29,C00525063,B849069,,,CCM,Friends of Joanna McClinton,,,,,,PO Box 16668,,Philadelphia,PA,19139,P2024,,2023-06-14,1000.00,,P-2024 State House 191 PA,011,,,,McClinton,Joanna,,,,H,PA,19,,,,,,,,
SB29,C00525063,B849070,,,CCM,Friends of Joe Pittman,,,,,,P.O. Box 382,,Indiana,PA,15701,P2024,,2023-06-14,1000.00,,P-2024 State Senate 41 PA,011,,,,Pittman,Joe,,,,S,PA,41,,,,,,,,
SB29,C00525063,B849072,,,CCM,Friends of Michael Schlossberg,,,,,,PO Box 1537,,Allentown,PA,18105,P2024,,2023-06-14,500.00,,P-2024 State House 132 PA,011,,,,Schlossberg,Mike,,,,H,PA,13,,,,,,,,
SB29,C00525063,B849073,,,CCM,Friends of Kim Ward,,,,,,PO Box 83,,Harrisburg,PA,17108,P2024,,2023-06-14,1000.00,,P-2024 State Senate 39 PA,011,,,,Ward,Kim,,,,S,PA,39,,,,,,,,
SB29,C00525063,B820583,,,CCM,Moore Capito for WV,,,,,,PO Box 2788,,Charleston,WV,25330,G2022,,2023-06-27,-500.00,,G-2022 State House 55 WV,011,,,,Capito,Moore,,,,H,WV,55,,,,,,,,Voided: Original check dated 06/08/22
SB29,C00525063,B820607,,,CCM,Rohrbach for House of Delegates,,,,,,25 Kensington Lane,,Huntington,WV,25705,G2022,,2023-06-27,-500.00,,G-2022 State Delegate 17 WV,011,,,,Rohrbach,Matthew,,,,,WV,17,,,,,,,,Voided: Original check dated 06/09/22
