form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00525063,B841431,,,CCM,Guthrie for Congress,,,,,,5827 Colfax Avenue,,Alexandria,VA,22311,P2024,,2023-03-08,5000.00,,Contribution,011,C00445023,,H8KY02031,Guthrie,Brett,,,,H,KY,02,,,,,,,,
SB23,C00525063,B841467,,,CCM,Tammy Baldwin for Senate,,,,,,323 7th Street SE,,Washington,DC,20003,P2024,,2023-03-08,1000.00,,Contribution,011,C00326801,,S2WI00219,Baldwin,Tammy,,,,S,WI, ,,,,,,,,
SB23,C00525063,B843754,,,CCM,Aaron Bean For Congress,,,,,,439 New Jersey Ave SE,,Washington,DC,20003,P2024,,2023-03-22,2500.00,,Contribution,011,C00816983,,H2FL04211,Bean,Aaron,P,,,H,FL,04,,,,,,,,
SB23,C00525063,B843753,,,CCM,Bucshon for Congress,,,,,,220 W Windsor Ave,,Alexandria,VA,22301,P2024,,2023-03-22,1000.00,,Contribution,011,C00468256,,H0IN08114,Bucshon,Larry,D,,,H,IN,08,,,,,,,,
SB23,C00525063,B843752,,,CCM,Carey For Congress,,,,,,439 New Jersey Ave SE,,Washington,DC,20003,P2024,,2023-03-22,2500.00,,Contribution,011,C00779603,,H2OH15228,Carey,Mike,,,,H,OH,15,,,,,,,,
SB23,C00525063,B843755,,,CCM,Katherine Clark for Congress,,,,,,PO Box 15,,Boston,MA,02137,P2024,,2023-03-22,2500.00,,Contribution,011,C00541888,,H4MA05084,Clark,Katherine,,,,H,MA,05,,,,,,,,
SB23,C00525063,B843751,,,CCM,Kuster for Congress,,,,,,P.O. Box 1498,,Concord,NH,03302,P2024,,2023-03-22,2500.00,,Contribution,011,C00462861,,H0NH02181,Kuster,Ann McClane,,,,H,NH,02,,,,,,,,
SB23,C00525063,B843750,,,PAC,New Democrat Coalition Action Fund,,,,,,910 17th Street NW STE 925,,Washington,DC,20006,O2023,Not Applicable,2023-03-22,5000.00,,Contribution,011,C00409730,,,,,,,,,, ,,,,,,,,
SB23,C00525063,B843877,,,PAC,Spike PAC,,,,,, PO Box 9536,,Lowell,MA,01853,O2023,Not Applicable,2023-03-22,2500.00,,Contribution,011,C00787317,,,,,,,,,, ,,,,,,,,
SB23,C00525063,B822209,,,CCM,Capito for West Virginia,,,,,,2308 Mount Vernon Ave 707,,Alexandria,VA,22301,P2026,,2023-03-29,-1000.00,,Contribution,011,C00539825,,S4WV00159,Capito,Shelley Moore,,,,S,WV, ,,,,,,,,Voided: Original check dated 06/28/22
SB23,C00525063,B844414,,,CCM,Miller-Meeks for Congress,,,,,,220 W Windsor Ave,,Alexandria,VA,22301,P2024,,2023-03-29,1000.00,,Contribution,011,C00558825,,H8IA02043,Miller-Meeks,Mariannette,,,,H,IA,01,,,,,,,,
SB23,C00525063,B846615,,,CCM,Comer for Congress,,,,,,5827 Colfax Avenue,,Alexandria,VA,22311,P2024,,2023-05-12,1000.00,,Contribution,011,C00588764,,H6KY01110,Comer,James,,,,H,KY,01,,,,,,,,
SB23,C00525063,B846956,,,CCM,Latta for Congress,,,,,,5827 Colfax Avenue,,Alexandria,VA,22311,P2024,,2023-05-17,1000.00,,Contribution,011,C00438697,,H8OH05036,Latta,Bob,,,,H,OH,05,,,,,,,,
SB23,C00525063,B847200,,,CCM,Julia Letlow For Congress,,,,,,3410 Alabama Avenue,,Alexandria,VA,22305,P2024,,2023-05-19,1000.00,,Contribution,011,C00766428,,H2LA05126,Letlow,Julia,,,,H,LA,05,,,,,,,,
SB23,C00525063,B847242,,,CCM,Bucshon for Congress,,,,,,220 W. WINDSOR AVE,,Alexandria,VA,22301,P2024,,2023-06-05,2500.00,,Contribution,011,C00468256,,H0IN08114,Bucshon,Larry,D,,,H,IN,08,,,,,,,,
SB23,C00525063,B847245,,,CCM,Wenstrup for Congress,,,,,,2308 Mt. Vernon Ave #707,,Alexandria,VA,22301,P2024,,2023-06-05,2500.00,,Contribution,011,C00497818,,H2OH02085,Wenstrup,Brad,,,,H,OH,02,,,,,,,,
SB23,C00525063,B848464,,,CCM,Katherine Clark for Congress,,,,,,600 Pennsylvania Ave Se #15180,,Washington,DC,20003,P2024,,2023-06-07,2500.00,,Contribution,011,C00541888,,H4MA05084,Clark,Katherine,,,,H,MA,05,,,,,,,,
SB23,C00525063,B849063,,,CCM,Tammy Baldwin for Senate,,,,,,323 7th Street SE,,Washington,DC,20003,P2024,,2023-06-14,1000.00,,Contribution,011,C00326801,,S2WI00219,Baldwin,Tammy,,,,S,WI, ,,,,,,,,
SB23,C00525063,B849954,,,COM,Cassidy Leadership Fund,,,,,,PO Box 80505,,Baton Rouge,LA,70898,O2023,Not Applicable,2023-06-23,2500.00,,Contribution,011,C00771543,,,,,,,,,, ,,,,,,,,
