form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00787317,500156044,,,PAC,BACCAM VICTORY FUND,,,,,,2813 Virginia Pl,,Des Moines,IA,503211536,G2024,,2024-10-18,10000.00,0.00,Contribution,,C00880336,BACCAM VICTORY FUND,,,,,,,,,,,,,,,,,Earmarked by Joseph Alsop and transmitted by committee check
SB23,C00787317,500156039,,,PAC,BUDZINSKI VICTORY FUND,,,,,,PO Box 5171,,Springfield,IL,627055171,G2024,,2024-10-18,3333.00,0.00,Contribution,,C00819441,BUDZINSKI VICTORY FUND,,,,,,,,,,,,,,,,,Earmarked by Joseph Alsop and transmitted by committee check
SB23,C00787317,500156046,,,PAC,COOKE VICTORY FUND,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,G2024,,2024-10-18,6600.00,0.00,Contribution,,C00886838,COOKE VICTORY FUND,,,,,,,,,,,,,,,,,Earmarked by Joseph Alsop and transmitted by committee check
SB23,C00787317,500156045,,,PAC,DON DAVIS VICTORY FUND,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,G2024,,2024-10-18,10000.00,0.00,Contribution,,C00878868,DON DAVIS VICTORY FUND,,,,,,,,,,,,,,,,,Earmarked by Joseph Alsop and transmitted by committee check
SB23,C00787317,500156049,,,PAC,ERIC SORENSEN VICTORY FUND,,,,,,PO Box 1172,,Moline,IL,612661172,G2024,,2024-10-18,3333.00,0.00,Contribution,,C00822056,ERIC SORENSEN VICTORY FUND,,,,,,,,,,,,,,,,,Earmarked by Joseph Alsop and transmitted by committee check
SB23,C00787317,500156048,,,PAC,LAUREN UNDERWOOD VICTORY FUND,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,G2024,,2024-10-18,3333.00,0.00,Contribution,,C00688168,LAUREN UNDERWOOD VICTORY FUND,,,,,,,,,,,,,,,,,Earmarked by Joseph Alsop and transmitted by committee check
SB23,C00787317,500156041,,,PAC,MARIE GLUESENKAMP PEREZ VICTORY FUND,,,,,,401 2nd Ave S,Ste 303,Seattle,WA,981042862,G2024,,2024-10-18,10000.00,0.00,Contribution,,C00822759,MARIE GLUESENKAMP PEREZ VICTORY FUND,,,,,,,,,,,,,,,,,Earmarked by Joseph Alsop and transmitted by committee check
SB23,C00787317,500156040,,,PAC,NJ DEMS VICTORY FUND,,,,,,142 W State St,,Trenton,NJ,086081110,G2024,,2024-10-18,10000.00,0.00,Contribution,,C00817346,NJ DEMS VICTORY FUND,,,,,,,,,,,,,,,,,Earmarked by Joseph Alsop and transmitted by committee check
SB23,C00787317,500156043,,,PAC,TRAN VICTORY FUND,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,G2024,,2024-10-18,5000.00,0.00,Contribution,,C00876524,TRAN VICTORY FUND,,,,,,,,,,,,,,,,,Earmarked by Joseph Alsop and transmitted by committee check
SB23,C00787317,500156047,,,PAC,VARGAS VICTORY FUND 2024,,,,,,PO Box 493,,Boys Town,NE,680100493,G2024,,2024-10-18,5000.00,0.00,Contribution,,C00876466,VARGAS VICTORY FUND 2024,,,,,,,,,,,,,,,,,Earmarked by Joseph Alsop and transmitted by committee check
