form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00843029,500726000,,,CCM,Friends of Janelle Stelson,,,,,,PO Box 41,,Lemoyne,PA,170430041,G2024,,2024-11-05,2000.00,0.00,Contribution to Federal Committee,,C00852368,,,Stelson,Janelle,,,,H,PA,10,,,,,,,,
SB23,C00843029,500725940,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,G2024,,2024-10-29,2000.00,0.00,Contribution to Federal Committee,,C00839597,,,Allred,Colin,,,,S,TX,00,,,,,,,,
SB23,C00843029,500725950,,,CCM,Osborn for Senate,,,,,,7822 Davenport St,,Omaha,NE,681143629,G2024,,2024-10-31,2000.00,0.00,Contribution to Federal Committee,,C00850677,,,Osborn,Dan,,,,S,NE,00,,,,,,,,
SB23,C00843029,500725960,,,CCM,Chris Deluzio for Congress,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,G2024,,2024-10-31,2000.00,0.00,Contribution to Federal Committee,,C00787648,,,Deluzio,Christopher,,,,H,PA,17,,,,,,,,
SB23,C00843029,500725970,,,CCM,Friends of Jahana Hayes,,,,,,PO Box 1487,,Waterbury,CT,067211487,G2024,,2024-11-01,2000.00,0.00,Contribution to Federal Committee,,C00677898,,,Hayes,Jahana,,,,H,CT,05,,,,,,,,
SB23,C00843029,500725980,,,CCM,Marlinga for Congress,,,,,,155 S Main St,Unit 672,Mount Clemens,MI,480467727,G2024,,2024-11-04,2000.00,0.00,Contribution to Federal Committee,,C00807727,,,Marlinga,Carl,J.,,,H,MI,10,,,,,,,,
SB23,C00843029,500725990,,,CCM,Cooke for Congress,,,,,,PO Box 1846,,Eau Claire,WI,547021846,G2024,,2024-11-04,2000.00,0.00,Contribution to Federal Committee,,C00844993,,,Cooke,Rebecca,,,,H,WI,03,,,,,,,,
SB23,C00843029,500726001,,,CCM,Vindman for Congress,,,,,,4222 Fortuna Center Plz,Ste 664,Dumfries,VA,220251515,G2024,,2024-11-05,2000.00,0.00,Contribution to Federal Committee,,C00856955,,,Vindman,Yevgeny,'Eugene',,,H,VA,07,,,,,,,,
SB23,C00843029,500725941,,,CCM,Committee to Elect Jared Golden,,,,,,PO Box 7108,,Lewiston,ME,042437108,G2024,,2024-10-29,2000.00,0.00,Contribution to Federal Committee,,C00653816,,,Golden,Jared,,,,H,ME,02,,,,,,,,
SB23,C00843029,500725951,,,CCM,Amish for Arizona,,,,,,PO Box 7070,,Phoenix,AZ,850117070,G2024,,2024-10-31,2000.00,0.00,Contribution to Federal Committee,,C00836502,,,Shah,Amish,,,,H,AZ,01,,,,,,,,
SB23,C00843029,500725961,,,CCM,Susie Lee for Congress,,,,,,5130 S Fort Apache Rd,Ste Pm 215,Las Vegas,NV,891481732,G2024,,2024-10-31,2000.00,0.00,Contribution to Federal Committee,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,,
SB23,C00843029,500725971,,,CCM,Eric Sorensen for Illinois,,,,,,PO Box 1172,,Moline,IL,612661172,G2024,,2024-11-01,2000.00,0.00,Contribution to Federal Committee,,C00793935,,,Sorensen,Eric,,,,H,IL,17,,,,,,,,
SB23,C00843029,500725981,,,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,G2024,,2024-11-04,2000.00,0.00,Contribution to Federal Committee,,C00815290,,,Ryan,Patrick,,,,H,NY,18,,,,,,,,
SB23,C00843029,500725991,,,CCM,Montanans for Tester,,,,,,PO Box 1135,,Helena,MT,596241135,G2024,,2024-11-05,2000.00,0.00,Contribution to Federal Committee,,C00412304,,,Tester,R.,Jon,,,S,MT,00,,,,,,,,
SB23,C00843029,500726002,,,CCM,Monica Tranel for Montana,,,,,,PO Box 9384,,Missoula,MT,598079384,G2024,,2024-11-05,2000.00,0.00,Contribution to Federal Committee,,C00845008,,,Tranel,Monica,,,,H,MT,01,,,,,,,,
SB23,C00843029,500725932,,,CCM,Rosen for Nevada,,,,,,PO Box 46110,,Las Vegas,NV,891146110,G2024,,2024-10-29,2000.00,0.00,Contribution to Federal Committee,,C00606939,,,Rosen,Jacky,,,,S,NV,00,,,,,,,,
SB23,C00843029,500725942,,,CCM,Gabe Vasquez for Congress,,,,,,PO Box L,,Mesilla,NM,880464612,G2024,,2024-10-29,2000.00,0.00,Contribution to Federal Committee,,C00789404,,,Vasquez,Gabriel,,,,H,NM,02,,,,,,,,
SB23,C00843029,500725952,,,CCM,Rudy Salas for Congress,,,,,,PO Box 42257,,Bakersfield,CA,933842257,G2024,,2024-10-31,2000.00,0.00,Contribution to Federal Committee,,C00791756,,,Salas,Rudy,,,,H,CA,22,,,,,,,,
SB23,C00843029,500725962,,,CCM,Gallego for Arizona,,,,,,PO Box 1710,,Phoenix,AZ,850011710,G2024,,2024-11-01,2000.00,0.00,Contribution to Federal Committee,,C00558627,,,Gallego,Ruben,,,,S,AZ,00,,,,,,,,
SB23,C00843029,500725972,,,CCM,Hertel for Michigan,,,,,,PO Box 16037,,Lansing,MI,489016037,G2024,,2024-11-01,2000.00,0.00,Contribution to Federal Committee,,C00844480,,,Hertel,Curtis,,,Jr.,H,MI,07,,,,,,,,
SB23,C00843029,500725982,,,CCM,Josh Riley for Congress,,,,,,1220 L St NW,Ste 100,Washington,DC,200054033,G2024,,2024-11-04,2000.00,0.00,Contribution to Federal Committee,,C00793760,,,Riley,Josh,,,,H,NY,19,,,,,,,,
SB23,C00843029,500725992,,,CCM,Tammy Baldwin for Senate,,,,,,PO Box 696,,Madison,WI,537010696,G2024,,2024-11-05,2000.00,0.00,Contribution to Federal Committee,,C00326801,,,Baldwin,Tammy,,,,S,WI,00,,,,,,,,
SB23,C00843029,500725943,,,CCM,Josh Gottheimer for Congress,,,,,,PO Box 584,,Ridgewood,NJ,074510584,G2024,,2024-10-29,2000.00,0.00,Contribution to Federal Committee,,C00573949,,,Gottheimer,Josh,,,,H,NJ,05,,,,,,,,
SB23,C00843029,500725953,,,CCM,Caraveo for Congress,,,,,,PO Box 953,,Eastlake,CO,806140953,G2024,,2024-10-31,2000.00,0.00,Contribution to Federal Committee,,C00787788,,,Caraveo,Yadira,,,,H,CO,08,,,,,,,,
SB23,C00843029,500725963,,,CCM,Debbie for Florida,,,,,,PO Box 432250,,South Miami,FL,332432250,G2024,,2024-11-01,2000.00,0.00,Contribution to Federal Committee,,C00848648,,,Mucarsel-Powell,Debbie,,,,S,FL,00,,,,,,,,
SB23,C00843029,500725973,,,CCM,Gillen for NY,,,,,,PO Box 33079,,Washington,DC,200330079,G2024,,2024-11-01,2000.00,0.00,Contribution to Federal Committee,,C00840165,,,Gillen,Laura,,,,H,NY,04,,,,,,,,
