form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00545236,500308003,,,CCM,ADAM FOR COLORADO,,,,,,PO Box 371,,Woody Creek,CO,816560371,G2024,,2024-10-02,1000.00,0.00,Federal Contribution,011,C00805275,,,FRISCH,ADAM,,,,H,CO,03,,,,,,,,
SB23,C00545236,500307996,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,PO Box 22116,,Eagan,MN,551220116,G2024,,2024-10-02,500.00,0.00,Federal Contribution,011,C00575209,,,CRAIG,ANGELA,DAWN,,,H,MN,02,,,,,,,,
SB23,C00545236,500308000,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO Box 414,,Scranton,PA,185010414,G2024,,2024-10-02,1000.00,0.00,Federal Contribution,011,C00509968,,,CARTWRIGHT,MATTHEW,A.,,,H,PA,08,,,,,,,,
SB23,C00545236,500308005,,,CCM,COMMITTEE TO ELECT JARED GOLDEN,,,,,,PO Box 7108,,Lewiston,ME,042437108,G2024,,2024-10-02,2000.00,0.00,Federal Candidate Committee Contribution,011,C00653816,,,GOLDEN,JARED,,,,H,ME,02,,,,,,,,
SB23,C00545236,500308001,,,CCM,COMMITTEE TO ELECT SHOMARI FIGURES FOR CONGRESS,,,,,,PO Box 40910,,Mobile,AL,366400910,G2024,,2024-10-02,1000.00,0.00,Federal Contribution,011,C00856237,,,FIGURES,SHOMARI,C.,,,H,AL,02,,,,,,,,
SB23,C00545236,500308004,,,CCM,EMILIA SYKES FOR CONGRESS,,,,,,PO Box 1347,,Akron,OH,443091347,G2024,,2024-10-02,1875.00,0.00,Federal Candidate Committee Contribution,011,C00801274,,,SYKES,EMILIA,,,,H,Oh,13,,,,,,,,
SB23,C00545236,500308006,,,CCM,LANDSMAN FOR CONGRESS,,,,,,PO Box 413,,Cincinnati,OH,452010413,G2024,,2024-10-02,2500.00,0.00,Federal Candidate Committee Contribution,011,C00800276,,,LANDSMAN,GREG,,,,H,OH,01,,,,,,,,
SB23,C00545236,500307992,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,PO Box 210014,,Anchorage,AK,995210014,P2024,,2024-10-02,500.00,0.00,Federal Contribution,011,,,H2AK01158,,,,,,H,AK,00,,,,,,,,
SB23,C00545236,500308002,,,CCM,MONDAIRE FOR CONGRESS,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,G2024,,2024-10-02,1000.00,0.00,Federal Candidate Committee Contribution,011,C00711150,,,JONES,MONDAIRE,,,,H,NY,10,,,,,,,,
SB23,C00545236,500307997,,,CCM,NIKKI FOR CONGRESS,,,,,,PO Box 5171,,Springfield,IL,627055171,G2024,,2024-10-02,500.00,0.00,Federal Contribution,011,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,,
SB23,C00545236,500307994,,,CCM,SHARICE FOR CONGRESS,,,,,,13851 W 63rd St,Num 303,Shawnee,KS,662163800,G2024,,2024-10-02,500.00,0.00,Federal Contribution,011,C00670034,,,DAVIDS,SHARICE,,,,H,KS,03,,,,,,,,
SB23,C00545236,500307998,,,CCM,SUSIE LEE FOR CONGRESS,,,,,,5130 S Fort Apache Rd,Ste Pm 215,Las Vegas,NV,891481732,G2024,,2024-10-02,500.00,0.00,Federal Contribution,011,C00655613,,,LEE,SUSIE,,,,H,NV,03,,,,,,,,
SB23,C00545236,500307999,,,CCM,Titus for Congress,,,,,,PO Box 72454,,Las Vegas,NV,891702454,G2024,,2024-10-02,500.00,0.00,Federal Contribution,011,C00499467,,,TITUS,DINA,,,,H,NV,01,,,,,,,,
