form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00651109,500669800,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-05,102.70,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500668460,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-30,13.84,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669560,,,PAC,The PAC for America's Future,,,,,,611 Pennsylvania Ave SE,# 143,Washington,DC,200034303,,,2024-05-13,85000.00,0.00,Transfer to Affiliated Committee,,C00654053,The PAC for America's Future,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669570,,,ORG,"NGP VAN, Inc.",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2024-05-06,724.67,0.00,Database Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669601,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-01,207.40,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500670051,,,ORG,Elias Law Group,,,,,,250 Massachusetts Ave NW,Ste 400,Washington,DC,200015825,,,2024-06-14,2051.00,0.00,Legal Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669561,,,PAC,The PAC for America's Future,,,,,,611 Pennsylvania Ave SE,# 143,Washington,DC,200034303,,,2024-05-17,90000.00,0.00,Transfer to Affiliated Committee,,C00654053,The PAC for America's Future,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669571,,,ORG,UPS Store,,,,,,137 Montague St,,Brooklyn,NY,112013548,,,2024-04-22,520.43,0.00,Box Rental Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669812,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-20,90.06,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500670052,,,ORG,Squarespace Inc.,,,,,,8 Clarkson St,,New York,NY,100144301,,,2024-06-07,276.00,0.00,Website Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669572,,,ORG,"Zoom Video Communications, Inc.",,,,,,55 Almaden Blvd,Fl 6,San Jose,CA,951131608,,,2024-04-01,67.57,0.00,Video Conferencing Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500669813,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-26,698.35,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00651109,500670053,,,PAC,The PAC for America's Future,,,,,,611 Pennsylvania Ave SE,# 143,Washington,DC,200034303,,,2024-06-07,85000.00,0.00,Transfer to Affiliated Committee,,C00654053,The PAC for America's Future,,,,,,,,,,,,,,,,,Non-Contribution Account
