form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00007542,SB23.50456,,,PAC,ACROSS THE AISLE PAC,,,,,,611 PENNSYLVANIA AVENUE SE,SUITE 143,WASHINGTON,DC,20003,O2024,other,2023-02-16,5000.00,,federal,,C00696591,,,,,,,,,,,,,,,,,,
SB23,C00007542,SB23.50413,,,CAN,,AGUILAR,PETE,,,,777 S FIGUEROA ST STE 4050,,LOS ANGELES,CA,90017,P2024,,2023-02-16,5000.00,,,,,,H2CA31125,,,,,,H,CA,31,,,,,,,,
SB23,C00007542,SB23.50414,,,CAN,,AGUILAR,PETE,,,,777 S FIGUEROA ST STE 4050,,LOS ANGELES,CA,90017,G2024,,2023-02-16,5000.00,,,,,,H2CA31125,,,,,,H,CA,31,,,,,,,,
SB23,C00007542,SB23.50450,,,PAC,AMERICA WORKS PAC,,,,,,PO Box 76187,Suite 800,Washington,DC,20013,O2024,other,2023-02-16,5000.00,,FEDERAL,,C00331694,,,,,,,,,,,,,,,,,,
SB23,C00007542,SB23.50471,,,COM,Arizona Democratic Party,,,,,,2910 N. Central Avenue,,Phienix,AZ,85012,O2022,other,2023-02-14,-5000.00,,check lost stop payment org date 11/4/2022,,,,,,,,,,,,,,,,,,,,
SB23,C00007542,SB23.50443,,,CAN,,BEATTY,JOYCE,,,,1421 TAYLOR CORNERS CIRCLE,,BLACKLICK,OH,43004,P2024,,2023-02-16,2500.00,,,,,,H2OH03125,,,,,,H,OH,03,,,,,,,,
SB23,C00007542,SB23.50421,,,CAN,,BISHOP,SANFORD D JR,,,,1909 DEVON DR,,ALBANY,GA,31707,P2024,,2023-02-16,2500.00,,,,,,H2GA02031,,,,,,H,GA,02,,,,,,,,
SB23,C00007542,SB23.50418,,,CAN,,BOYLE,BRENDAN F,,,,PO BOX 11545,,PHILADELPHIA,PA,19116,P2024,,2023-02-16,2500.00,,,,,,H4PA13199,,,,,,H,PA,13,,,,,,,,
SB23,C00007542,SB23.50468,,,CAN,,BRANCO,PATRICK PIHANA,,,,PO BOX 91,,KAILUA,HI,96734,P2022,,2023-02-14,-3000.00,,check lost never cashed stop payment  org date 7/27/22,,,,H2HI02599,,,,,,H,HI,02,,,,,,,,
SB23,C00007542,SB23.50420,,,PAC,BRIDGE POLITICAL ACTION COMMITTEE (BRIDGE PAC),,,,,,817 NINTH AVENUE,PO BOX 1021,MENOMINEE,MI,49858,O2024,other,2023-02-16,5000.00,,federal,,C00428045,,,,,,,,,,,,,,,,,,
SB23,C00007542,SB23.50459,,,CAN,,BROWN,SHONTEL M,,,,4660 BELFIORE RD,,WARRENSVILLE HEIGH,OH,44128,P2024,,2023-02-16,2500.00,,,,,,H2OH11169,,,,,,H,OH,11,,,,,,,,
SB23,C00007542,SB23.50404,,,CAN,,BROWNLEY,JULIA,,,,PO BOX 2018,,THOUSAND OAKS,CA,91358,P2024,,2023-02-13,2500.00,,,,,,H2CA00120,,,,,,H,CA,26,,,,,,,,
SB23,C00007542,SB23.50417,,,CAN,,BUDZINSKI,NIKKI,,,,PO BOX 5171,,SPRINGFIELD,IL,62705,P2024,,2023-02-16,4000.00,,,,,,H2IL13153,,,,,,H,IL,13,,,,,,,,
SB23,C00007542,SB23.50453,,,PAC,BUILDING BRIDGES PAC,,,,,,824 S MILLEDGE AVE STE 101,,ATHENS,GA,30605,O2024,other,2023-02-16,5000.00,,federal,,C00693127,,,,,,,,,,,,,,,,,,
SB23,C00007542,SB23.50444,,,CAN,,CASAR,GREG,,,,P.O. BOX 301923,,AUSTIN,TX,78703,P2024,,2023-02-16,2500.00,,,,,,H2TX35144,,,,,,H,TX,35,,,,,,,,
