form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00754051,B850765,,,ORG,Diner's Club,,,,,,P.O. Box 5732,,Carol Stream,IL,60197,O2023,Not Applicable,2023-07-11,330.00,,Staff Travel,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B852312,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-07-18,62.00,,Bank Service Charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B851250,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,P2023,,2023-07-18,17484.17,,Credit Card Payment-Itemized Below,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B851250A,,,ORG,Cheesecake Richmond,,,,,,9200 Stony Point Parkway,,Richmond,VA,23235,O2023,Not Applicable,2023-06-21,786.83,,Food for canvassers,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B851250B,,,ORG,Embassy Suites,,,,,,755 Crossover Lane,,memphis,TN,38117,O2023,Not Applicable,2023-06-27,427.53,,Parking for canvassers,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B851250C,,,ORG,EZCater,,,,,,40 Water Street,5th Floor,Boston,MA,02109,O2023,Not Applicable,2023-06-21,2315.60,,Breakfast for canvassers,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B851250D,,,ORG,Food Lion,,,,,,2110 Executive Drive,,Salisbury,NC,28147,O2023,Not Applicable,2023-06-20,507.92,,Ice and supplies for Canvassers,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B851250E,,,ORG,Hobby Lobby,,,,,,7600 A SW 44th Street,,Oklahoma City,OK,73179,O2023,Not Applicable,2023-06-09,210.57,,Candles and flowers,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B851250F,,,ORG,Kickback Jack's,,,,,,PO Box 10398,,Greensboro,NC,27408,O2023,Not Applicable,2023-06-14,443.30,,Dinner for leads,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B851250G,,,ORG,Krispy Kreme,,,,,,370 Knollwood Street,,Winston-Salem,NC,27103,O2023,Not Applicable,2023-06-20,290.85,,Snacks for canvassers,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B851250H,,,ORG,Office Max,,,,,,3605 Warrensville Center Road,,Cleveland,OH,44122,O2023,Not Applicable,2023-06-13,1178.98,,Copies of training materials and other office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B851250I,,,ORG,Popeye's Louisiana Kitchen,,,,,,4555 Roswell Road,,Atlanta,GA,30342,O2023,Not Applicable,2023-06-09,676.82,,Lunch for canvassers,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B851250J,,,ORG,Publix,,,,,,3300 Publix Corporate Pkwy,,Lakeland,FL,33815,O2023,Not Applicable,2023-06-20,255.78,,Snacks for canvassers,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B851250K,,,ORG,Sam's Club,,,,,,2101 SE Simple Savings Drive,,Bentonville,AR,72712,O2023,Not Applicable,2023-06-20,3085.60,,"Portable chairs, snacks, water and supplies for canvassers",001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B851250L,,,ORG,SmartStop Self Storage,,,,,,10 Terracce Rd.,,Ladera Ranch,CA,92694,O2023,Not Applicable,2023-06-26,519.59,,Storage for campaign items,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B851250M,,,ORG,Saucy's Sit-down BBQ,,,,,,257 E Bank Street,,Petersburg,VA,23803,O2023,Not Applicable,2023-06-21,3449.78,,Lunch for leads,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B851250N,,,ORG,Home Depot,,,,,,5325 Nottingham Dr. #120,,Nottingham,MD,21236,O2023,Not Applicable,2023-06-14,783.98,,"Rain ponchos, masks and batteries for canvassers",001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B851250O,,,ORG,WaWa,,,,,,260 W Baltimore Pike,,Media,PA,10963,O2023,Not Applicable,2023-06-12,504.06,,Breakfast for Canvassers,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B851250P,,,ORG,WMSupercenter,,,,,,702 SW 8th Street,,Bentonville,AR,72716,O2023,Not Applicable,2023-06-20,715.46,,"Ice, snacks, cleaning and campaign supplies for canvassers",001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B853920,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-08-16,79.04,,Bank Service Charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B856970,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-09-18,79.12,,Bank Service Charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B856941,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-10-10,50152.01,,Credit Card Payment-Itemized Below,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B856941A,,,ORG,Candlewood Suites,,,,,,3 Ravina Drive,Suite 100,Atlanta,GA,30346,O2023,Not Applicable,2023-09-24,45106.95,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856941B,,,ORG,Hampton Inn,,,,,,7930 Jones Branch Drive,Suite 1100,McLean,VA,22102,O2023,Not Applicable,2023-09-26,2032.36,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856941C,,,ORG,Homewood Suites,,,,,,8320 Benson Drive,,Columbia,MD,21045,O2023,Not Applicable,2023-09-21,3012.70,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856944,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-10-10,16345.13,,Credit Card Payment-Itemized Below,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B856944A,,,ORG,7-Eleven,,,,,,3200 Hackberry Road,,Irving,TX,75063,O2023,Not Applicable,2023-09-12,40.30,,Ice for Canvassers,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856944B,,,ORG,BP Gas Station,,,,,,501 Westlake Blvd.,,Houston,TX,77079,O2023,Not Applicable,2023-09-12,25.38,,Ice for Canvassers,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856944C,,,ORG,Brass Tap,,,,,,4901 Libbie Mill E Blvd,Suite 100,Richmond,VA,23230,O2023,Not Applicable,2023-08-25,451.45,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856944D,,,ORG,Crafty Crab,,,,,,33710 Tyrone Blvd N,,St. Petersburg,FL,33710,O2023,Not Applicable,2023-09-05,716.20,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856944E,,,ORG,CVS Pharmacy,,,,,,750 W John Carpenter Fwy #1200,,Irving,TX,75039,O2023,Not Applicable,2023-09-18,101.72,,PPE Suppies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856944F,,,ORG,Dominos Pizza,,,,,,30 Frank Lloyd Wright Drive,,Ann Arbor,MI,48105,O2023,Not Applicable,2023-09-04,43.20,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856944G,,,ORG,EZCater,,,,,,40 Water Street,5th Floor,Boston,MA,02109,O2023,Not Applicable,2023-09-06,4071.84,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856944H,,,ORG,Family Dollar,,,,,,10401 Monroe Road,,Matthews,NC,28105,O2023,Not Applicable,2023-09-07,59.90,,Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856944I,,,ORG,Food Lion,,,,,,2110 Executive Drive,,Salisbury,NC,28147,O2023,Not Applicable,2023-09-07,28.93,,Water for Canvassers,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856944J,,,ORG,Hibachi Grill Buffet,,,,,,4338 S Laburnum Avenue,,Henrico,VA,23231,O2023,Not Applicable,2023-09-05,696.97,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B856944K,,,ORG,Mobil Gas Station,,,,,,22777 Springwoods Village Pkwy,,Spring,TX,77389,O2023,Not Applicable,2023-09-06,6.74,,Ice for Canvassers,001,,,,,,,,,,, ,,,,,,,X,
