form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00266585,27459229,,,COM,Sheryl Cole Campaign,,,,,,P.O. Box 41,,Austin,TX,78767,,,2024-08-05,750.00,0.00,"Sheryl Cole, STATE HOUSE  TX-Political Contribution",011,,,,Cole,Sheryl,,,,,,,,,,,,,,"Sheryl Cole, STATE HOUSE  TX-Political Contribution"
SB29,C00266585,27474535,,,COM,Paula for Assembly,,,,,,PO Box 434,,Rock Hill,NY,12775,,,2024-08-19,500.00,0.00,"Paula Kay, STATE HOUSE  NY-Political Contribution",011,,,,Kay,Paula,,,,,,,,,,,,,,"Paula Kay, STATE HOUSE  NY-Political Contribution"
SB29,C00266585,27474536,,,PTY,Democratic Senate Campaign Committee,,,,,,111 Washington Ave.,Suite 409,Albany,NY,12210,,,2024-08-19,2500.00,0.00,Political Contribution,011,,,,,,,,,,,,,,,,,,,Political Contribution
SB29,C00266585,27474537,,,PTY,Republican Assembly Campaign Committee,,,,,,315 State Street,4th Floor,Albany,NY,12210,,,2024-08-19,3500.00,0.00,Political Contribution,011,,,,,,,,,,,,,,,,,,,Political Contribution
SB29,C00266585,27474538,,,PTY,Democratic Assembly Campaign Committee,,,,,,107 Washington Ave.,Suite LL,Albany,NY,12210,,,2024-08-19,5000.00,0.00,Political Contribution,011,,,,,,,,,,,,,,,,,,,Political Contribution
SB29,C00266585,27474546,,,COM,Cody Harris Campaign,,,,,,1007 N. Mallard Street,,Palestine,TX,75801,,,2024-08-19,1000.00,0.00,"Cody Harris, STATE HOUSE 8th TX",011,,,,Harris,Cody,,,,,,,,,,,,,,"Cody Harris, STATE HOUSE 8th TX"
SB29,C00266585,27475170,,,COM,Friends of Don Clavin,,,,,,PO Box 223,,Garden City,NY,11530,,,2024-08-20,750.00,0.00,"Don Clavin, Hempstead Town Supervisor  NY-Political Contribution",011,,,,Clavin,Don,,,,,,,,,,,,,,"Don Clavin, Hempstead Town Supervisor  NY-Political Contribution"
SB29,C00266585,27475171,,,PTY,Glen Cove Republican Committee,,,,,,9 Libby Drive,,Glen Cove,NY,11542,,,2024-08-20,1000.00,0.00,Political Contribution,011,,,,,,,,,,,,,,,,,,,Political Contribution
SB29,C00266585,27475172,,,PTY,Town of Oyster Bay Republican Committee,,,,,,164 Post Avenue,,Westbury,NY,11590,,,2024-08-20,350.00,0.00,Political Contribution,011,,,,,,,,,,,,,,,,,,,Political Contribution
SB29,C00266585,27475194,,,COM,Texans for Bob Hall,,,,,,P.O. Box 513,,Canton,TX,75103,,,2024-08-20,1000.00,0.00,"Bob Hall, STATE SENATE  TX-Political Contribution",011,,,,Hall,Bob,,,,,,,,,,,,,,"Bob Hall, STATE SENATE  TX-Political Contribution"
SB29,C00266585,27475195,,,COM,Weprin for Assembly,,,,,,86-82 Palerno Street,,Hollis,NY,11423,,,2024-08-20,500.00,0.00,"David Weprin, STATE HOUSE 24th NY-Political Contribution",011,,,,Weprin,David,,,,,,,,,,,,,,"David Weprin, STATE HOUSE 24th NY-Political Contribution"
SB29,C00266585,27475232,,,COM,Trevor Chandler for Supervisor 2024,,,,,,PO Box 40249,,San Francisco,CA,94140,,,2024-08-20,500.00,0.00,"Trevor Chandler, San Francisco Board of Supervisors  CA-Political Contribution",011,,,,Chandler,Trevor,,,,,,,,,,,,,,"Trevor Chandler, San Francisco Board of Supervisors  CA-Political Contribution"
SB29,C00266585,27476060,,,COM,Anne Donnelly for District Attorney,,,,,,666 Old Country Road,,Garden City,NY,11530,,,2024-08-22,800.00,0.00,"Anne Donnelly, District Attorney  NY-Political Contribution",011,,,,Donnelly,Anne,,,,,,,,,,,,,,"Anne Donnelly, District Attorney  NY-Political Contribution"
SB29,C00266585,27476537,,,COM,Jeff Travillion Campaign,,,,,,P.O. Box 5674,,Austin,TX,78763,,,2024-08-26,1000.00,0.00,"Jeff Travillion, County Commissioner  TX-Political Contribution",011,,,,Travillion,Jeff,,,,,,,,,,,,,,"Jeff Travillion, County Commissioner  TX-Political Contribution"
SB29,C00266585,27477780,,,COM,Cesar Blanco for Texas Senate,,,,,,P.O. Box 929,,El Paso,TX,79946,,,2024-08-27,1500.00,0.00,"Cesar Blanco, STATE SENATE  TX-Political Contribution",011,,,,Blanco,Cesar,,,,,,,,,,,,,,"Cesar Blanco, STATE SENATE  TX-Political Contribution"
